--stream .\stream-histogram-greedy-optimal-fine-to-coarse-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
8.69444 0.00465904
8.70139 0.00481502
8.70833 0.00482179
8.71528 0.00482179
8.72222 0.00488962
8.72917 0.00490318
8.73611 0.00499813
8.74306 0.00490318
8.75 0.00488962
8.75694 0.00478114
8.76389 0.00469295
8.77083 0.00472012
8.77778 0.00460479
8.78472 0.00467938
8.79167 0.00467938
8.79861 0.00467938
8.80556 0.00474042
8.8125 0.00480145
8.81944 0.00493034
8.82639 0.00481505
8.83333 0.00482183
8.84028 0.00464549
8.84722 0.00474041
8.85417 0.00462512
8.86111 0.00463192
8.86806 0.00466583
8.875 0.00466583
8.88194 0.00475399
8.88889 0.00483539
8.89583 0.00481503
8.90278 0.00484215
8.90972 0.00482858
8.91667 0.00478788
8.92361 0.00478788
8.93056 0.00478788
8.9375 0.00478789
8.94444 0.00475397
8.95139 0.00475397
8.95833 0.00452342
8.96528 0.00450982
8.97222 0.00458445
8.97917 0.00451664
8.98611 0.00455732
8.99306 0.0047201
9 0.00474719
9.00694 0.00471326
9.01389 0.00467938
9.02083 0.00479463
9.02778 0.00485568
9.03472 0.00493708
9.04167 0.00493708
9.04861 0.00481501
9.05556 0.00496419
9.0625 0.00499809
9.06944 0.00477429
9.07639 0.0047607
9.08333 0.00485569
9.09028 0.00487606
9.09722 0.00488283
9.10417 0.00474718
9.11111 0.00463189
9.11806 0.00462511
9.125 0.00480821
9.13194 0.00467257
9.13889 0.00472004
9.14583 0.00450302
9.15278 0.00438096
9.15972 0.00436061
9.16667 0.00425214
9.17361 0.00429279
9.18056 0.00417753
9.1875 0.00423857
9.19444 0.00429959
9.20139 0.00427249
9.20833 0.00421146
9.21528 0.0042453
9.22222 0.00424536
9.22917 0.00430637
9.23611 0.00427926
9.24306 0.00434034
9.25 0.00433349
9.25694 0.00440812
9.26389 0.00434029
9.27083 0.00427247
9.27778 0.00421821
9.28472 0.00419789
9.29167 0.00416396
9.29861 0.00413005
9.30556 0.00400122
9.3125 0.00402836
9.31944 0.00412328
9.32639 0.00404868
9.33333 0.00409615
9.34028 0.00414362
9.34722 0.00396729
9.35417 0.00394017
9.36111 0.00387235
9.36806 0.00383846
9.375 0.00389271
9.38194 0.00391984
9.38889 0.00389267
9.39583 0.00389951
9.40278 0.00388588
9.40972 0.00384527
9.41667 0.00388592
9.42361 0.00378421
9.43056 0.00372317
9.4375 0.00377064
9.44444 0.00381811
9.45139 0.00375026
9.45833 0.00389271
9.46528 0.00385878
9.47222 0.003852
9.47917 0.00375025
9.48611 0.00394021
9.49306 0.00398767
9.5 0.00381811
9.50694 0.00381808
9.51389 0.00381136
9.52083 0.0038792
9.52778 0.00385202
9.53472 0.00383167
9.54167 0.00380456
9.54861 0.00381816
9.55556 0.0038452
9.5625 0.00379777
9.56944 0.00383167
9.57639 0.00372992
9.58333 0.00369606
9.59028 0.00362143
9.59722 0.00358753
9.60417 0.0036011
9.61111 0.00358084
9.61806 0.00368246
9.625 0.00369601
9.63194 0.00370282
9.63889 0.00370282
9.64583 0.0037639
9.65278 0.00380456
9.65972 0.00375707
9.66667 0.00378419
9.67361 0.00385883
9.68056 0.00385206
9.6875 0.00370963
9.69444 0.00370963
9.70139 0.00370963
9.70833 0.00371641
9.71528 0.0037232
9.72222 0.00370282
9.72917 0.00363505
9.73611 0.00363505
9.74306 0.00363505
9.75 0.0036215
9.75694 0.00362819
9.76389 0.00356046
9.77083 0.00351969
9.77778 0.00353331
9.78472 0.00350608
9.79167 0.00340445
9.79861 0.00330947
9.80556 0.00328239
9.8125 0.00335019
9.81944 0.00328918
9.82639 0.00329591
9.83333 0.00329591
9.84028 0.00329591
9.84722 0.00328915
9.85417 0.00322132
9.86111 0.00326879
9.86806 0.00323489
9.875 0.00325526
9.88194 0.00323492
9.88889 0.00314
9.89583 0.00315355
9.90278 0.00320788
9.90972 0.00322141
9.91667 0.00322137
9.92361 0.00322137
9.93056 0.00322137
9.9375 0.00318757
9.94444 0.00312652
9.95139 0.00300438
9.95833 0.00299078
9.96528 0.00313992
9.97222 0.00311949
9.97917 0.00311282
9.98611 0.00312648
9.99306 0.0030586
10 0.0030586
10.0069 0.0030586
10.0139 0.00308581
10.0208 0.00306539
10.0278 0.00295688
10.0347 0.00284165
10.0417 0.00276706
10.0486 0.00273991
10.0556 0.00280772
10.0625 0.00279417
10.0694 0.00281447
10.0764 0.00273314
10.0833 0.0027399
10.0903 0.00195996
10.0972 0.00195996
10.1042 0.00195996
10.1111 0.00202106
10.1181 0.00196002
10.125 0.00188541
10.1319 0.00181757
10.1389 0.00181757
10.1458 0.00181757
10.1528 0.00189893
10.1597 0.00190564
10.1667 0.00193962
10.1736 0.00191247
10.1806 0.00180403
10.1875 0.00182432
10.1944 0.00187185
10.2014 0.00192602
10.2083 0.00195324
10.2153 0.00195324
10.2222 0.00195324
10.2292 0.00230587
10.2361 0.00227875
10.2431 0.00231941
10.25 0.00231941
10.2569 0.00232617
10.2639 0.00195996
10.2708 0.0020142
10.2778 0.00220413
10.2847 0.00220414
10.2917 0.00221085
10.2986 0.00205489
10.3056 0.00206846
10.3125 0.0018311
10.3194 0.00168877
10.3264 0.00169544
10.3333 0.00169544
10.3403 0.0016412
10.3472 0.00160056
10.3542 0.00160049
10.3611 0.00160049
10.3681 0.00160049
10.375 0.00204131
10.3819 0.00208875
10.3889 0.00213631
10.3958 0.00202102
10.4028 0.00202102
10.4097 0.00202102
10.4167 0.00200745
10.4236 0.00173617
10.4306 0.00206161
10.4375 0.00208203
10.4444 0.00205487
10.4514 0.00205487
10.4583 0.00205487
10.4653 0.00205484
10.4722 0.00172264
10.4792 0.00213629
10.4861 0.00199401
10.4931 0.00163445
10.5 0.00162763
10.5069 0.00159373
10.5139 0.00159373
10.5208 0.00159373
10.5278 0.00158017
10.5347 0.00158014
10.5417 0.00160066
10.5486 0.00160066
10.5556 0.00160744
10.5625 0.00166166
10.5694 0.00166157
10.5764 0.00166157
10.5833 0.00166157
10.5903 0.00166158
10.5972 0.00166162
10.6042 0.00154632
10.6111 0.00154632
10.6181 0.00154632
10.625 0.00153953
10.6319 0.00156659
10.6389 0.00154622
10.6458 0.00144453
10.6528 0.00153949
10.6597 0.00157337
10.6667 0.00158016
10.6736 0.00158016
10.6806 0.00158016
10.6875 0.00162763
10.6944 0.00162763
10.7014 0.00162763
10.7083 0.00160052
10.7153 0.00162767
10.7222 0.00162767
10.7292 0.00158698
10.7361 0.00241434
10.7431 0.00242112
10.75 0.00236688
10.7569 0.00244823
10.7639 0.00244823
10.7708 0.00244823
10.7778 0.00243468
10.7847 0.00185826
10.7917 0.0017904
10.7986 0.00188532
10.8056 0.00197344
10.8125 0.00193962
10.8194 0.00193962
10.8264 0.00192601
10.8333 0.00252963
10.8403 0.00238717
10.8472 0.00233287
10.8542 0.00233287
10.8611 0.00233287
10.8681 0.00189207
10.875 0.00189207
10.8819 0.00189207
10.8889 0.0018989
10.8958 0.00175647
10.9028 0.00177684
10.9097 0.00175655
10.9167 0.00175655
10.9236 0.0017362
10.9306 0.00177688
10.9375 0.00177688
10.9444 0.00177688
10.9514 0.00231941
10.9583 0.00232616
10.9653 0.00232623
10.9722 0.00232623
10.9792 0.00232624
10.9861 0.00160736
10.9931 0.00167516
11 0.00167516
11.0069 0.00166838
11.0139 0.00164129
11.0208 0.00164129
11.0278 0.00164129
11.0347 0.00160733
11.0417 0.00158017
11.0486 0.00158693
11.0556 0.00155984
11.0625 0.00149199
11.0694 0.00155306
11.0764 0.00152589
11.0833 0.00156655
11.0903 0.00160051
11.0972 0.00141061
11.1042 0.00141061
11.1111 0.00141061
11.1181 0.00139704
11.125 0.00139704
11.1319 0.00140383
11.1389 0.00208192
11.1458 0.00208192
11.1528 0.00208192
11.1597 0.00210909
11.1667 0.00206165
11.1736 0.00206841
11.1806 0.00208876
11.1875 0.00208198
11.1944 0.00208198
11.2014 0.00206164
11.2083 0.00214979
11.2153 0.00216331
11.2222 0.00216331
11.2292 0.00216331
11.2361 0.00218366
11.2431 0.00215659
11.25 0.00215659
11.2569 0.00215659
11.2639 0.00214303
11.2708 0.00215659
11.2778 0.00215659
11.2847 0.00215659
11.2917 0.0020888
11.2986 0.00213626
11.3056 0.00213626
11.3125 0.00212948
11.3194 0.00210235
11.3264 0.00202775
11.3333 0.00202775
11.3403 0.00202775
11.3472 0.00206846
11.3542 0.00207522
11.3611 0.0020006
11.3681 0.0020006
11.375 0.0020006
11.3819 0.00200062
11.3889 0.00191246
11.3958 0.0019328
11.4028 0.0019328
11.4097 0.00193279
11.4167 0.0019938
11.4236 0.00201417
11.4306 0.0020413
11.4375 0.00198025
11.4444 0.00191244
11.4514 0.00187173
11.4583 0.00203451
11.4653 0.00202095
11.4722 0.00202095
11.4792 0.00202095
11.4861 0.00202094
11.4931 0.00206167
11.5 0.00206845
11.5069 0.00206845
11.5139 0.00206845
11.5208 0.00205489
11.5278 0.00214986
11.5347 0.00226507
11.5417 0.00246178
11.5486 0.00240074
11.5556 0.00233292
11.5625 0.00229901
11.5694 0.00229901
11.5764 0.00229901
11.5833 0.00223119
11.5903 0.00223119
11.5972 0.00221764
11.6042 0.00217696
11.6111 0.00217696
11.6181 0.00217696
11.625 0.00214305
11.6319 0.00215661
11.6389 0.0019939
11.6458 0.00201423
11.6528 0.00201423
11.6597 0.00201423
11.6667 0.00189892
11.6736 0.00181078
11.6806 0.00181078
11.6875 0.00181078
11.6944 0.00185145
11.7014 0.00184467
11.7083 0.00184467
11.7153 0.00185823
11.7222 0.00183789
11.7292 0.00199383
11.7361 0.00199381
11.7431 0.00199381
11.75 0.00199381
11.7569 0.00197347
11.7639 0.00195989
11.7708 0.00179715
11.7778 0.00174969
11.7847 0.0017158
11.7917 0.0017158
11.7986 0.0017158
11.8056 0.0017158
11.8125 0.001709
11.8194 0.001709
11.8264 0.001709
11.8333 0.0016683
11.8403 0.0017836
11.8472 0.00187179
11.8542 0.00177005
11.8611 0.00181074
11.8681 0.00181074
11.875 0.00181074
11.8819 0.00192603
11.8889 0.00193281
11.8958 0.00193281
11.9028 0.00192603
11.9097 0.00122755
11.9167 0.00115291
11.9236 0.00109187
11.9306 0.00120035
11.9375 0.00120035
11.9444 0.00120035
11.9514 0.00123425
11.9583 0.00129527
11.9653 0.00129527
11.9722 0.00126815
11.9792 0.0013224
11.9861 0.00132918
11.9931 0.00132918
12 0.00129529
12.0069 0.00129529
12.0139 0.00129529
12.0208 0.00126819
12.0278 0.00123429
12.0347 0.00124783
12.0417 0.00124783
12.0486 0.00124783
12.0556 0.00126139
12.0625 0.00128859
12.0694 0.00125457
12.0764 0.00122744
12.0833 0.00122744
12.0903 0.00122744
12.0972 0.00181746
12.1042 0.00179719
12.1111 0.00179719
12.1181 0.00179719
12.125 0.00180397
12.1319 0.00180397
12.1389 0.00180397
12.1458 0.00180397
12.1528 0.0017972
12.1597 0.00171574
12.1667 0.00171574
12.1736 0.00171574
12.1806 0.0016886
12.1875 0.00169543
12.1944 0.00167512
12.2014 0.00167512
12.2083 0.00167512
12.2153 0.00167507
12.2222 0.0011122
12.2292 0.0011122
12.2361 0.0011122
12.2431 0.00111898
12.25 0.00106472
12.2569 0.00104446
12.2639 0.000976632
12.2708 0.000956271
12.2778 0.00100377
12.2847 0.00106475
12.2917 0.00106475
12.2986 0.00106475
12.3056 0.00109187
12.3125 0.00103083
12.3194 0.00105121
12.3264 0.00110544
12.3333 0.00110544
12.3403 0.00110544
12.3472 0.00147168
12.3542 0.00147168
12.3611 0.00147168
12.3681 0.00147846
12.375 0.00141058
12.3819 0.00141743
12.3889 0.00141743
12.3958 0.00141743
12.4028 0.0014242
12.4097 0.0015192
12.4167 0.00151925
12.4236 0.00151918
12.4306 0.00151918
12.4375 0.0015734
12.4444 0.00151916
12.4514 0.00153272
12.4583 0.0013361
12.4653 0.00140389
12.4722 0.00136999
12.4792 0.00136999
12.4861 0.0013632
12.4931 0.00140389
12.5 0.00139706
12.5069 0.00139706
12.5139 0.00139706
12.5208 0.00140388
12.5278 0.00136995
12.5347 0.00136995
12.5417 0.00138351
12.5486 0.001431
12.5556 0.00144458
12.5625 0.00144458
12.5694 0.00144458
12.5764 0.00137668
12.5833 0.00139708
12.5903 0.00148525
12.5972 0.00143772
12.6042 0.00149203
12.6111 0.00146486
12.6181 0.00137679
12.625 0.00145133
12.6319 0.00146488
12.6389 0.00155304
12.6458 0.00155977
12.6528 0.00155977
12.6597 0.00155977
12.6667 0.00155976
12.6736 0.00157337
12.6806 0.00157337
12.6875 0.00157337
12.6944 0.00155982
12.7014 0.00155982
12.7083 0.00155982
12.7153 0.00155978
12.7222 0.00149874
12.7292 0.001553
12.7361 0.001553
12.7431 0.001553
12.75 0.00154622
12.7569 0.00155306
12.7639 0.00162088
12.7708 0.00157343
12.7778 0.00144454
12.7847 0.00141741
12.7917 0.00150558
12.7986 0.0014716
12.8056 0.00147169
12.8125 0.00146489
12.8194 0.00149197
12.8264 0.00149197
12.8333 0.00149197
12.8403 0.00151232
12.8472 0.00153947
12.8542 0.00153947
12.8611 0.00153947
12.8681 0.00153947
12.875 0.00154624
12.8819 0.00152591
12.8889 0.00152589
12.8958 0.00152589
12.9028 0.00152589
12.9097 0.00154623
12.9167 0.00152586
12.9236 0.00157338
12.9306 0.00155982
12.9375 0.00155982
12.9444 0.00155982
12.9514 0.0015666
12.9583 0.0015666
12.9653 0.0015666
12.9722 0.00160729
12.9792 0.00159373
12.9861 0.00159373
12.9931 0.00157338
13 0.00157338
13.0069 0.00157338
13.0139 0.00157335
13.0208 0.00157335
13.0278 0.00155298
13.0347 0.00153267
13.0417 0.00153267
13.0486 0.00153267
13.0556 0.00155979
13.0625 0.00155297
13.0694 0.00153947
13.0764 0.00160728
13.0833 0.00160728
13.0903 0.00160728
13.0972 0.00158694
13.1042 0.00162082
13.1111 0.00164794
13.1181 0.00167507
13.125 0.00167507
13.1319 0.00162081
13.1389 0.00168187
13.1458 0.00169541
13.1528 0.00169541
13.1597 0.00169541
13.1667 0.00172258
13.1736 0.00170897
13.1806 0.00150552
13.1875 0.00150552
13.1944 0.00150552
13.2014 0.00150552
13.2083 0.00153265
13.2153 0.00153265
13.2222 0.00153265
13.2292 0.00149879
13.2361 0.0014988
13.2431 0.0014988
13.25 0.0014988
13.2569 0.0014717
13.2639 0.00151912
13.2708 0.00149883
13.2778 0.00149883
13.2847 0.00149883
13.2917 0.00147843
13.2986 0.000481606
13.3056 0.000481606
13.3125 0.000481606
13.3194 0.000488388
13.3264 0.000420541
13.3333 0.000420541
13.3403 0.000420541
13.3472 0.000420541
13.3542 0.00238042
13.3611 0.00236686
13.3681 0.00236686
13.375 0.00234652
13.3819 0.00236686
13.3889 0.002394
13.3958 0.00242793
13.4028 0.00242116
13.4097 0.00204132
13.4167 0.0019939
13.4236 0.00202103
13.4306 0.00202103
13.4375 0.0019939
13.4444 0.00201423
13.4514 0.00201423
13.4583 0.00201423
13.4653 0.00198032
13.4722 0.00193961
13.4792 0.00191931
13.4861 0.00191931
13.4931 0.00191931
13.5 0.00190575
13.5069 0.00190575
13.5139 0.00190575
13.5208 0.00190575
13.5278 0.00194646
13.5347 0.00196678
13.5417 0.00198713
13.5486 0.00198713
13.5556 0.00198713
13.5625 0.00198035
13.5694 0.00198035
13.5764 0.00198035
13.5833 0.00189219
13.5903 0.00183794
13.5972 0.00181759
13.6042 0.00181759
13.6111 0.00187863
13.6181 0.00189223
13.625 0.00189223
13.6319 0.00189223
13.6389 0.00190574
13.6458 0.00195321
13.6528 0.00193964
13.6597 0.00193964
13.6667 0.00194642
13.6736 0.00193286
13.6806 0.00193286
13.6875 0.00193286
13.6944 0.00188535
13.7014 0.00202099
13.7083 0.00201421
13.7153 0.00201421
13.7222 0.00201421
13.7292 0.00199386
13.7361 0.00190573
13.7431 0.00240765
13.75 0.00240762
13.7569 0.00209565
13.7639 0.00242797
13.7708 0.00241441
13.7778 0.0021364
13.7847 0.0021364
13.7917 0.0021364
13.7986 0.00214996
13.8056 0.00216345
13.8125 0.00213626
13.8194 0.00213625
13.8264 0.00213625
13.8333 0.00213625
13.8403 0.00210913
13.8472 0.00211591
13.8542 0.00210234
13.8611 0.00210234
13.8681 0.00210234
13.875 0.00208878
13.8819 0.00185824
13.8889 0.00193282
13.8958 0.00193282
13.9028 0.00193282
13.9097 0.00198029
13.9167 6.7852e-05
13.9236 6.78614e-05
13.9306 6.78614e-05
13.9375 6.78614e-05
13.9444 0.000101736
13.9514 8.82206e-05
13.9583 8.14012e-05
13.9653 0.000108572
13.9722 0.000108572
13.9792 0.000101797
13.9861 7.46717e-05
13.9931 9.50702e-05
14 0.000115376
14.0069 0.000115376
14.0139 0.000115376
14.0208 0.000149317
14.0278 0.000149256
14.0347 0.000149256
14.0417 0.000149256
14.0486 0.000149256
14.0556 0.00014248
14.0625 0.00014248
14.0694 0.000128917
14.0764 0.000128917
14.0833 0.000115405
14.0903 8.82241e-05
14.0972 8.82539e-05
14.1042 8.8259e-05
14.1111 8.14878e-05
14.1181 7.46731e-05
14.125 8.13966e-05
14.1319 8.13966e-05
14.1389 8.13966e-05
14.1458 0.000115313
14.1528 0.000122206
14.1597 0.000122206
14.1667 0.000122206
14.1736 0.000108637
14.1806 0.00113256
14.1875 0.00113256
14.1944 0.00113256
14.2014 0.00111222
14.2083 0.00120044
14.2153 0.00120722
14.2222 0.00120722
14.2292 0.00120722
14.2361 0.00120722
14.2431 0.00117334
14.25 0.00117334
14.2569 0.00117334
14.2639 0.00118012
14.2708 0.00118684
14.2778 0.00118684
14.2847 0.00111228
14.2917 0.00111228
14.2986 0.00111228
14.3056 0.00114619
14.3125 0.00106475
14.3194 0.00101727
14.3264 0.00102406
14.3333 0.00102406
14.3403 0.00102406
14.3472 0.000969802
14.3542 0.00101049
14.3611 0.00102404
14.3681 0.00102404
14.375 0.00102404
14.3819 0.00101045
14.3889 0.000996953
14.3958 0.00108514
14.4028 0.00120044
14.4097 0.00113938
14.4167 0.00113938
14.4236 0.00113938
14.4306 0.000996973
14.4375 0.00109874
14.4444 0.00111903
14.4514 0.00111903
14.4583 0.00111903
14.4653 0.00111224
14.4722 0.00111903
14.4792 0.00111903
14.4861 0.00111903
14.4931 0.00111903
14.5 0.00111899
14.5069 0.00115286
14.5139 0.00114609
14.5208 0.00113252
14.5278 0.00106471
14.5347 0.00109862
14.5417 0.00111219
14.5486 0.00108512
14.5556 0.00107837
14.5625 0.00111227
14.5694 0.00107161
14.5764 0.00113263
14.5833 0.00110551
14.5903 0.00109869
14.5972 0.00109869
14.6042 0.00109869
14.6111 0.00109869
14.6181 0.00109869
14.625 0.0011123
14.6319 0.00111235
14.6389 0.00106487
14.6458 0.00103766
14.6528 0.000996974
14.6597 0.000969784
14.6667 0.000915529
14.6736 0.000915585
14.6806 0.000915585
14.6875 0.000915585
14.6944 0.000915585
14.7014 0.000962997
14.7083 0.000949465
14.7153 0.000949465
14.7222 0.000949465
14.7292 0.000949434
14.7361 0.0009359
14.7431 0.000935892
14.75 0.000861294
14.7569 0.000874859
14.7639 0.000874859
14.7708 0.000874859
14.7778 0.00087486
14.7847 0.00087486
14.7917 0.000861297
14.7986 0.00090201
14.8056 0.000854516
14.8125 0.000929161
14.8194 0.0010241
14.8264 0.000963068
14.8333 0.000990149
14.8403 0.000963054
14.8472 0.000963054
14.8542 0.000420512
14.8611 0.000454468
14.8681 0.00054262
14.875 0.000352745
14.8819 0.000359491
14.8889 0.000373051
14.8958 0.000373051
14.9028 0.000373051
14.9097 0.000366269
14.9167 0.00037305
14.9236 0.00035949
14.9306 0.000359491
14.9375 0.000359491
14.9444 0.000359491
14.9514 0.000203511
14.9583 0.000217135
14.9653 0.000203568
14.9722 0.000190004
14.9792 0.00017645
14.9861 0.000230693
14.9931 0.000217077
15 0.000190012
15.0069 0.000183186
15.0139 0.000183186
15.0208 0.000183186
15.0278 0.000176408
15.0347 0.000196749
15.0417 0.000196749
15.0486 0.000196749
15.0556 0.000196749
15.0625 0.000183191
15.0694 0.000176407
15.0764 0.00020359
15.0833 0.00019002
15.0903 0.00019002
15.0972 0.00019002
15.1042 0.00018324
15.1111 0.000156113
15.1181 0.000176456
15.125 0.000339151
15.1319 0.000312023
15.1389 0.000312023
15.1458 0.000312023
15.1528 0.000318863
15.1597 0.000318863
15.1667 0.000318863
15.1736 0.000318863
15.1806 0.000284954
15.1875 0.000284954
15.1944 0.00055621
15.2014 0.000562993
15.2083 0.000562993
15.2153 0.000562993
15.2222 0.000562992
15.2292 0.000535838
15.2361 0.000549402
15.2431 0.000542619
15.25 0.000542619
15.2569 0.000542619
15.2639 0.00106478
15.2708 0.00105124
15.2778 0.00105128
15.2847 0.00108512
15.2917 0.00107827
15.2986 0.000176414
15.3056 0.00128176
15.3125 0.00129538
15.3194 0.000685061
15.3264 0.000183234
15.3333 0.000162827
15.3403 0.000128889
15.3472 0.000183143
15.3542 0.000556137
15.3611 0.000549419
15.3681 0.000583322
15.375 0.000603594
15.3819 0.000583252
15.3889 0.000576472
15.3958 0.00103762
15.4028 0.000325589
15.4097 0.0003188
15.4167 0.000318806
15.4236 0.000298494
15.4306 0.000312052
15.4375 0.000312052
15.4444 0.000312052
15.4514 0.000779984
15.4583 0.000983424
15.4653 0.00096986
15.4722 0.000956296
15.4792 0.00145813
15.4861 0.00149203
15.4931 0.00155304
15.5 0.00152596
15.5069 0.00151243
15.5139 0.00154633
15.5208 0.00153946
15.5278 0.00153946
15.5347 0.0015259
15.5417 0.00153946
15.5486 0.00152593
15.5556 0.00151236
15.5625 0.00155302
15.5694 0.00118684
15.5764 0.00122076
15.5833 0.00113934
15.5903 0.00113252
15.5972 0.00113252
15.6042 0.00114611
15.6111 0.00108512
15.6181 0.00108507
15.625 0.00105794
15.6319 0.00105794
15.6389 0.00107825
15.6458 0.00113251
15.6528 0.00111215
15.6597 0.00111901
15.6667 0.00114605
15.6736 0.00114605
15.6806 0.00114605
15.6875 0.00109184
15.6944 0.00108506
15.7014 0.00112576
15.7083 0.00111898
15.7153 0.00110549
15.7222 0.00111905
15.7292 0.00116644
15.7361 0.00118004
15.7431 0.00118003
15.75 0.00120718
15.7569 0.00122071
15.7639 0.00120031
15.7708 0.00120038
15.7778 0.00118678
15.7847 0.00119356
15.7917 0.00115292
15.7986 0.00115291
15.8056 0.00114613
15.8125 0.00113935
15.8194 0.0011461
15.8264 0.00111898
15.8333 0.00111219
15.8403 0.00111219
15.8472 0.0011122
15.8542 0.0011122
15.8611 0.00110542
15.8681 0.00108508
15.875 0.00107152
15.8819 0.00104448
15.8889 0.00109869
15.8958 0.0010919
15.9028 0.00108505
15.9097 0.00102409
15.9167 0.00100375
15.9236 0.00102412
15.9306 0.00105124
15.9375 0.00105802
15.9444 -7.45056e-05
15.9514 -9.49279e-05
15.9583 -0.000115266
15.9653 -0.000128858
15.9722 -0.000122074
15.9792 -0.000115195
15.9861 0.000915595
15.9931 0.000895251
16 0.000895251
16.0069 0.000922383
16.0139 0.000908817
16.0208 0.000929159
16.0278 0.000935874
16.0347 0.00106478
16.0417 0.00108513
16.0486 0.00109192
16.0556 0.00110547
16.0625 0.00109191
16.0694 0.00106479
16.0764 0.00104444
16.0833 0.00105122
16.0903 0.00103088
16.0972 0.0010241
16.1042 0.0010444
16.1111 0.00105117
16.1181 0.00101727
16.125 0.000990148
16.1319 0.000996928
16.1389 0.00100372
16.1458 0.00101736
16.1528 0.00101738
16.1597 0.00100378
16.1667 0.00102408
16.1736 0.00102409
16.1806 0.00101052
16.1875 0.00101052
16.1944 0.00101052
16.2014 0.0010173
16.2083 0.00103087
16.2153 0.0010174
16.2222 0.000997053
16.2292 0.000739348
16.2361 0.00130222
16.2431 0.000990189
16.25 0.000976634
16.2569 0.00130892
16.2639 0.00130891
16.2708 0.0012885
16.2778 0.00129531
16.2847 0.00130209
16.2917 0.00128853
16.2986 0.00127497
16.3056 0.00126819
16.3125 0.00126825
16.3194 0.00119367
16.3264 0.00120716
16.3333 0.00120038
16.3403 0.00120716
16.3472 0.00122754
16.3542 0.00122075
16.3611 0.00121404
16.3681 0.0012276
16.375 0.00118006
16.3819 0.00118691
16.3889 0.00118006
16.3958 0.00119362
16.4028 0.00112581
16.4097 0.00109867
16.4167 0.00107833
16.4236 0.00108511
16.4306 0.00108511
16.4375 0.00111895
16.4444 0.00112573
16.4514 0.00107148
16.4583 0.00107145
16.4653 0.00109187
16.4722 0.00109865
16.4792 0.00109865
16.4861 0.00107827
16.4931 0.00107827
16.5 0.0010919
16.5069 0.00107827
16.5139 0.000847697
16.5208 0.000820638
16.5278 0.00079352
16.5347 0.000807004
16.5417 0.00079344
16.5486 0.000779949
16.5556 0.000786733
16.5625 0.0007868
16.5694 0.000779955
16.5764 0.00088168
16.5833 0.000868127
16.5903 0.00084099
16.5972 0.000874898
16.6042 0.000827424
16.6111 0.00088168
16.6181 0.000902024
16.625 0.000908806
16.6319 0.000902024
16.6389 0.000908809
16.6458 0.000895246
16.6528 0.000895267
16.6597 0.000651129
16.6667 0.000685035
16.6736 0.000698602
16.6806 0.000698644
16.6875 0.000685079
16.6944 0.000691839
16.7014 0.000732529
16.7083 0.000691837
16.7153 0.000501946
16.7222 0.000495168
16.7292 0.000488386
16.7361 0.000461256
16.7431 0.000440878
16.75 0.000461179
16.7569 0.000481526
16.7639 0.000454399
16.7708 0.000447617
16.7778 0.000467962
16.7847 0.000467991
16.7917 0.000474772
16.7986 0.00046796
16.8056 0.000454404
16.8125 0.000440871
16.8194 0.000467989
16.8264 0.000467989
16.8333 0.000474773
16.8403 0.000474807
16.8472 0.000447652
16.8542 0.000447698
16.8611 0.000305279
16.8681 0.000325569
16.875 0.000325605
16.8819 0.000345947
16.8889 0.00033914
16.8958 0.000345944
16.9028 0.000352724
16.9097 0.000345942
16.9167 0.00056291
16.9236 0.00056291
16.9306 0.000583313
16.9375 1.10029e-07
16.9444 1.37011e-05
16.9514 -1.34555e-05
16.9583 -3.37886e-05
16.9653 -4.05705e-05
16.9722 1.15617e-07
16.9792 1.51735e-07
16.9861 2.04667e-05
16.9931 4.7597e-05
17 0.000434128
