--stream stream-by-wavelet-norm-miranda-viscosity.txt
--stream-type by_wavelet_norm
--subsampling-factor 64
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 4 4 1

Bytes Errors 2448
1.52083 1.31862
1.52778 1.31862
1.53472 1.31862
1.54167 1.31862
1.54861 1.31862
1.55556 1.31862
1.5625 1.31862
1.56944 1.31862
1.57639 1.31862
1.58333 1.31862
1.59028 1.31862
1.59722 1.31862
1.60417 1.31862
1.61111 1.31862
1.61806 1.31862
1.625 1.31862
1.63194 1.31862
1.63889 1.31862
1.64583 1.31862
1.65278 1.31862
1.65972 1.31862
1.66667 1.31862
1.67361 1.31862
1.68056 1.31862
1.6875 1.31862
1.69444 1.31862
1.70139 1.31862
1.70833 1.30403
1.71528 1.28496
1.72222 1.27616
1.72917 1.2778
1.73611 1.25317
1.74306 1.25317
1.75 1.25317
1.75694 1.25317
1.76389 1.25317
1.77083 1.25317
1.77778 1.25317
1.78472 1.25317
1.79167 1.25317
1.79861 1.25317
1.80556 1.25317
1.8125 1.25317
1.81944 1.25317
1.82639 1.25317
1.83333 1.25317
1.84028 1.25317
1.84722 1.25317
1.85417 1.25317
1.86111 1.25317
1.86806 1.25317
1.875 1.25317
1.88194 1.25317
1.88889 1.25317
1.89583 1.25317
1.90278 1.25317
1.90972 1.25317
1.91667 1.25317
1.92361 1.25317
1.93056 1.25317
1.9375 1.25317
1.94444 1.25317
1.95139 1.25317
1.95833 1.25317
1.96528 1.25317
1.97222 1.25317
1.97917 1.25317
1.98611 1.05768
1.99306 0.564453
2 0.833062
2.00694 0.833062
2.01389 0.833062
2.02083 0.833062
2.02778 0.833062
2.03472 0.833062
2.04167 0.833062
2.04861 0.833062
2.05556 0.833062
2.0625 0.833062
2.06944 0.833293
2.07639 0.833293
2.08333 0.832648
2.09028 0.829596
2.09722 0.827453
2.10417 0.827399
2.11111 0.825527
2.11806 0.821858
2.125 0.819702
2.13194 0.818868
2.13889 0.818657
2.14583 0.818488
2.15278 0.818312
2.15972 0.819227
2.16667 0.818861
2.17361 0.819091
2.18056 0.819207
2.1875 0.811266
2.19444 0.803737
2.20139 0.802599
2.20833 0.796793
2.21528 0.796793
2.22222 0.796793
2.22917 0.796793
2.23611 0.796793
2.24306 0.796793
2.25 0.796793
2.25694 0.796793
2.26389 0.796793
2.27083 0.796793
2.27778 0.796793
2.28472 0.796793
2.29167 0.796793
2.29861 0.796793
2.30556 0.796793
2.3125 0.796793
2.31944 0.796793
2.32639 0.796793
2.33333 0.796793
2.34028 0.796793
2.34722 0.796793
2.35417 0.796793
2.36111 0.796793
2.36806 0.796793
2.375 0.796793
2.38194 0.796793
2.38889 0.796793
2.39583 0.796793
2.40278 0.796793
2.40972 0.796793
2.41667 0.796793
2.42361 0.796793
2.43056 0.796793
2.4375 0.796793
2.44444 0.796793
2.45139 0.796793
2.45833 0.796793
2.46528 0.796793
2.47222 0.796793
2.47917 0.796793
2.48611 0.796793
2.49306 0.796793
2.5 0.796793
2.50694 0.796793
2.51389 0.796793
2.52083 0.796793
2.52778 0.796793
2.53472 0.796793
2.54167 0.796793
2.54861 0.796793
2.55556 0.796793
2.5625 0.796793
2.56944 0.796793
2.57639 0.796793
2.58333 0.796793
2.59028 0.796793
2.59722 0.796793
2.60417 0.796793
2.61111 0.796793
2.61806 0.796793
2.625 0.796793
2.63194 0.796793
2.63889 0.796793
2.64583 0.796793
2.65278 0.796793
2.65972 0.796793
2.66667 0.796793
2.67361 0.796793
2.68056 0.796793
2.6875 0.796793
2.69444 0.796793
2.70139 0.796793
2.70833 0.773783
2.71528 0.752793
2.72222 0.749769
2.72917 0.742499
2.73611 0.726861
2.74306 0.726861
2.75 0.726861
2.75694 0.726861
2.76389 0.726861
2.77083 0.726861
2.77778 0.726861
2.78472 0.726861
2.79167 0.726861
2.79861 0.726861
2.80556 0.726861
2.8125 0.726861
2.81944 0.726861
2.82639 0.726861
2.83333 0.726861
2.84028 0.726861
2.84722 0.726861
2.85417 0.726861
2.86111 0.726861
2.86806 0.726861
2.875 0.726861
2.88194 0.726861
2.88889 0.726861
2.89583 0.726861
2.90278 0.726861
2.90972 0.726861
2.91667 0.726861
2.92361 0.726861
2.93056 0.726861
2.9375 0.726861
2.94444 0.726861
2.95139 0.726861
2.95833 0.726861
2.96528 0.726861
2.97222 0.726861
2.97917 0.726861
2.98611 0.628119
2.99306 0.379381
3 0.430834
3.00694 0.430834
3.01389 0.430834
3.02083 0.430834
3.02778 0.430834
3.03472 0.430834
3.04167 0.430834
3.04861 0.430834
3.05556 0.430834
3.0625 0.430834
3.06944 0.428914
3.07639 0.426927
3.08333 0.424425
3.09028 0.421061
3.09722 0.418457
3.10417 0.414876
3.11111 0.412164
3.11806 0.408691
3.125 0.407416
3.13194 0.404392
3.13889 0.401205
3.14583 0.397352
3.15278 0.39704
3.15972 0.393467
3.16667 0.392117
3.17361 0.392687
3.18056 0.394274
3.1875 0.383111
3.19444 0.375434
3.20139 0.372396
3.20833 0.370578
3.21528 0.370578
3.22222 0.370578
3.22917 0.370578
3.23611 0.370578
3.24306 0.370578
3.25 0.370578
3.25694 0.370578
3.26389 0.370578
3.27083 0.370578
3.27778 0.370578
3.28472 0.370578
3.29167 0.370734
3.29861 0.370734
3.30556 0.370734
3.3125 0.370734
3.31944 0.370734
3.32639 0.370734
3.33333 0.370734
3.34028 0.370734
3.34722 0.370734
3.35417 0.370734
3.36111 0.370734
3.36806 0.370734
3.375 0.370734
3.38194 0.370734
3.38889 0.370734
3.39583 0.370734
3.40278 0.370734
3.40972 0.370734
3.41667 0.370734
3.42361 0.370734
3.43056 0.370734
3.4375 0.370734
3.44444 0.370734
3.45139 0.370734
3.45833 0.370734
3.46528 0.370734
3.47222 0.370734
3.47917 0.370734
3.48611 0.370734
3.49306 0.370734
3.5 0.370734
3.50694 0.370734
3.51389 0.370734
3.52083 0.370734
3.52778 0.370734
3.53472 0.370734
3.54167 0.370734
3.54861 0.370734
3.55556 0.370734
3.5625 0.370734
3.56944 0.370734
3.57639 0.370734
3.58333 0.370734
3.59028 0.370734
3.59722 0.370734
3.60417 0.370734
3.61111 0.370734
3.61806 0.370734
3.625 0.370734
3.63194 0.370734
3.63889 0.370734
3.64583 0.370734
3.65278 0.370734
3.65972 0.370734
3.66667 0.370734
3.67361 0.370734
3.68056 0.370734
3.6875 0.370734
3.69444 0.370734
3.70139 0.370734
3.70833 0.370823
3.71528 0.367039
3.72222 0.364556
3.72917 0.364285
3.73611 0.357795
3.74306 0.357795
3.75 0.357795
3.75694 0.357795
3.76389 0.357795
3.77083 0.357795
3.77778 0.357795
3.78472 0.357795
3.79167 0.357795
3.79861 0.357795
3.80556 0.357795
3.8125 0.357795
3.81944 0.357795
3.82639 0.357795
3.83333 0.357795
3.84028 0.357795
3.84722 0.357795
3.85417 0.357795
3.86111 0.357795
3.86806 0.357795
3.875 0.357795
3.88194 0.357795
3.88889 0.357795
3.89583 0.357795
3.90278 0.357795
3.90972 0.357795
3.91667 0.357795
3.92361 0.357795
3.93056 0.357795
3.9375 0.357795
3.94444 0.357795
3.95139 0.357795
3.95833 0.357795
3.96528 0.357795
3.97222 0.357795
3.97917 0.357795
3.98611 0.313083
3.99306 0.211894
4 0.235514
4.00694 0.235514
4.01389 0.235514
4.02083 0.235514
4.02778 0.235514
4.03472 0.235514
4.04167 0.235514
4.04861 0.235514
4.05556 0.235514
4.0625 0.235514
4.06944 0.232286
4.07639 0.227871
4.08333 0.223341
4.09028 0.222174
4.09722 0.220574
4.10417 0.217922
4.11111 0.215047
4.11806 0.211249
4.125 0.208123
4.13194 0.204692
4.13889 0.204298
4.14583 0.200506
4.15278 0.199001
4.15972 0.197496
4.16667 0.19475
4.17361 0.195028
4.18056 0.194071
4.1875 0.184075
4.19444 0.180874
4.20139 0.18141
4.20833 0.179633
4.21528 0.179633
4.22222 0.179633
4.22917 0.179775
4.23611 0.179775
4.24306 0.179775
4.25 0.179775
4.25694 0.179775
4.26389 0.179775
4.27083 0.179775
4.27778 0.179775
4.28472 0.179857
4.29167 0.179938
4.29861 0.179938
4.30556 0.179938
4.3125 0.179938
4.31944 0.179986
4.32639 0.179986
4.33333 0.180542
4.34028 0.180894
4.34722 0.181091
4.35417 0.181091
4.36111 0.181091
4.36806 0.181091
4.375 0.181091
4.38194 0.181091
4.38889 0.181091
4.39583 0.181661
4.40278 0.181661
4.40972 0.181606
4.41667 0.181606
4.42361 0.181606
4.43056 0.181606
4.4375 0.181762
4.44444 0.181762
4.45139 0.181762
4.45833 0.181762
4.46528 0.181762
4.47222 0.181762
4.47917 0.181762
4.48611 0.181762
4.49306 0.181762
4.5 0.181762
4.50694 0.181762
4.51389 0.182027
4.52083 0.182122
4.52778 0.182122
4.53472 0.182122
4.54167 0.182122
4.54861 0.182122
4.55556 0.18221
4.5625 0.18221
4.56944 0.182224
4.57639 0.182224
4.58333 0.182224
4.59028 0.182224
4.59722 0.1824
4.60417 0.1824
4.61111 0.1824
4.61806 0.1824
4.625 0.182332
4.63194 0.182332
4.63889 0.182332
4.64583 0.182332
4.65278 0.182332
4.65972 0.182332
4.66667 0.182278
4.67361 0.182278
4.68056 0.182278
4.6875 0.182278
4.69444 0.182278
4.70139 0.182149
4.70833 0.180786
4.71528 0.180189
4.72222 0.178643
4.72917 0.178704
4.73611 0.175957
4.74306 0.175957
4.75 0.175957
4.75694 0.175957
4.76389 0.175957
4.77083 0.175957
4.77778 0.175957
4.78472 0.175957
4.79167 0.175957
4.79861 0.175957
4.80556 0.175957
4.8125 0.175957
4.81944 0.175957
4.82639 0.175957
4.83333 0.175957
4.84028 0.175957
4.84722 0.175957
4.85417 0.175957
4.86111 0.175957
4.86806 0.175957
4.875 0.175957
4.88194 0.175957
4.88889 0.175957
4.89583 0.175957
4.90278 0.175957
4.90972 0.175957
4.91667 0.175957
4.92361 0.175957
4.93056 0.175957
4.9375 0.175957
4.94444 0.175957
4.95139 0.175957
4.95833 0.175957
4.96528 0.175957
4.97222 0.175957
4.97917 0.175957
4.98611 0.151346
4.99306 0.0835299
5 0.117717
5.00694 0.117717
5.01389 0.117717
5.02083 0.117717
5.02778 0.117717
5.03472 0.117717
5.04167 0.117717
5.04861 0.117723
5.05556 0.117723
5.0625 0.11775
5.06944 0.116353
5.07639 0.116293
5.08333 0.114129
5.09028 0.112373
5.09722 0.111118
5.10417 0.109192
5.11111 0.10713
5.11806 0.105516
5.125 0.104784
5.13194 0.104852
5.13889 0.104662
5.14583 0.10319
5.15278 0.101963
5.15972 0.101698
5.16667 0.101841
5.17361 0.101644
5.18056 0.101108
5.1875 0.0958185
5.19444 0.0946181
5.20139 0.0928548
5.20833 0.0926039
5.21528 0.0926039
5.22222 0.0926039
5.22917 0.0927057
5.23611 0.0927125
5.24306 0.0927125
5.25 0.0927125
5.25694 0.0927125
5.26389 0.0927057
5.27083 0.0927057
5.27778 0.0926921
5.28472 0.0927261
5.29167 0.0928684
5.29861 0.0929024
5.30556 0.0929973
5.3125 0.0932211
5.31944 0.0931601
5.32639 0.0931669
5.33333 0.0929227
5.34028 0.0930447
5.34722 0.0931668
5.35417 0.0931668
5.36111 0.0931125
5.36806 0.0929972
5.375 0.0929972
5.38194 0.0931193
5.38889 0.0931261
5.39583 0.0934517
5.40278 0.0934517
5.40972 0.093567
5.41667 0.0939331
5.42361 0.0941163
5.43056 0.0941909
5.4375 0.0942587
5.44444 0.0942722
5.45139 0.0943197
5.45833 0.0943605
5.46528 0.0941367
5.47222 0.0940553
5.47917 0.0940553
5.48611 0.0940417
5.49306 0.0940417
5.5 0.0940417
5.50694 0.0940417
5.51389 0.0941231
5.52083 0.0935467
5.52778 0.0936213
5.53472 0.0936213
5.54167 0.0935128
5.54861 0.0935264
5.55556 0.0935806
5.5625 0.0938518
5.56944 0.0938245
5.57639 0.0938245
5.58333 0.0937975
5.59028 0.0938314
5.59722 0.0936551
5.60417 0.0936349
5.61111 0.0935941
5.61806 0.093567
5.625 0.0934991
5.63194 0.0934991
5.63889 0.0934991
5.64583 0.0935602
5.65278 0.0934586
5.65972 0.0933566
5.66667 0.0933024
5.67361 0.0932686
5.68056 0.0931805
5.6875 0.0933093
5.69444 0.0934585
5.70139 0.0956964
5.70833 0.0956965
5.71528 0.0946453
5.72222 0.0946045
5.72917 0.0960287
5.73611 0.09217
5.74306 0.09217
5.75 0.09217
5.75694 0.09217
5.76389 0.09217
5.77083 0.09217
5.77778 0.09217
5.78472 0.09217
5.79167 0.09217
5.79861 0.09217
5.80556 0.09217
5.8125 0.09217
5.81944 0.09217
5.82639 0.09217
5.83333 0.09217
5.84028 0.09217
5.84722 0.09217
5.85417 0.09217
5.86111 0.09217
5.86806 0.09217
5.875 0.09217
5.88194 0.09217
5.88889 0.09217
5.89583 0.09217
5.90278 0.09217
5.90972 0.09217
5.91667 0.09217
5.92361 0.09217
5.93056 0.09217
5.9375 0.09217
5.94444 0.09217
5.95139 0.09217
5.95833 0.09217
5.96528 0.09217
5.97222 0.09217
5.97917 0.09217
5.98611 0.079807
5.99306 0.0475531
6 0.0601467
6.00694 0.0601738
6.01389 0.0601602
6.02083 0.0601602
6.02778 0.0600788
6.03472 0.0602076
6.04167 0.0603095
6.04861 0.0603976
6.05556 0.0602483
6.0625 0.0604518
6.06944 0.0594142
6.07639 0.0587498
6.08333 0.0573798
6.09028 0.0566065
6.09722 0.0560437
6.10417 0.0553857
6.11111 0.0547074
6.11806 0.0543347
6.125 0.0550672
6.13194 0.0551757
6.13889 0.0538534
6.14583 0.053304
6.15278 0.0533447
6.15972 0.0532767
6.16667 0.0534125
6.17361 0.0524698
6.18056 0.0528767
6.1875 0.0509779
6.19444 0.0511814
6.20139 0.0503404
6.20833 0.0498792
6.21528 0.0499334
6.22222 0.049913
6.22917 0.0497098
6.23611 0.0494792
6.24306 0.0494451
6.25 0.04973
6.25694 0.0497504
6.26389 0.0498588
6.27083 0.0496283
6.27778 0.0495809
6.28472 0.0497572
6.29167 0.0495605
6.29861 0.0495605
6.30556 0.049608
6.3125 0.0498046
6.31944 0.049669
6.32639 0.0497912
6.33333 0.0496555
6.34028 0.0494317
6.34722 0.0494181
6.35417 0.0494994
6.36111 0.0495197
6.36806 0.0495265
6.375 0.0496621
6.38194 0.0494385
6.38889 0.0492146
6.39583 0.0490248
6.40278 0.0491943
6.40972 0.049201
6.41667 0.0492958
6.42361 0.0492417
6.43056 0.0491603
6.4375 0.0489639
6.44444 0.0490248
6.45139 0.0490316
6.45833 0.0490178
6.46528 0.0487057
6.47222 0.0486041
6.47917 0.0484957
6.48611 0.048421
6.49306 0.0485432
6.5 0.0481499
6.50694 0.0479803
6.51389 0.0476547
6.52083 0.0479939
6.52778 0.0477498
6.53472 0.0476615
6.54167 0.0475057
6.54861 0.0473226
6.55556 0.0471734
6.5625 0.0469562
6.56944 0.046997
6.57639 0.0470375
6.58333 0.0469223
6.59028 0.0468478
6.59722 0.0465698
6.60417 0.0464747
6.61111 0.0462509
6.61806 0.0462306
6.625 0.0461832
6.63194 0.0461154
6.63889 0.0459187
6.64583 0.0460746
6.65278 0.0460746
6.65972 0.0460408
6.66667 0.0459866
6.67361 0.0457087
6.68056 0.0457491
6.6875 0.0455253
6.69444 0.0456474
6.70139 0.0465087
6.70833 0.0457421
6.71528 0.0453423
6.72222 0.0459526
6.72917 0.0464338
6.73611 0.0452473
6.74306 0.0452473
6.75 0.0452473
6.75694 0.0452473
6.76389 0.0452473
6.77083 0.0452473
6.77778 0.0452473
6.78472 0.0452473
6.79167 0.0452473
6.79861 0.0452473
6.80556 0.0452473
6.8125 0.0452473
6.81944 0.0452473
6.82639 0.0452473
6.83333 0.0452473
6.84028 0.0452473
6.84722 0.0452473
6.85417 0.0452473
6.86111 0.0452473
6.86806 0.0452473
6.875 0.0452473
6.88194 0.0452473
6.88889 0.0452473
6.89583 0.0452473
6.90278 0.0452473
6.90972 0.0452473
6.91667 0.0452473
6.92361 0.0452473
6.93056 0.0452473
6.9375 0.0452473
6.94444 0.0452473
6.95139 0.0452473
6.95833 0.0452473
6.96528 0.0452473
6.97222 0.0452473
6.97917 0.0452473
6.98611 0.0401407
6.99306 0.026523
7 0.0348104
7.00694 0.0347358
7.01389 0.0346273
7.02083 0.0348375
7.02778 0.0350749
7.03472 0.0350478
7.04167 0.0351563
7.04861 0.0351969
7.05556 0.0350206
7.0625 0.0351766
7.06944 0.0352647
7.07639 0.0358073
7.08333 0.0358209
7.09028 0.0359497
7.09722 0.0365736
7.10417 0.0363227
7.11111 0.0366415
7.11806 0.0368042
7.125 0.0365532
7.13194 0.0366346
7.13889 0.0367025
7.14583 0.0359497
7.15278 0.0361803
7.15972 0.0368652
7.16667 0.0367432
7.17361 0.0367974
7.18056 0.0365126
7.1875 0.0354275
7.19444 0.0355564
7.20139 0.0351292
7.20833 0.035441
7.21528 0.0354004
7.22222 0.0352038
7.22917 0.0351359
7.23611 0.0349529
7.24306 0.0347765
7.25 0.0344035
7.25694 0.0343086
7.26389 0.0342137
7.27083 0.0341255
7.27778 0.0342407
7.28472 0.033983
7.29167 0.0337592
7.29861 0.03361
7.30556 0.0331489
7.3125 0.0332032
7.31944 0.0331015
7.32639 0.0328912
7.33333 0.0327963
7.34028 0.0326945
7.34722 0.0326267
7.35417 0.0325589
7.36111 0.0323419
7.36806 0.0322606
7.375 0.0319011
7.38194 0.0316298
7.38889 0.0316841
7.39583 0.0316772
7.40278 0.0317382
7.40972 0.0315348
7.41667 0.0312975
7.42361 0.0312703
7.43056 0.0311415
7.4375 0.0306534
7.44444 0.030348
7.45139 0.0301378
7.45833 0.0300564
7.46528 0.0298597
7.47222 0.0296835
7.47917 0.0295004
7.48611 0.0293444
7.49306 0.0293512
7.5 0.0291071
7.50694 0.0285916
7.51389 0.0280694
7.52083 0.0278524
7.52778 0.0276896
7.53472 0.0277099
7.54167 0.0276421
7.54861 0.0279609
7.55556 0.0279338
7.5625 0.0279881
7.56944 0.0278254
7.57639 0.0276829
7.58333 0.0272963
7.59028 0.0269641
7.59722 0.0272692
7.60417 0.0273642
7.61111 0.0272217
7.61806 0.0270658
7.625 0.0270929
7.63194 0.0272828
7.63889 0.027493
7.64583 0.0274523
7.65278 0.0274116
7.65972 0.0270589
7.66667 0.0269029
7.67361 0.0272014
7.68056 0.0269099
7.6875 0.026869
7.69444 0.0268692
7.70139 0.0271064
7.70833 0.0267946
7.71528 0.0269912
7.72222 0.0268013
7.72917 0.0268555
7.73611 0.0261299
7.74306 0.0261299
7.75 0.0261299
7.75694 0.0261299
7.76389 0.0261299
7.77083 0.0261299
7.77778 0.0261299
7.78472 0.0261299
7.79167 0.0261299
7.79861 0.0261299
7.80556 0.0261299
7.8125 0.0261299
7.81944 0.0261299
7.82639 0.0261299
7.83333 0.0261299
7.84028 0.0261299
7.84722 0.0261299
7.85417 0.0261299
7.86111 0.0261299
7.86806 0.0261299
7.875 0.0261299
7.88194 0.0261299
7.88889 0.0261299
7.89583 0.0261299
7.90278 0.0261299
7.90972 0.0261299
7.91667 0.0261299
7.92361 0.0261299
7.93056 0.0261299
7.9375 0.0261299
7.94444 0.0261299
7.95139 0.0261299
7.95833 0.0261299
7.96528 0.0261299
7.97222 0.0261299
7.97917 0.0261299
7.98611 0.0240682
7.99306 0.0180325
8 0.0197211
8.00694 0.0196328
8.01389 0.0194294
8.02083 0.019816
8.02778 0.0199177
8.03472 0.0199314
8.04167 0.0195311
8.04861 0.0194565
8.05556 0.0193345
8.0625 0.0193887
8.06944 0.0195312
8.07639 0.0200941
8.08333 0.0201008
8.09028 0.0197957
8.09722 0.0194363
8.10417 0.019694
8.11111 0.0196872
8.11806 0.0193278
8.125 0.0198635
8.13194 0.0196533
8.13889 0.019443
8.14583 0.0195516
8.15278 0.0195041
8.15972 0.0198499
8.16667 0.0197278
8.17361 0.0200127
8.18056 0.01985
8.1875 0.0190294
8.19444 0.0191446
8.20139 0.0189955
8.20833 0.0185343
8.21528 0.0186496
8.22222 0.0185411
8.22917 0.0185276
8.23611 0.0183105
8.24306 0.0182969
8.25 0.0182019
8.25694 0.0183443
8.26389 0.0183647
8.27083 0.0183581
8.27778 0.0182561
8.28472 0.018324
8.29167 0.0182766
8.29861 0.0183716
8.30556 0.0182834
8.3125 0.0182155
8.31944 0.017985
8.32639 0.0175983
8.33333 0.0178561
8.34028 0.0179037
8.34722 0.0182563
8.35417 0.0182697
8.36111 0.018202
8.36806 0.0184597
8.375 0.0181274
8.38194 0.0180595
8.38889 0.0180664
8.39583 0.0179512
8.40278 0.0180866
8.40972 0.0181274
8.41667 0.0181002
8.42361 0.0181546
8.43056 0.0182495
8.4375 0.0182833
8.44444 0.0180052
8.45139 0.0181818
8.45833 0.018046
8.46528 0.0180257
8.47222 0.017951
8.47917 0.0180324
8.48611 0.0178357
8.49306 0.0177407
8.5 0.0175441
8.50694 0.0175441
8.51389 0.0178019
8.52083 0.0174899
8.52778 0.0174084
8.53472 0.0177206
8.54167 0.0178494
8.54861 0.0172457
8.55556 0.0174696
8.5625 0.0174763
8.56944 0.0176458
8.57639 0.0177612
8.58333 0.0175103
8.59028 0.0174289
8.59722 0.0171034
8.60417 0.0170423
8.61111 0.0166625
8.61806 0.0166355
8.625 0.0166693
8.63194 0.0164795
8.63889 0.0166083
8.64583 0.016371
8.65278 0.0161268
8.65972 0.0159641
8.66667 0.0163302
8.67361 0.016215
8.68056 0.0160047
8.6875 0.0162149
8.69444 0.0160251
8.70139 0.0158624
8.70833 0.0161947
8.71528 0.015686
8.72222 0.0152112
8.72917 0.0161065
8.73611 0.0157741
8.74306 0.0157741
8.75 0.0157741
8.75694 0.0157741
8.76389 0.0157741
8.77083 0.0157741
8.77778 0.0157741
8.78472 0.0157741
8.79167 0.0157741
8.79861 0.0157741
8.80556 0.0157741
8.8125 0.0157741
8.81944 0.0157741
8.82639 0.0157741
8.83333 0.0157741
8.84028 0.0157741
8.84722 0.0157809
8.85417 0.0157809
8.86111 0.0157809
8.86806 0.0157809
8.875 0.0157809
8.88194 0.0157809
8.88889 0.0157809
8.89583 0.0157809
8.90278 0.0157809
8.90972 0.0157809
8.91667 0.0157809
8.92361 0.0157809
8.93056 0.0157809
8.9375 0.0157809
8.94444 0.0157809
8.95139 0.0157809
8.95833 0.0157809
8.96528 0.0157809
8.97222 0.0157809
8.97917 0.0157809
8.98611 0.0151434
8.99306 0.0134888
9 0.0146892
9.00694 0.0146417
9.01389 0.0143637
9.02083 0.0146011
9.02778 0.0149062
9.03472 0.0147773
9.04167 0.0145128
9.04861 0.0139771
9.05556 0.0141059
9.0625 0.0138007
