--stream stream-histogram-greedy-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
8.72917 0.0056763
8.73611 0.00573054
8.74306 0.00582547
8.75 0.00556099
8.75694 0.00552708
8.76389 0.00532363
8.77083 0.00524225
8.77778 0.00520156
8.78472 0.0052558
8.79167 0.00538466
8.79861 0.00530327
8.80556 0.00518796
8.8125 0.00507949
8.81944 0.00484212
8.82639 0.00472683
8.83333 0.00497099
8.84028 0.00505235
8.84722 0.00505237
8.85417 0.00506593
8.86111 0.00508627
8.86806 0.00517443
8.875 0.00510661
8.88194 0.00526261
8.88889 0.00528972
8.89583 0.00539822
8.90278 0.00537109
8.90972 0.00529651
8.91667 0.00539822
8.92361 0.00558811
8.93056 0.00554739
8.9375 0.00556774
8.94444 0.00530329
8.95139 0.00539144
8.95833 0.0053372
8.96528 0.00533719
8.97222 0.00530328
8.97917 0.0052965
8.98611 0.00466577
8.99306 0.00484206
9 0.00467257
9.00694 0.0049642
9.01389 0.00501846
9.02083 0.00498452
9.02778 0.00487603
9.03472 0.00465224
9.04167 0.00480822
9.04861 0.00481498
9.05556 0.00472005
9.0625 0.00481501
9.06944 0.00488282
9.07639 0.00487605
9.08333 0.00505915
9.09028 0.00486927
9.09722 0.00495741
9.10417 0.00499809
9.11111 0.005032
9.11806 0.00506591
9.125 0.00525579
9.13194 0.00516082
9.13889 0.00512692
9.14583 0.00512692
9.15278 0.00514048
9.15972 0.00524902
9.16667 0.00524899
9.17361 0.00525577
9.18056 0.00514727
9.1875 0.00514727
9.19444 0.00514727
9.20139 0.00515405
9.20833 0.00524222
9.21528 0.00520154
9.22222 0.00513372
9.22917 0.00504557
9.23611 0.00502521
9.24306 0.00503876
9.25 0.00507947
9.25694 0.00486246
9.26389 0.00482178
9.27083 0.00484212
9.27778 0.00483535
9.28472 0.00488281
9.29167 0.004815
9.29861 0.00481499
9.30556 0.00442843
9.3125 0.00452338
9.31944 0.00444199
9.32639 0.00455729
9.33333 0.00450979
9.34028 0.00444877
9.34722 0.00444877
9.35417 0.00444877
9.36111 0.00442164
9.36806 0.00452336
9.375 0.00439452
9.38194 0.00444199
9.38889 0.00444199
9.39583 0.00444877
9.40278 0.00440806
9.40972 0.00440808
9.41667 0.00442165
9.42361 0.00438093
9.43056 0.00438093
9.4375 0.00438093
9.44444 0.00433345
9.45139 0.00423854
9.45833 0.00422499
9.46528 0.00431993
9.47222 0.00438097
9.47917 0.0044081
9.48611 0.00446913
9.49306 0.00373671
9.5 0.0041097
9.50694 0.00417075
9.51389 0.00419786
9.52083 0.00422499
9.52778 0.00406901
9.53472 0.0042521
9.54167 0.0042521
9.54861 0.00426567
9.55556 0.00425212
9.5625 0.00417752
9.56944 0.00419109
9.57639 0.00406223
9.58333 0.00406222
9.59028 0.00406222
9.59722 0.00407578
9.60417 0.00410969
9.61111 0.00406223
9.61806 0.00406902
9.625 0.0040351
9.63194 0.00408256
9.63889 0.00404866
9.64583 0.00400798
9.65278 0.00400798
9.65972 0.00400798
9.66667 0.00402154
9.67361 0.0040351
9.68056 0.00404866
9.6875 0.00391981
9.69444 0.00395372
9.70139 0.00393335
9.70833 0.00381806
9.71528 0.00381806
9.72222 0.00381806
9.72917 0.00385196
9.73611 0.00378416
9.74306 0.00383165
9.75 0.00381129
9.75694 0.00383163
9.76389 0.00377064
9.77083 0.00402152
9.77778 0.003852
9.78472 0.00373667
9.79167 0.00370956
9.79861 0.00382487
9.80556 0.00378417
9.8125 0.00378417
9.81944 0.00378417
9.82639 0.00376385
9.83333 0.00373669
9.84028 0.00381127
9.84722 0.00381127
9.85417 0.00381127
9.86111 0.00379093
9.86806 0.00379093
9.875 0.00379093
9.88194 0.00383839
9.88889 0.00380449
9.89583 0.00376381
9.90278 0.00366889
9.90972 0.00373668
9.91667 0.00366888
9.92361 0.00329588
9.93056 0.0033637
9.9375 0.00334338
9.94444 0.00335692
9.95139 0.00335693
9.95833 0.00335693
9.96528 0.00335014
9.97222 0.00335014
9.97917 0.003262
9.98611 0.00326199
9.99306 0.00337727
10 0.00330266
10.0069 0.00332303
10.0139 0.00332303
10.0208 0.00332303
10.0278 0.00332303
10.0347 0.00330947
10.0417 0.00329591
10.0486 0.00332303
10.0556 0.00320096
10.0625 0.00320096
10.0694 0.00320096
10.0764 0.0031874
10.0833 0.00324165
10.0903 0.00326877
10.0972 0.00321451
10.1042 0.00321451
10.1111 0.00321451
10.1181 0.00320773
10.125 0.00320095
10.1319 0.00320095
10.1389 0.00320095
10.1458 0.00319417
10.1528 0.00319417
10.1597 0.00319417
10.1667 0.00316704
10.1736 0.00309245
10.1806 0.00309245
10.1875 0.00308567
10.1944 0.00304497
10.2014 0.00300427
10.2083 0.00297716
10.2153 0.0029433
10.2222 0.00293648
10.2292 0.00293648
10.2361 0.00293648
10.2431 0.00291612
10.25 0.00294326
10.2569 0.00281441
10.2639 0.0028551
10.2708 0.00286187
10.2778 0.00286188
10.2847 0.00297717
10.2917 0.00297717
10.2986 0.00297717
10.3056 0.00294326
10.3125 0.00292971
10.3194 0.00292971
10.3264 0.00294327
10.3333 0.0027805
10.3403 0.00273303
10.3472 0.00273302
10.3542 0.00278725
10.3611 0.00274658
10.3681 0.00271945
10.375 0.00271945
10.3819 0.00271945
10.3889 0.00269911
10.3958 0.00268555
10.4028 0.00269234
10.4097 0.0027737
10.4167 0.00269911
10.4236 0.00276693
10.4306 0.00276693
10.4375 0.00276693
10.4444 0.00278725
10.4514 0.00278727
10.4583 0.00277369
10.4653 0.00277369
10.4722 0.00280762
10.4792 0.00279406
10.4861 0.00279405
10.4931 0.00279405
10.5 0.00279405
10.5069 0.00278726
10.5139 0.00279404
10.5208 0.00281441
10.5278 0.00282117
10.5347 0.00283474
10.5417 0.00281441
10.5486 0.00283476
10.5556 0.0028076
10.5625 0.00289573
10.5694 0.00289576
10.5764 0.00287542
10.5833 0.00281439
10.5903 0.0028415
10.5972 0.0028415
10.6042 0.0028415
10.6111 0.00284828
10.6181 0.00279405
10.625 0.00280082
10.6319 0.00289578
10.6389 0.00289578
10.6458 0.00289578
10.6528 0.00285507
10.6597 0.00285507
10.6667 0.00285507
10.6736 0.00286185
10.6806 0.00288898
10.6875 0.0028483
10.6944 0.00285509
10.7014 0.00289578
10.7083 0.0030382
10.7153 0.00301784
10.7222 0.00303819
10.7292 0.00303819
10.7361 0.00305175
10.7431 0.00305175
10.75 0.00305175
10.7569 0.00305175
10.7639 0.00305175
10.7708 0.0030721
10.7778 0.0030721
10.7847 0.0030721
10.7917 0.00297038
10.7986 0.00294326
10.8056 0.00294326
10.8125 0.00294326
10.8194 0.00290257
10.8264 0.00290257
10.8333 0.00290257
10.8403 0.00292969
10.8472 0.00292969
10.8542 0.00292969
10.8611 0.00290257
10.8681 0.00299073
10.875 0.00320095
10.8819 0.00320096
10.8889 0.00324164
10.8958 0.00324164
10.9028 0.00323485
10.9097 0.00322807
10.9167 0.00328234
10.9236 0.00311277
10.9306 0.00323487
10.9375 0.00323487
10.9444 0.00323487
10.9514 0.00317381
10.9583 0.00316705
10.9653 0.00316705
10.9722 0.00316705
10.9792 0.00317383
10.9861 0.00308566
10.9931 0.00305175
11 0.00305175
11.0069 0.00305853
11.0139 0.00303819
11.0208 0.00307888
11.0278 0.00307888
11.0347 0.00307888
11.0417 0.00306532
11.0486 0.00306532
11.0556 0.00306532
11.0625 0.00303141
11.0694 0.00303141
11.0764 0.00302463
11.0833 0.00297716
11.0903 0.00297716
11.0972 0.00297716
11.1042 0.00298394
11.1111 0.0029636
11.1181 0.00305175
11.125 0.00305175
11.1319 0.00305175
11.1389 0.00304497
11.1458 0.0030382
11.1528 0.00310597
11.1597 0.00181746
11.1667 0.00181746
11.1736 0.00181746
11.1806 0.0018378
11.1875 0.00178357
11.1944 0.00178357
11.2014 0.00178357
11.2083 0.00178357
11.2153 0.00297715
11.2222 0.00296359
11.2292 0.00296359
11.2361 0.00296359
11.2431 0.00296359
11.25 0.00292968
11.2569 0.00292968
11.2639 0.00177002
11.2708 0.00177
11.2778 0.00177678
11.2847 0.00174285
11.2917 0.00287539
11.2986 0.00287539
11.3056 0.00287539
11.3125 0.00286183
11.3194 0.00280758
11.3264 0.00167506
11.3333 0.00168859
11.3403 0.00292289
11.3472 0.00292283
11.3542 0.00290248
11.3611 0.00290248
11.3681 0.00290248
11.375 0.00292964
11.3819 0.00292964
11.3889 0.00292964
11.3958 0.00288896
11.4028 0.00293643
11.4097 0.00294323
11.4167 0.00294323
11.4236 0.00294323
11.4306 0.00294324
11.4375 0.00290253
11.4444 0.0029161
11.4514 0.00290253
11.4583 0.00290253
11.4653 0.00290253
11.4722 0.00288897
11.4792 0.00288219
11.4861 0.00288896
11.4931 0.00295677
11.5 0.0023261
11.5069 0.00428601
11.5139 0.00290251
11.5208 0.00288219
11.5278 0.00288219
11.5347 0.00288219
11.5417 0.00287544
11.5486 0.00287544
11.5556 0.00287544
11.5625 0.00282116
11.5694 0.00290251
11.5764 0.00287541
11.5833 0.00285505
11.5903 0.00281436
11.5972 0.00281434
11.6042 0.00276688
11.6111 0.00269233
11.6181 0.00282117
11.625 0.00284153
11.6319 0.00282796
11.6389 0.00286187
11.6458 0.00286864
11.6528 0.00284148
11.6597 0.00282113
11.6667 0.00276013
11.6736 0.00278048
11.6806 0.00277368
11.6875 0.00276012
11.6944 0.0027669
11.7014 0.00274655
11.7083 0.00273298
11.7153 0.00273977
11.7222 0.00272621
11.7292 0.00267195
11.7361 0.00267873
11.7431 0.00271264
11.75 0.00271264
11.7569 0.00271264
11.7639 0.00270586
11.7708 0.00274654
11.7778 0.00274654
11.7847 0.00274654
11.7917 0.00273976
11.7986 0.00273976
11.8056 0.00272622
11.8125 0.00272622
11.8194 0.00272622
11.8264 0.002733
11.8333 0.00276692
11.8403 0.00281439
11.8472 0.00275335
11.8542 0.00276691
11.8611 0.00276691
11.8681 0.00276691
11.875 0.00277369
11.8819 0.00277369
11.8889 0.00277369
11.8958 0.00271944
11.9028 0.00271944
11.9097 0.00271944
11.9167 0.00272622
11.9236 0.00271944
11.9306 0.00268553
11.9375 0.00270588
11.9444 0.00271267
11.9514 0.00271267
11.9583 0.00271267
11.9653 0.00274658
11.9722 0.00276692
11.9792 0.00276692
11.9861 0.00276692
11.9931 0.00276014
12 0.00278726
12.0069 0.00276013
12.0139 0.00274658
12.0208 0.00280082
12.0278 0.00279404
12.0347 0.00279404
12.0417 0.00279404
12.0486 0.00286186
12.0556 0.00286187
12.0625 0.00286187
12.0694 0.00286187
12.0764 0.00286863
12.0833 0.00291611
12.0903 0.00274657
12.0972 0.00271944
12.1042 0.00273301
12.1111 0.00274657
12.1181 0.00279404
12.125 0.00279404
12.1319 0.00279404
12.1389 0.00279404
12.1458 0.00278727
12.1528 0.00280759
12.1597 0.00281439
12.1667 0.00278728
12.1736 0.00245498
12.1806 0.00245498
12.1875 0.00245498
12.1944 0.00247533
12.2014 0.00242785
12.2083 0.00239394
12.2153 0.00239394
12.2222 0.00283473
12.2292 0.00240073
12.2361 0.00240073
12.2431 0.00240073
12.25 0.00238717
12.2569 0.00238717
12.2639 0.00238717
12.2708 0.00258382
12.2778 0.00275336
12.2847 0.00271946
12.2917 0.00265844
12.2986 0.00261774
12.3056 0.00261774
12.3125 0.00261774
12.3194 0.00265163
12.3264 0.00271267
12.3333 0.00265842
12.3403 0.00265163
12.3472 0.00261093
12.3542 0.00257703
12.3611 0.00257703
12.3681 0.00257703
12.375 0.00254991
12.3819 0.0024075
12.3889 0.00238717
12.3958 0.00238716
12.4028 0.00246176
12.4097 0.00242108
12.4167 0.00246855
12.4236 0.00250924
12.4306 0.00252281
12.4375 0.00252281
12.4444 0.00252281
12.4514 0.00252281
12.4583 0.00253637
12.4653 0.00254993
12.4722 0.00254993
12.4792 0.00254993
12.4861 0.00255671
12.4931 0.00249567
12.5 0.00250924
12.5069 0.00250924
12.5139 0.0024889
12.5208 0.00149876
12.5278 0.00149876
12.5347 0.00149876
12.5417 0.0016683
12.5486 0.00231935
12.5556 0.00162762
12.5625 0.00162762
12.5694 0.00162762
12.5764 0.00166154
12.5833 0.00166154
12.5903 0.00166154
12.5972 0.00166154
12.6042 0.00168866
12.6111 0.00165475
12.6181 0.00172254
12.625 0.00170219
12.6319 0.00170219
12.6389 0.00170219
12.6458 0.00169541
12.6528 0.00169543
12.6597 0.00169543
12.6667 0.00169543
12.6736 0.00172256
12.6806 0.00167508
12.6875 0.00168185
12.6944 0.001553
12.7014 0.00158013
12.7083 0.00156657
12.7153 0.00157335
12.7222 0.00157335
12.7292 0.00157335
12.7361 0.00157335
12.7431 0.00156656
12.75 0.00156657
12.7569 0.00154622
12.7639 0.00154622
12.7708 0.00155301
12.7778 0.00156657
12.7847 0.00164794
12.7917 0.00164794
12.7986 0.00166829
12.8056 0.00164118
12.8125 0.00166152
12.8194 0.00160047
12.8264 0.00168187
12.8333 0.00164797
12.8403 0.00166832
12.8472 0.00164119
12.8542 0.0016005
12.8611 0.00156659
12.8681 0.00156659
12.875 0.00156659
12.8819 0.00155981
12.8889 0.00155981
12.8958 0.00155981
12.9028 0.00155302
12.9097 0.00155302
12.9167 0.00155302
12.9236 0.00154624
12.9306 0.00153268
12.9375 0.00152589
12.9444 0.00152591
12.9514 0.00152591
12.9583 0.00152591
12.9653 0.00254314
12.9722 0.00254314
12.9792 0.00254314
12.9861 0.00252279
12.9931 0.00254991
13 0.00263806
13.0069 0.00259059
13.0139 0.00259737
13.0208 0.00259737
13.0278 0.00259737
13.0347 0.00257705
13.0417 0.00161406
13.0486 0.00160049
13.0556 0.00160728
13.0625 0.00160727
13.0694 0.0016005
13.0764 0.00252279
13.0833 0.00223118
13.0903 0.00223796
13.0972 0.00223118
13.1042 0.00252279
13.1111 0.00252957
13.1181 0.00254313
13.125 0.00254313
13.1319 0.00254992
13.1389 0.00254313
13.1458 0.00256347
13.1528 0.00256347
13.1597 0.00256347
13.1667 0.00254312
13.1736 0.00154623
13.1806 0.00153267
13.1875 0.00327555
13.1944 0.00149877
13.2014 0.00154624
13.2083 0.00141061
13.2153 0.00142417
13.2222 0.00143095
13.2292 0.00134954
13.2361 0.00134956
13.2431 0.00130886
13.25 0.00339085
13.2569 0.00343153
13.2639 0.00336373
13.2708 0.00329592
13.2778 0.00349939
13.2847 0.00144454
13.2917 0.00343834
13.2986 0.00343833
13.3056 0.00342477
13.3125 0.00225831
13.3194 0.00229901
13.3264 0.00227187
13.3333 0.00223119
13.3403 0.00220407
13.3472 0.00220407
13.3542 0.00218371
13.3611 0.00216336
13.3681 0.00216336
13.375 0.0021498
13.3819 0.00215658
13.3889 0.00214302
13.3958 0.00214981
13.4028 0.00214981
13.4097 0.00214981
13.4167 0.00217015
13.4236 0.00217693
13.4306 0.00217693
13.4375 0.00217693
13.4444 0.00217693
13.4514 0.00218371
13.4583 0.00218371
13.4653 0.00218371
13.4722 0.00218371
13.4792 0.00216337
13.4861 0.00214302
13.4931 0.00214302
13.5 0.00214302
13.5069 0.00214302
13.5139 0.00214302
13.5208 0.00211589
13.5278 0.0021498
13.5347 0.00217014
13.5417 0.00217014
13.5486 0.00217693
13.5556 0.00217693
13.5625 0.00213624
13.5694 0.00206842
13.5764 0.00208877
13.5833 0.00206842
13.5903 0.00206842
13.5972 0.00206842
13.6042 0.00208198
13.6111 0.00204808
13.6181 0.00205486
13.625 0.00201417
13.6319 0.00202773
13.6389 0.00202773
13.6458 0.00202773
13.6528 0.0019667
13.6597 0.0019667
13.6667 0.0019667
13.6736 0.00202773
13.6806 0.00202095
13.6875 0.00202095
13.6944 0.00188533
13.7014 0.00189889
13.7083 0.00191922
13.7153 0.00198702
13.7222 0.00201415
13.7292 0.00201415
13.7361 0.00201415
13.7431 0.00201415
13.75 0.00200738
13.7569 0.00200738
13.7639 0.00200738
13.7708 0.00201417
13.7778 0.00204129
13.7847 0.00204129
13.7917 0.00204129
13.7986 0.00206164
13.8056 0.00206164
13.8125 0.00206164
13.8194 0.00206164
13.8264 0.00104438
13.8333 0.00103761
13.8403 0.00107827
13.8472 0.00103759
13.8542 0.00103081
13.8611 0.00103081
13.8681 0.00101725
13.875 0.00101725
13.8819 0.00212944
13.8889 0.00112577
13.8958 0.00108509
13.9028 0.00111903
13.9097 0.00114616
13.9167 0.00115295
13.9236 0.00115295
13.9306 0.00115295
13.9375 0.00115295
13.9444 0.00117327
13.9514 0.0017497
13.9583 0.00255676
13.9653 0.00253639
13.9722 0.00257709
13.9792 0.00261096
13.9861 0.00260421
13.9931 0.00261099
14 0.00261099
14.0069 0.00261099
14.0139 0.00191246
14.0208 0.00180401
14.0278 0.00188537
14.0347 0.00188539
14.0417 0.00188539
14.0486 0.00190574
14.0556 0.00189216
14.0625 0.00185147
14.0694 0.00184466
14.0764 0.00181755
14.0833 0.00181753
14.0903 0.00173614
14.0972 0.00179039
14.1042 0.00179039
14.1111 0.00179039
14.1181 0.00196671
14.125 0.00193281
14.1319 0.00193281
14.1389 0.00193281
14.1458 0.00193282
14.1528 0.00210913
14.1597 0.00194638
14.1667 0.00197351
14.1736 0.00202776
14.1806 0.00200741
14.1875 0.00200741
14.1944 0.0020142
14.2014 0.00202775
14.2083 0.00198706
14.2153 0.00198028
14.2222 0.00196672
14.2292 0.00198028
14.2361 0.00198707
14.2431 0.00198707
14.25 0.00198707
14.2569 0.00197351
14.2639 0.00197351
14.2708 0.00200741
14.2778 0.00199385
14.2847 0.00199385
14.2917 0.00199385
14.2986 0.00193959
14.3056 0.00195993
14.3125 0.00195993
14.3194 0.00195993
14.3264 0.00197349
14.3333 0.00198028
14.3403 0.00200062
14.3472 0.00178361
14.3542 0.00177004
14.3611 0.00174291
14.3681 0.00190567
14.375 0.00181753
14.3819 0.00189887
14.3889 0.00189887
14.3958 0.00189887
14.4028 0.00195992
14.4097 0.00200739
14.4167 0.00200739
14.4236 0.00200739
14.4306 0.00202096
14.4375 0.00192602
14.4444 0.0018989
14.4514 0.0018989
14.4583 0.00189212
14.4653 0.00191246
14.4722 0.00192602
14.4792 0.00192602
14.4861 0.0019328
14.4931 0.00189211
14.5 0.00190567
14.5069 0.00187177
14.5139 0.00185142
14.5208 0.00183787
14.5278 0.00183787
14.5347 0.00184465
14.5417 0.00189213
14.5486 0.00169547
14.5556 0.00170902
14.5625 0.00170223
14.5694 0.00187178
14.5764 0.00187177
14.5833 0.00187857
14.5903 0.00188534
14.5972 0.0018582
14.6042 0.0018989
14.6111 0.00194635
14.6181 0.00194635
14.625 0.00194635
14.6319 0.00194635
14.6389 0.00193279
14.6458 0.00189889
14.6528 0.00187854
14.6597 0.00190568
14.6667 0.00177006
14.6736 0.00178361
14.6806 0.00174291
14.6875 0.00177682
14.6944 0.00172936
14.7014 0.00172936
14.7083 0.00173614
14.7153 0.00173614
14.7222 0.00173614
14.7292 0.0017158
14.7361 0.00174292
14.7431 0.0017497
14.75 0.00174292
14.7569 0.00177003
14.7639 0.00175648
14.7708 0.000779922
14.7778 0.000779914
14.7847 0.000739236
14.7917 0.000746038
14.7986 0.000739256
14.8056 0.000739256
14.8125 0.000732474
14.8194 0.000725689
14.8264 0.000773135
14.8333 0.000766363
14.8403 0.00264488
14.8472 0.00265844
14.8542 0.00262453
14.8611 0.00267878
14.8681 0.000834188
14.875 0.000827395
14.8819 0.000827386
14.8889 0.000807058
14.8958 0.000807044
14.9028 0.000834189
14.9097 0.000834189
14.9167 0.000834189
14.9236 0.000834189
14.9306 0.00161406
14.9375 0.00161406
14.9444 0.00161406
14.9514 0.00161406
14.9583 0.00161406
14.9653 0.00161406
14.9722 0.00161406
14.9792 0.000834183
14.9861 0.000813839
14.9931 0.000813839
15 0.000813839
15.0069 0.000807055
15.0139 0.00130209
15.0208 0.00130209
15.0278 0.00130209
15.0347 0.00130887
15.0417 0.00132243
15.0486 0.00132243
15.0556 0.00132243
15.0625 0.00134956
15.0694 0.00134956
15.0764 0.00134957
15.0833 0.00134957
15.0903 0.00134279
15.0972 0.00134279
15.1042 0.001336
15.1111 0.00135634
15.1181 0.00137669
15.125 0.00139025
15.1319 0.00139025
15.1389 0.00142415
15.1458 0.00137668
15.1528 0.00136313
15.1597 0.0013699
15.1667 0.00139704
15.1736 0.00137669
15.1806 0.00136313
15.1875 0.00139026
15.1944 0.00138348
15.2014 0.00138348
15.2083 0.00138348
15.2153 0.00138348
15.2222 0.00140384
15.2292 0.00140384
15.2361 0.00141737
15.2431 0.00142416
15.25 0.00138348
15.2569 0.00140383
15.2639 0.0014106
15.2708 0.00140381
15.2778 0.00137671
15.2847 0.00138349
15.2917 0.00139027
15.2986 0.00137669
15.3056 0.00138349
15.3125 0.00132923
15.3194 0.00132245
15.3264 0.00130213
15.3333 0.00132923
15.3403 0.0013428
15.3472 0.0014106
15.3542 0.00140382
15.3611 0.00139025
15.3681 0.00141063
15.375 0.00137671
15.3819 0.00132922
15.3889 0.00131568
15.3958 0.00130888
15.4028 0.00130888
15.4097 0.0013021
15.4167 0.00129534
15.4236 0.00131566
15.4306 0.0013496
15.4375 0.00170904
15.4444 0.00169547
15.4514 0.00130215
15.4583 0.0012818
15.4653 0.00127502
15.4722 0.00125464
15.4792 0.00123431
15.4861 0.00122753
15.4931 0.00122753
15.5 0.00122753
15.5069 0.00123432
15.5139 0.00122075
15.5208 0.00122075
15.5278 0.00122075
15.5347 0.00122075
15.5417 0.00124109
15.5486 0.00121396
15.5556 0.0012004
15.5625 0.0012004
15.5694 0.0012004
15.5764 0.00115971
15.5833 0.00115971
15.5903 0.00115971
15.5972 0.00115971
15.6042 0.0011665
15.6111 0.0012004
15.6181 0.00120719
15.625 0.0012072
15.6319 0.00119363
15.6389 0.00170901
15.6458 0.00170224
15.6528 0.00170224
15.6597 0.00170224
15.6667 0.00170902
15.6736 0.0017158
15.6806 0.0016887
15.6875 0.00170227
15.6944 0.00170227
15.7014 0.00170227
15.7083 0.00164123
15.7153 0.00168871
15.7222 0.00167515
15.7292 0.00167514
15.7361 0.00169547
15.7431 0.00117327
15.75 0.00116649
15.7569 0.00116649
15.7639 0.00116649
15.7708 0.00115293
15.7778 0.00115293
15.7847 0.00118684
15.7917 0.00118684
15.7986 0.00120718
15.8056 0.00122753
15.8125 0.00124109
15.8194 0.00124109
15.8264 0.00121396
15.8333 0.0012343
15.8403 0.0012343
15.8472 0.0012343
15.8542 0.00122075
15.8611 0.00120717
15.8681 0.00121396
15.875 0.00122074
15.8819 0.00122074
15.8889 0.00122074
15.8958 0.00122074
15.9028 0.00122074
15.9097 0.00120718
15.9167 0.00120717
15.9236 0.0012343
15.9306 0.00121396
15.9375 0.00121396
15.9444 0.00121396
15.9514 0.00120039
15.9583 0.00119361
15.9653 0.000610399
15.9722 0.00062397
15.9792 0.00059686
15.9861 0.00059686
15.9931 0.00059686
16 0.000617202
16.0069 0.000617203
16.0139 0.000610423
16.0208 0.000610423
16.0278 0.000610423
16.0347 0.000637526
16.0417 0.000644311
16.0486 0.000630743
16.0556 0.000644321
16.0625 0.000644317
16.0694 0.000657881
16.0764 0.000657881
16.0833 0.000657881
16.0903 0.000684991
16.0972 0.000691793
16.1042 0.000691793
16.1111 0.000691793
16.1181 0.000691793
16.125 0.000657888
16.1319 0.000651106
16.1389 0.000637547
16.1458 0.000590097
16.1528 0.00061722
16.1597 0.000617227
16.1667 0.000576521
16.1736 0.000583301
16.1806 0.000583301
16.1875 0.000583301
16.1944 0.000583301
16.2014 0.000420539
16.2083 0.00227192
16.2153 0.00227192
16.2222 0.00223123
16.2292 0.00223123
16.2361 0.00223123
16.2431 0.00223123
16.25 0.00224478
16.2569 0.000352711
16.2639 0.000318851
16.2708 0.000339163
16.2778 0.000332381
16.2847 0.000345945
16.2917 0.000345942
16.2986 0.000298458
16.3056 0.000271369
16.3125 0.000325636
16.3194 0.000352777
16.3264 0.000366338
16.3333 0.000352801
16.3403 0.000346008
16.3472 0.000332395
16.3542 0.000332395
16.3611 0.000332395
16.3681 0.000352742
16.375 0.000366273
16.3819 0.00033236
16.3889 0.00212269
16.3958 0.00207525
16.4028 0.00205486
16.4097 0.00231933
16.4167 0.000644305
16.4236 0.00063075
16.4306 0.000637511
16.4375 0.000637511
16.4444 0.000637511
16.4514 0.000624006
16.4583 0.00244828
16.4653 0.0023669
16.4722 0.00242789
16.4792 0.00248218
16.4861 0.00253642
16.4931 0.00264491
16.5 0.00263811
16.5069 0.00268557
16.5139 0.00247532
16.5208 0.000759603
16.5278 0.000739299
16.5347 0.000732521
16.5417 0.000786775
16.5486 0.00068502
16.5556 0.00065114
16.5625 0.000691796
16.5694 0.000488379
16.5764 0.000427327
16.5833 0.000420569
16.5903 0.000427351
16.5972 0.000413784
16.6042 0.000339204
16.6111 0.00032564
16.6181 0.000332441
16.625 0.000332441
16.6319 0.000312069
16.6389 0.000339189
16.6458 0.0011733
16.6528 0.0017497
16.6597 0.00181074
16.6667 0.0013089
16.6736 0.0012682
16.6806 0.00121396
16.6875 0.000461207
16.6944 0.000406953
16.7014 0.000373017
16.7083 0.00037304
16.7153 0.000345962
16.7222 0.00109871
16.7292 0.00103756
16.7361 0.00101721
16.7431 0.00104441
16.75 0.00105124
16.7569 0.00105802
16.7639 0.00103762
16.7708 0.00102406
16.7778 0.00103765
16.7847 0.00103084
16.7917 0.000996938
16.7986 0.00102407
16.8056 0.00101051
16.8125 0.00101046
16.8194 0.00109183
16.8264 0.00093589
16.8333 0.000990106
16.8403 0.000956209
16.8472 0.00092908
16.8542 0.000847694
16.8611 0.00115968
16.8681 0.00113929
16.875 0.00107828
16.8819 0.00105796
16.8889 0.000298437
16.8958 0.00102407
16.9028 0.000990155
16.9097 0.00108511
16.9167 0.000522196
16.9236 0.000807082
16.9306 0.000854552
16.9375 0.000827396
16.9444 0.000813815
16.9514 0.00223117
16.9583 -1.34782e-05
16.9653 -4.05849e-05
16.9722 -2.70548e-05
16.9792 -2.02711e-05
16.9861 9.40236e-09
16.9931 3.3991e-05
17 0.000434128
