--stream stream-histogram-greedy-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
3.36111 0.0222439
3.36806 0.0223727
3.375 0.0224473
3.38194 0.0225762
3.38889 0.0223523
3.39583 0.0223523
3.40278 0.0222439
3.40972 0.0219997
3.41667 0.0218641
3.42361 0.0218777
3.43056 0.0218777
3.4375 0.0217081
3.44444 0.0217081
3.45139 0.0216402
3.45833 0.0216402
3.46528 0.0216809
3.47222 0.0216266
3.47917 0.0215656
3.48611 0.0215656
3.49306 0.021776
3.5 0.021681
3.50694 0.021681
3.51389 0.0217149
3.52083 0.0217149
3.52778 0.0213488
3.53472 0.0213488
3.54167 0.0214164
3.54861 0.0214164
3.55556 0.0215386
3.5625 0.0215386
3.56944 0.0215183
3.57639 0.0216063
3.58333 0.0215046
3.59028 0.0215046
3.59722 0.0215182
3.60417 0.0215182
3.61111 0.0213215
3.61806 0.0213215
3.625 0.0212605
3.63194 0.0212605
3.63889 0.0212741
3.64583 0.0212537
3.65278 0.0212538
3.65972 0.0212538
3.66667 0.0212944
3.67361 0.0213691
3.68056 0.0213691
3.6875 0.0212131
3.69444 0.021247
3.70139 0.021247
3.70833 0.0211657
3.71528 0.0210978
3.72222 0.0210978
3.72917 0.02103
3.73611 0.0210706
3.74306 0.0208469
3.75 0.0208469
3.75694 0.0208129
3.76389 0.0207994
3.77083 0.0209554
3.77778 0.0209554
3.78472 0.0208672
3.79167 0.0208672
3.79861 0.0207858
3.80556 0.0207858
3.8125 0.0203518
3.81944 0.0202297
3.82639 0.0202026
3.83333 0.0198499
3.84028 0.0198499
3.84722 0.0201008
3.85417 0.020033
3.86111 0.0200127
3.86806 0.0201551
3.875 0.0201144
3.88194 0.0201144
3.88889 0.0200127
3.89583 0.0198703
3.90278 0.0198703
3.90972 0.0197346
3.91667 0.0198974
3.92361 0.0199856
3.93056 0.019633
3.9375 0.019633
3.94444 0.0196533
3.95139 0.0196533
3.95833 0.0196601
3.96528 0.0197211
3.97222 0.0196058
3.97917 0.0194566
3.98611 0.0195244
3.99306 0.0196532
4 0.0197008
4.00694 0.0198093
4.01389 0.0198432
4.02083 0.0198567
4.02778 0.0196736
4.03472 0.0196736
4.04167 0.01966
4.04861 0.01966
4.05556 0.0194227
4.0625 0.0196329
4.06944 0.0198906
4.07639 0.0198432
4.08333 0.0198432
4.09028 0.0197821
4.09722 0.0197821
4.10417 0.0200263
4.11111 0.0193277
4.11806 0.0192803
4.125 0.0191921
4.13194 0.0191921
4.13889 0.019599
4.14583 0.0196126
4.15278 0.0196126
4.15972 0.019504
4.16667 0.019504
4.17361 0.0193481
4.18056 0.0193481
4.1875 0.0191243
4.19444 0.0188462
4.20139 0.0188462
4.20833 0.018792
4.21528 0.0187987
4.22222 0.0187987
4.22917 0.0188599
4.23611 0.0188191
4.24306 0.0188191
4.25 0.0187513
4.25694 0.0187513
4.26389 0.0187445
4.27083 0.0188124
4.27778 0.0188598
4.28472 0.0190633
4.29167 0.0184597
4.29861 0.0184597
4.30556 0.0184258
4.3125 0.0184258
4.31944 0.0184054
4.32639 0.0184054
4.33333 0.0186496
4.34028 0.0186496
4.34722 0.0186428
4.35417 0.0186428
4.36111 0.0186835
4.36806 0.0186835
4.375 0.0182562
4.38194 0.0181207
4.38889 0.0181274
4.39583 0.0179986
4.40278 0.0180054
4.40972 0.0180054
4.41667 0.0179036
4.42361 0.0178629
4.43056 0.0178425
4.4375 0.0181614
4.44444 0.0183173
4.45139 0.0181817
4.45833 0.0181817
4.46528 0.0177476
4.47222 0.0176459
4.47917 0.0176459
4.48611 0.017768
4.49306 0.0175645
4.5 0.0175645
4.50694 0.0174968
4.51389 0.0172458
4.52083 0.0172458
4.52778 0.0174763
4.53472 0.0174763
4.54167 0.0174086
4.54861 0.0178493
4.55556 0.0176865
4.5625 0.0176865
4.56944 0.0176798
4.57639 0.0176798
4.58333 0.0176798
4.59028 0.0176391
4.59722 0.0170966
4.60417 0.0170966
4.61111 0.0169678
4.61806 0.0169678
4.625 0.0167168
4.63194 0.0167168
4.63889 0.0167032
4.64583 0.0170491
4.65278 0.0170491
4.65972 0.0169135
4.66667 0.0169135
4.67361 0.017083
4.68056 0.0170491
4.6875 0.0171101
4.69444 0.0170965
4.70139 0.0167846
4.70833 0.0167846
4.71528 0.0167643
4.72222 0.0165948
4.72917 0.0165948
4.73611 0.0164252
4.74306 0.0165608
4.75 0.0165676
4.75694 0.0166422
4.76389 0.0168728
4.77083 0.016771
4.77778 0.0166218
4.78472 0.0164659
4.79167 0.0164659
4.79861 0.0162218
4.80556 0.0162218
4.8125 0.0161878
4.81944 0.0162082
4.82639 0.0162828
4.83333 0.016276
4.84028 0.0161743
4.84722 0.0160929
4.85417 0.0160929
4.86111 0.0161878
4.86806 0.0163031
4.875 0.0163913
4.88194 0.016432
4.88889 0.016432
4.89583 0.016493
4.90278 0.0163981
4.90972 0.0162693
4.91667 0.0162624
4.92361 0.0162624
4.93056 0.0162693
4.9375 0.0161811
4.94444 0.0160997
4.95139 0.0160794
4.95833 0.0162489
4.96528 0.0162489
4.97222 0.0163709
4.97917 0.0163709
4.98611 0.0162082
4.99306 0.0162082
5 0.0162082
5.00694 0.0159912
5.01389 0.0159912
5.02083 0.0160115
5.02778 0.0160115
5.03472 0.0159844
5.04167 0.0157064
5.04861 0.0157064
5.05556 0.015408
5.0625 0.0153469
5.06944 0.0153809
5.07639 0.0154758
5.08333 0.0155232
5.09028 0.015625
5.09722 0.0156114
5.10417 0.0155842
5.11111 0.0157538
5.11806 0.0157131
5.125 0.0158149
5.13194 0.0154079
5.13889 0.0154079
5.14583 0.0153469
5.15278 0.0157063
5.15972 0.0157063
5.16667 0.0155368
5.17361 0.0155572
5.18056 0.0156996
5.1875 0.0157606
5.19444 0.0156521
5.20139 0.0155572
5.20833 0.0156114
5.21528 0.0156114
5.22222 0.01553
5.22917 0.015564
5.23611 0.015564
5.24306 0.0155368
5.25 0.0155368
5.25694 0.0154826
5.26389 0.0154826
5.27083 0.0153401
5.27778 0.0152316
5.28472 0.0150282
5.29167 0.0149604
5.29861 0.0147094
5.30556 0.0147094
5.3125 0.0144517
5.31944 0.0145602
5.32639 0.0145263
5.33333 0.0147095
5.34028 0.0145805
5.34722 0.0143703
5.35417 0.0142483
5.36111 0.0142483
5.36806 0.0140922
5.375 0.0140922
5.38194 0.0141669
5.38889 0.0141669
5.39583 0.0140991
5.40278 0.0140042
5.40972 0.0139838
5.41667 0.0139159
5.42361 0.0138821
5.43056 0.0138821
5.4375 0.0139567
5.44444 0.0141398
5.45139 0.0141398
5.45833 0.0144382
5.46528 0.014472
5.47222 0.014472
5.47917 0.0140244
5.48611 0.0144043
5.49306 0.0146823
5.5 0.014784
5.50694 0.0149807
5.51389 0.0149807
5.52083 0.0150418
5.52778 0.0150418
5.53472 0.0150214
5.54167 0.0150214
5.54861 0.0150892
5.55556 0.0150892
5.5625 0.0150214
5.56944 0.0150214
5.57639 0.0150282
5.58333 0.0146417
5.59028 0.0144382
5.59722 0.0144246
5.60417 0.0144449
5.61111 0.0144449
5.61806 0.014567
5.625 0.014567
5.63194 0.014506
5.63889 0.0144043
5.64583 0.0144856
5.65278 0.0144856
5.65972 0.0144382
5.66667 0.0144382
5.67361 0.0143364
5.68056 0.0146687
5.6875 0.0143093
5.69444 0.0143025
5.70139 0.0143975
5.70833 0.0143975
5.71528 0.0142754
5.72222 0.0142754
5.72917 0.0142754
5.73611 0.014228
5.74306 0.0142686
5.75 0.0142619
5.75694 0.0142415
5.76389 0.0142008
5.77083 0.0142008
5.77778 0.0140313
5.78472 0.0141059
5.79167 0.0141059
5.79861 0.0140584
5.80556 0.014194
5.8125 0.014194
5.81944 0.0140923
5.82639 0.0140923
5.83333 0.0141195
5.84028 0.014289
5.84722 0.014289
5.85417 0.0142008
5.86111 0.0143365
5.86806 0.0140923
5.875 0.0140313
5.88194 0.0140313
5.88889 0.0139635
5.89583 0.0139635
5.90278 0.0139635
5.90972 0.0138753
5.91667 0.0138753
5.92361 0.0138618
5.93056 0.01376
5.9375 0.0139635
5.94444 0.0139635
5.95139 0.0141466
5.95833 0.0140109
5.96528 0.0140109
5.97222 0.014011
5.97917 0.0136379
5.98611 0.0136244
5.99306 0.0136244
6 0.0136379
6.00694 0.0136719
6.01389 0.0136719
6.02083 0.0136447
6.02778 0.0134548
6.03472 0.0130547
6.04167 0.0129937
6.04861 0.0129462
6.05556 0.0129462
6.0625 0.0130005
6.06944 0.0129055
6.07639 0.0129055
6.08333 0.0130819
6.09028 0.0130819
6.09722 0.013109
6.10417 0.013109
6.11111 0.0129123
6.11806 0.0129123
6.125 0.0128377
6.13194 0.0128377
6.13889 0.0128716
6.14583 0.0127631
6.15278 0.0124173
6.15972 0.0122274
6.16667 0.0122274
6.17361 0.012241
6.18056 0.0122884
6.1875 0.0122274
6.19444 0.0122274
6.20139 0.0121596
6.20833 0.0122545
6.21528 0.0119968
6.22222 0.0119968
6.22917 0.0120782
6.23611 0.0120782
6.24306 0.0120443
6.25 0.0121053
6.25694 0.0121053
6.26389 0.0120307
6.27083 0.0116713
6.27778 0.0115763
6.28472 0.0114339
6.29167 0.0115289
6.29861 0.0115289
6.30556 0.0115153
6.3125 0.0115831
6.31944 0.0115831
6.32639 0.0116985
6.33333 0.0116442
6.34028 0.0117595
6.34722 0.0116035
6.35417 0.0116035
6.36111 0.011712
6.36806 0.011712
6.375 0.0116509
6.38194 0.0115221
6.38889 0.0115492
6.39583 0.0115492
6.40278 0.0115424
6.40972 0.0115424
6.41667 0.0115153
6.42361 0.0114882
6.43056 0.0114882
6.4375 0.0114678
6.44444 0.0114136
6.45139 0.0114136
6.45833 0.0113119
6.46528 0.0113119
6.47222 0.0112847
6.47917 0.0112847
6.48611 0.0115424
6.49306 0.0115424
6.5 0.0113865
6.50694 0.0114407
6.51389 0.0113119
6.52083 0.0112983
6.52778 0.0114407
6.53472 0.0115018
6.54167 0.0111423
6.54861 0.0101861
6.55556 0.00989448
6.5625 0.0104981
6.56944 0.0104981
6.57639 0.0103896
6.58333 0.0103082
6.59028 0.0103218
6.59722 0.0103828
6.60417 0.0111016
6.61111 0.0112508
6.61806 0.0114271
6.625 0.0114
6.63194 0.0114
6.63889 0.0114203
6.64583 0.011339
6.65278 0.011339
6.65972 0.0112169
6.66667 0.0112169
6.67361 0.0112712
6.68056 0.0112712
6.6875 0.0113322
6.69444 0.0107083
6.70139 0.0107897
6.70833 0.0110338
6.71528 0.0109185
6.72222 0.0109185
6.72917 0.0108236
6.73611 0.0111559
6.74306 0.0111559
6.75 0.0111627
6.75694 0.0111898
6.76389 0.0112372
6.77083 0.0110338
6.77778 0.0110609
6.78472 0.0110474
6.79167 0.0110745
6.79861 0.0111152
6.80556 0.0111152
6.8125 0.0109863
6.81944 0.0111694
6.82639 0.0111694
6.83333 0.0111694
6.84028 0.0108439
6.84722 0.0109185
6.85417 0.0109185
6.86111 0.0109795
6.86806 0.0109795
6.875 0.0111423
6.88194 0.011088
6.88889 0.0108575
6.89583 0.0108507
6.90278 0.0108236
6.90972 0.0106947
6.91667 0.0106947
6.92361 0.0107286
6.93056 0.0108168
6.9375 0.0108168
6.94444 0.0108914
6.95139 0.0108914
6.95833 0.0107286
6.96528 0.0105116
6.97222 0.0104574
6.97917 0.010376
6.98611 0.010376
6.99306 0.0103217
7 0.0104099
7.00694 0.0106608
7.01389 0.0104031
7.02083 0.0104031
7.02778 0.0104031
7.03472 0.00997584
7.04167 0.00997584
7.04861 0.00994871
7.05556 0.00988772
7.0625 0.00970461
7.06944 0.00981988
7.07639 0.00960287
7.08333 0.00953506
7.09028 0.00953506
7.09722 0.00953506
7.10417 0.00954861
7.11111 0.0095893
7.11806 0.00960966
7.125 0.00969782
7.13194 0.00967069
7.13889 0.00947401
7.14583 0.00951471
7.15278 0.00951471
7.15972 0.00950793
7.16667 0.00944012
7.17361 0.00960289
7.18056 0.00973852
7.1875 0.00973852
7.19444 0.00977922
7.20139 0.00975208
7.20833 0.00975208
7.21528 0.00968426
7.22222 0.009413
7.22917 0.009413
7.23611 0.00945368
7.24306 0.00945368
7.25 0.00939263
7.25694 0.00935872
7.26389 0.00935872
7.27083 0.00937909
7.27778 0.00928412
7.28472 0.00938586
7.29167 0.00938586
7.29861 0.00963676
7.30556 0.00964357
7.3125 0.00964357
7.31944 0.00966389
7.32639 0.00966389
7.33333 0.00953506
7.34028 0.00933157
7.34722 0.00952826
7.35417 0.00946044
7.36111 0.00937905
7.36806 0.00937905
7.375 0.00942656
7.38194 0.00937907
7.38889 0.009413
7.39583 0.0095893
7.40278 0.0096707
7.40972 0.00962321
7.41667 0.0094808
7.42361 0.00954183
7.43056 0.00954183
7.4375 0.00958931
7.44444 0.00926379
7.45139 0.0093045
7.45833 0.00934518
7.46528 0.00939943
7.47222 0.00931807
7.47917 0.00931807
7.48611 0.00906036
7.49306 0.00901287
7.5 0.00886368
7.50694 0.00881622
7.51389 0.00861275
7.52083 0.00850424
7.52778 0.00865343
7.53472 0.00865343
7.54167 0.00856527
7.54861 0.00758872
7.55556 0.00723608
7.5625 0.00723608
7.56944 0.00720219
7.57639 0.00753446
7.58333 0.00748697
7.59028 0.00759548
7.59722 0.00759548
7.60417 0.00774469
7.61111 0.00774469
7.61806 0.00773791
7.625 0.00792102
7.63194 0.00842962
7.63889 0.00842962
7.64583 0.00836859
7.65278 0.008294
7.65972 0.00821938
7.66667 0.00819904
7.67361 0.00817191
7.68056 0.00817191
7.6875 0.00781247
7.69444 0.00781247
7.70139 0.00781247
7.70833 0.00806345
7.71528 0.00788028
7.72222 0.00767682
7.72917 0.00768365
7.73611 0.00786675
7.74306 0.00781928
7.75 0.00781928
7.75694 0.00787348
7.76389 0.00826005
7.77083 0.00829399
7.77778 0.0077311
7.78472 0.00793457
7.79167 0.00767685
7.79861 0.0084025
7.80556 0.00828043
7.8125 0.00844319
7.81944 0.00844319
7.82639 0.00852457
7.83333 0.00860595
7.84028 0.00844997
7.84722 0.008511
7.85417 0.00856527
7.86111 0.00842284
7.86806 0.00842284
7.875 0.00842284
7.88194 0.00851776
7.88889 0.00842962
7.89583 0.00842962
7.90278 0.00847031
7.90972 0.00831433
7.91667 0.00840247
7.92361 0.00844319
7.93056 0.00844319
7.9375 0.00781925
7.94444 0.00804979
7.95139 0.00832113
7.95833 0.00822614
7.96528 0.00825332
7.97222 0.0081787
7.97917 0.00804985
7.98611 0.00796166
7.99306 0.00808376
8 0.00813122
8.00694 0.00829396
8.01389 0.00830074
8.02083 0.00814479
8.02778 0.00814479
8.03472 0.00833468
8.04167 0.00844997
8.04861 0.0083686
8.05556 0.00827366
8.0625 0.00812444
8.06944 0.00817193
8.07639 0.00820583
8.08333 0.00820583
8.09028 0.00809053
8.09722 0.00798204
8.10417 0.00816511
8.11111 0.00811089
8.11806 0.00811763
8.125 0.00811767
8.13194 0.0078803
8.13889 0.0078803
8.14583 0.00793458
8.15278 0.00801593
8.15972 0.00817192
8.16667 0.00819228
8.17361 0.00838891
8.18056 0.00849059
8.1875 0.00841601
8.19444 0.00841601
8.20139 0.00857881
8.20833 0.00840926
8.21528 0.00830753
8.22222 0.0084771
8.22917 0.00851094
8.23611 0.00853811
8.24306 0.008511
8.25 0.00843639
8.25694 0.00843639
8.26389 0.0085381
8.27083 0.00868053
8.27778 0.00858559
8.28472 0.00838888
8.29167 0.00758866
8.29861 0.00827365
8.30556 0.00832791
8.3125 0.00827364
8.31944 0.008355
8.32639 0.00823971
8.33333 0.00819224
8.34028 0.00791422
8.34722 0.00797524
8.35417 0.00777177
8.36111 0.007921
8.36806 0.00773786
8.375 0.00758865
8.38194 0.00769039
8.38889 0.00748695
8.39583 0.00736488
8.40278 0.00729706
8.40972 0.00724282
8.41667 0.00742592
8.42361 0.0075412
8.43056 0.00718857
8.4375 0.00726997
8.44444 0.00741236
8.45139 0.00735133
8.45833 0.00733776
8.46528 0.00733775
8.47222 0.00740558
8.47917 0.00727672
8.48611 0.00729031
8.49306 0.00720212
8.5 0.00720215
8.50694 0.00703262
8.51389 0.00701225
8.52083 0.00713432
8.52778 0.00693763
8.53472 0.00724959
8.54167 0.00689018
8.54861 0.00680879
8.55556 0.00677486
8.5625 0.00667993
8.56944 0.00656465
8.57639 0.0065986
8.58333 0.00657144
8.59028 0.00682915
8.59722 0.00656466
8.60417 0.00657145
8.61111 0.0066257
8.61806 0.00661215
8.625 0.00623237
8.63194 0.00608316
8.63889 0.00598147
8.64583 0.00584582
8.65278 0.00599503
8.65972 0.00588651
8.66667 0.00575087
8.67361 0.00617134
8.68056 0.00608996
8.6875 0.00613742
8.69444 0.00597467
8.70139 0.0058526
8.70833 0.00566949
8.71528 0.00549317
8.72222 0.00535078
