--stream .\stream-rmse-greedy-optimal-fine-to-coarse-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity rmse
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
3.61111 48.3497
3.61806 48.3497
3.625 48.362
3.63194 48.3817
3.63889 48.3817
3.64583 48.4011
3.65278 48.405
3.65972 48.4177
3.66667 48.4177
3.67361 48.4441
3.68056 48.4441
3.6875 48.4534
3.69444 48.4506
3.70139 48.4606
3.70833 48.4585
3.71528 48.5016
3.72222 48.5315
3.72917 48.5315
3.73611 48.5492
3.74306 48.5591
3.75 48.5669
3.75694 48.5769
3.76389 48.5829
3.77083 48.6129
3.77778 48.6129
3.78472 48.6316
3.79167 48.6418
3.79861 48.6415
3.80556 48.6755
3.8125 48.6965
3.81944 48.6939
3.82639 48.715
3.83333 48.715
3.84028 48.7433
3.84722 48.7433
3.85417 48.7455
3.86111 48.7555
3.86806 48.7652
3.875 48.8036
3.88194 48.8036
3.88889 48.803
3.89583 48.8406
3.90278 48.8406
3.90972 48.8491
3.91667 48.8687
3.92361 48.8687
3.93056 48.877
3.9375 48.877
3.94444 48.8869
3.95139 48.8968
3.95833 48.8942
3.96528 48.9042
3.97222 48.8981
3.97917 48.9233
3.98611 48.9233
3.99306 48.9336
4 48.9336
4.00694 48.9338
4.01389 48.9443
4.02083 48.9421
4.02778 48.9716
4.03472 48.9716
4.04167 48.9694
4.04861 49.0094
4.05556 49.0193
4.0625 49.0165
4.06944 49.0606
4.07639 49.0994
4.08333 49.1282
4.09028 49.1282
4.09722 49.1566
4.10417 49.1566
4.11111 49.1632
4.11806 49.1632
4.125 49.1717
4.13194 49.1815
4.13889 49.1785
4.14583 49.2079
4.15278 49.2079
4.15972 49.2209
4.16667 49.2209
4.17361 49.2271
4.18056 49.2464
4.1875 49.2464
4.19444 49.2622
4.20139 49.2622
4.20833 49.2721
4.21528 49.2721
4.22222 49.2779
4.22917 49.2976
4.23611 49.2976
4.24306 49.3221
4.25 49.3221
4.25694 49.3298
4.26389 49.3298
4.27083 49.3529
4.27778 49.3627
4.28472 49.358
4.29167 49.3818
4.29861 49.3818
4.30556 49.3961
4.3125 49.4356
4.31944 49.4453
4.32639 49.4415
4.33333 49.4534
4.34028 49.4463
4.34722 49.4563
4.35417 49.4543
4.36111 49.4844
4.36806 49.4844
4.375 49.4821
4.38194 49.5221
4.38889 49.5221
4.39583 49.5485
4.40278 49.5877
4.40972 49.6025
4.41667 49.6025
4.42361 49.6076
4.43056 49.6245
4.4375 49.623
4.44444 49.6566
4.45139 49.6767
4.45833 49.6767
4.46528 49.6835
4.47222 49.6835
4.47917 49.7069
4.48611 49.7462
4.49306 49.7563
4.5 49.755
4.50694 49.7749
4.51389 49.7749
4.52083 49.7961
4.52778 49.8363
4.53472 49.8767
4.54167 49.8767
4.54861 49.8919
4.55556 49.8919
4.5625 49.9004
4.56944 49.9004
4.57639 49.9032
4.58333 49.933
4.59028 49.933
4.59722 49.9411
4.60417 49.9411
4.61111 49.9517
4.61806 49.9517
4.625 49.9619
4.63194 49.9721
4.63889 49.9716
4.64583 49.992
4.65278 49.992
4.65972 50.0151
4.66667 50.0524
4.67361 50.0626
4.68056 50.0642
4.6875 50.1061
4.69444 50.1484
4.70139 50.1484
4.70833 50.1574
4.71528 50.1574
4.72222 50.1541
4.72917 50.194
4.73611 50.194
4.74306 50.1919
4.75 50.2336
4.75694 50.2442
4.76389 50.2402
4.77083 50.2507
4.77778 50.2452
4.78472 50.2557
4.79167 50.2486
4.79861 50.2591
4.80556 50.2537
4.8125 50.2957
4.81944 50.2957
4.82639 50.2943
4.83333 50.3362
4.84028 50.3362
4.84722 50.3422
4.85417 50.3422
4.86111 50.3437
4.86806 50.3862
4.875 50.405
4.88194 50.405
4.88889 50.4254
4.89583 50.4254
4.90278 50.4336
4.90972 50.4552
4.91667 50.4552
4.92361 50.4736
4.93056 50.4736
4.9375 50.4882
4.94444 50.5089
4.95139 50.5089
4.95833 50.5394
4.96528 50.5394
4.97222 50.5781
4.97917 50.5888
4.98611 50.5831
4.99306 50.6046
5 50.6046
5.00694 50.6386
5.01389 50.6833
5.02083 50.7256
5.02778 50.7256
5.03472 50.7251
5.04167 50.7693
5.04861 50.8095
5.05556 50.8547
5.0625 50.8547
5.06944 50.8757
5.07639 50.8968
5.08333 50.8968
5.09028 50.9279
5.09722 50.9721
5.10417 50.9721
5.11111 50.9746
5.11806 51.0189
5.125 51.0472
5.13194 51.0472
5.13889 51.0597
5.14583 51.1066
5.15278 51.1174
5.15972 51.1152
5.16667 51.133
5.17361 51.133
5.18056 51.1559
5.1875 51.1756
5.19444 51.1756
5.20139 51.2079
5.20833 51.2304
5.21528 51.2304
5.22222 51.2631
5.22917 51.2631
5.23611 51.2813
5.24306 51.2918
5.25 51.3031
5.25694 51.3489
5.26389 51.3602
5.27083 51.3673
5.27778 51.3787
5.28472 51.3756
5.29167 51.4188
5.29861 51.464
5.30556 51.464
5.3125 51.4589
5.31944 51.4702
5.32639 51.4688
5.33333 51.4941
5.34028 51.4941
5.34722 51.5054
5.35417 51.5054
5.36111 51.5234
5.36806 51.5346
5.375 51.532
5.38194 51.5592
5.38889 51.5592
5.39583 51.5665
5.40278 51.6128
5.40972 51.6574
5.41667 51.6574
5.42361 51.6574
5.43056 51.6983
5.4375 51.7096
5.44444 51.7096
5.45139 51.7411
5.45833 51.7629
5.46528 51.7565
5.47222 51.781
5.47917 51.781
5.48611 51.8132
5.49306 51.8367
5.5 51.8367
5.50694 51.8479
5.51389 51.8479
5.52083 51.8633
5.52778 51.8741
5.53472 51.8741
5.54167 51.8866
5.54861 51.8866
5.55556 51.9119
5.5625 51.9119
5.56944 51.9119
5.57639 51.9231
5.58333 51.9142
5.59028 51.9256
5.59722 51.9265
5.60417 51.9386
5.61111 51.9386
5.61806 51.9466
5.625 51.9429
5.63194 51.9707
5.63889 51.9707
5.64583 51.9772
5.65278 51.9772
5.65972 51.9882
5.66667 51.9882
5.67361 52.0173
5.68056 52.0624
5.6875 52.0793
5.69444 52.0796
5.70139 52.1025
5.70833 52.1025
5.71528 52.1162
5.72222 52.1162
5.72917 52.125
5.73611 52.125
5.74306 52.1438
5.75 52.1438
5.75694 52.1437
5.76389 52.1551
5.77083 52.1564
5.77778 52.1844
5.78472 52.1844
5.79167 52.1996
5.79861 52.2454
5.80556 52.2685
5.8125 52.2685
5.81944 52.2971
5.82639 52.2971
5.83333 52.3013
5.84028 52.3248
5.84722 52.3248
5.85417 52.335
5.86111 52.335
5.86806 52.3601
5.875 52.3601
5.88194 52.37
5.88889 52.4043
5.89583 52.4043
5.90278 52.4162
5.90972 52.4162
5.91667 52.4195
5.92361 52.4312
5.93056 52.4312
5.9375 52.4388
5.94444 52.44
5.95139 52.4569
5.95833 52.4608
5.96528 52.472
5.97222 52.4645
5.97917 52.4869
5.98611 52.4869
5.99306 52.5078
6 52.5453
6.00694 52.5453
6.01389 52.5471
6.02083 52.5579
6.02778 52.5524
6.03472 52.5785
6.04167 52.5785
6.04861 52.5943
6.05556 52.5943
6.0625 52.6149
6.06944 52.6337
6.07639 52.6337
6.08333 52.6414
6.09028 52.6414
6.09722 52.6516
6.10417 52.6933
6.11111 52.7346
6.11806 52.7556
6.125 52.7556
6.13194 52.7817
6.13889 52.8024
6.14583 52.7994
6.15278 52.8197
6.15972 52.8197
6.16667 52.8413
6.17361 52.8413
6.18056 52.843
6.1875 52.884
6.19444 52.9043
6.20139 52.9043
6.20833 52.9264
6.21528 52.9264
6.22222 52.9383
6.22917 52.9585
6.23611 52.9585
6.24306 52.9717
6.25 52.9717
6.25694 52.9877
6.26389 53.0282
6.27083 53.0282
6.27778 53.0246
6.28472 53.0557
6.29167 53.0557
6.29861 53.0642
6.30556 53.0946
6.3125 53.0946
6.31944 53.1196
6.32639 53.1196
6.33333 53.1177
6.34028 53.1579
6.34722 53.1978
6.35417 53.208
6.36111 53.208
6.36806 53.2392
6.375 53.2807
6.38194 53.3121
6.38889 53.3121
6.39583 53.322
6.40278 53.3528
6.40972 53.3528
6.41667 53.3657
6.42361 53.3758
6.43056 53.3768
6.4375 53.4183
6.44444 53.4589
6.45139 53.4999
6.45833 53.5412
6.46528 53.5513
6.47222 53.5513
6.47917 53.5761
6.48611 53.5761
6.49306 53.5795
6.5 53.62
6.50694 53.6603
6.51389 53.6603
6.52083 53.6633
6.52778 53.7037
6.53472 53.7439
6.54167 53.7848
6.54861 53.8257
6.55556 53.8257
6.5625 53.8272
6.56944 53.8272
6.57639 53.8324
6.58333 53.8734
6.59028 53.9144
6.59722 53.9558
6.60417 53.9558
6.61111 53.9653
6.61806 54.0064
6.625 54.048
6.63194 54.0895
6.63889 54.133
6.64583 54.1749
6.65278 54.1749
6.65972 54.1844
6.66667 54.2266
6.67361 54.2266
6.68056 54.2244
6.6875 54.2347
6.69444 54.2486
6.70139 54.2916
6.70833 54.3339
6.71528 54.3767
6.72222 54.4192
6.72917 54.4596
6.73611 54.481
6.74306 54.481
6.75 54.5148
6.75694 54.558
6.76389 54.558
6.77083 54.5557
6.77778 54.6043
6.78472 54.6485
6.79167 54.6923
6.79861 54.7366
6.80556 54.781
6.8125 54.8256
6.81944 54.8598
6.82639 54.8598
6.83333 54.8884
6.84028 54.9338
6.84722 54.9809
6.85417 55.0266
6.86111 55.0381
6.86806 55.03
6.875 55.0752
6.88194 55.1219
6.88889 55.168
6.89583 55.2147
6.90278 55.2383
6.90972 55.2383
6.91667 55.2452
6.92361 55.2452
6.93056 55.2783
6.9375 55.3252
6.94444 55.372
6.95139 55.4108
6.95833 55.4108
6.96528 55.429
6.97222 55.4604
6.97917 55.5078
6.98611 55.5558
6.99306 55.5692
7 55.5692
7.00694 55.6174
7.01389 55.6646
7.02083 55.7121
7.02778 55.7475
7.03472 55.7475
7.04167 55.7834
7.04861 55.8196
7.05556 55.8196
7.0625 55.8434
7.06944 55.8921
7.07639 55.938
7.08333 55.986
7.09028 56.0343
7.09722 56.0835
7.10417 56.1335
7.11111 56.1799
7.11806 56.2281
7.125 56.2799
7.13194 56.3159
7.13889 56.3159
7.14583 56.3265
7.15278 56.3265
7.15972 56.3233
7.16667 56.3355
7.17361 56.3355
7.18056 56.365
7.1875 56.4141
7.19444 56.4634
7.20139 56.4634
7.20833 56.4635
7.21528 56.5013
7.22222 56.5013
7.22917 56.5177
7.23611 56.5302
7.24306 56.5302
7.25 56.5719
7.25694 56.6089
7.26389 56.6089
7.27083 56.6396
7.27778 56.69
7.28472 56.7403
7.29167 56.791
7.29861 56.8419
7.30556 56.8675
7.3125 56.8675
7.31944 56.8844
7.32639 56.9364
7.33333 56.99
7.34028 57.0416
7.34722 57.0548
7.35417 57.0548
7.36111 57.0773
7.36806 57.0773
7.375 57.0776
7.38194 57.1306
7.38889 57.1573
7.39583 57.1573
7.40278 57.1929
7.40972 57.2474
7.41667 57.3012
7.42361 57.3287
7.43056 57.3287
7.4375 57.3499
7.44444 57.3756
7.45139 57.3756
7.45833 57.3971
7.46528 57.453
7.47222 57.453
7.47917 57.454
7.48611 57.5085
7.49306 57.5644
7.5 57.6204
7.50694 57.6768
7.51389 57.7332
7.52083 57.7332
7.52778 57.738
7.53472 57.7949
7.54167 57.8518
7.54861 57.8961
7.55556 57.8961
7.5625 57.8919
7.56944 57.9524
7.57639 58.0108
7.58333 58.0661
7.59028 58.1239
7.59722 58.1835
7.60417 58.2392
7.61111 58.2966
7.61806 58.3556
7.625 58.4139
7.63194 58.4711
7.63889 58.5316
7.64583 58.5772
7.65278 58.5772
7.65972 58.6107
7.66667 58.6674
7.67361 58.7275
7.68056 58.7855
7.6875 58.8419
7.69444 58.8966
7.70139 58.9247
7.70833 58.9247
7.71528 58.9422
7.72222 58.9961
7.72917 59.0465
7.73611 59.0949
7.74306 59.1391
7.75 59.1829
7.75694 59.2269
7.76389 59.2705
7.77083 59.3134
7.77778 59.3566
7.78472 59.4003
7.79167 59.4438
7.79861 59.4873
7.80556 59.5311
7.8125 59.5753
7.81944 59.6192
7.82639 59.6636
7.83333 59.7084
7.84028 59.7534
7.84722 59.7974
7.85417 59.8424
7.86111 59.8877
7.86806 59.9332
7.875 59.9786
7.88194 60.0246
7.88889 60.0706
7.89583 60.1171
7.90278 60.1636
7.90972 60.2106
7.91667 60.2586
7.92361 60.306
7.93056 60.3537
7.9375 60.4021
7.94444 60.4508
7.95139 60.4995
7.95833 60.549
7.96528 60.5986
7.97222 60.6483
7.97917 60.6993
7.98611 60.75
7.99306 60.8006
8 60.8514
8.00694 60.9037
8.01389 60.9556
8.02083 61.0075
8.02778 61.0594
8.03472 61.1121
8.04167 61.1649
8.04861 61.2181
8.05556 61.2717
8.0625 61.3258
8.06944 61.38
8.07639 61.4347
8.08333 61.49
8.09028 61.5465
8.09722 61.6023
8.10417 61.6584
8.11111 61.7148
8.11806 61.7714
8.125 61.8285
8.13194 61.8859
8.13889 61.9444
8.14583 62.0027
8.15278 62.062
8.15972 62.1211
8.16667 62.1803
8.17361 62.24
8.18056 62.3006
8.1875 62.3606
8.19444 62.4211
8.20139 62.4794
8.20833 62.5382
8.21528 62.5382
8.22222 62.5361
8.22917 62.5912
8.23611 62.6504
8.24306 62.7086
8.25 62.768
8.25694 62.8253
8.26389 62.8831
8.27083 62.9403
8.27778 62.9983
8.28472 63.0553
8.29167 63.1107
8.29861 63.1708
8.30556 63.2291
8.3125 63.2885
8.31944 63.3465
8.32639 63.4062
8.33333 63.4647
8.34028 63.5247
8.34722 63.5835
8.35417 63.642
8.36111 63.7007
8.36806 63.7607
8.375 63.8211
8.38194 63.8803
8.38889 63.9448
8.39583 64.0058
8.40278 64.0668
8.40972 64.1276
8.41667 64.1862
8.42361 64.2482
8.43056 64.3117
8.4375 64.3745
8.44444 64.4388
8.45139 64.5018
8.45833 64.566
8.46528 64.6301
8.47222 64.6945
8.47917 64.7503
8.48611 64.8099
8.49306 64.8683
8.5 64.9156
8.50694 64.9578
8.51389 64.9981
8.52083 65.0384
8.52778 65.0787
8.53472 65.1187
8.54167 65.1589
8.54861 65.199
8.55556 65.2392
8.5625 65.2799
8.56944 65.3211
8.57639 65.3621
8.58333 65.4027
8.59028 65.4444
8.59722 65.4858
8.60417 65.5272
8.61111 65.5684
8.61806 65.6098
8.625 65.6512
8.63194 65.6933
8.63889 65.7359
8.64583 65.7783
8.65278 65.821
8.65972 65.8639
8.66667 65.9075
8.67361 65.9511
8.68056 65.9949
8.6875 66.0389
8.69444 66.0829
8.70139 66.1275
8.70833 66.1722
8.71528 66.2172
8.72222 66.2627
8.72917 66.309
8.73611 66.3544
8.74306 66.4003
8.75 66.4471
8.75694 66.4936
8.76389 66.541
8.77083 66.5892
8.77778 66.6374
8.78472 66.6853
8.79167 66.7333
8.79861 66.7818
8.80556 66.8309
8.8125 66.8805
8.81944 66.9315
8.82639 66.982
8.83333 67.0328
8.84028 67.0846
8.84722 67.1359
8.85417 67.188
8.86111 67.2404
8.86806 67.2928
8.875 67.3457
8.88194 67.3992
8.88889 67.4528
8.89583 67.5068
8.90278 67.5615
8.90972 67.6167
8.91667 67.6727
8.92361 67.7283
8.93056 67.7852
8.9375 67.8418
8.94444 67.899
8.95139 67.9566
8.95833 68.0137
8.96528 68.0712
8.97222 68.1295
8.97917 68.1868
8.98611 68.2447
8.99306 68.3026
9 68.3611
9.00694 68.4161
9.01389 68.47
9.02083 68.5251
9.02778 68.5838
9.03472 68.6411
9.04167 68.6977
9.04861 68.7552
9.05556 68.8106
9.0625 68.8663
9.06944 68.9211
9.07639 68.9769
9.08333 69.035
9.09028 69.0925
9.09722 69.1507
9.10417 69.2073
9.11111 69.266
9.11806 69.3231
9.125 69.3816
9.13194 69.4392
9.13889 69.4965
9.14583 69.5545
9.15278 69.614
9.15972 69.6724
9.16667 69.7298
9.17361 69.7883
9.18056 69.8483
9.1875 69.9071
9.19444 69.9213
9.20139 69.9213
9.20833 69.9602
9.21528 70.0184
9.22222 70.0797
9.22917 70.1349
9.23611 70.1915
9.24306 70.2442
9.25 70.2723
9.25694 70.2723
9.26389 70.2655
9.27083 70.3185
9.27778 70.3697
9.28472 70.3697
9.29167 70.3697
9.29861 70.3911
9.30556 70.4346
9.3125 70.4738
9.31944 70.5123
9.32639 70.5508
9.33333 70.5886
9.34028 70.6263
9.34722 70.6638
9.35417 70.7014
9.36111 70.7391
9.36806 70.7769
9.375 70.8149
9.38194 70.8531
9.38889 70.8914
9.39583 70.9295
9.40278 70.9681
9.40972 71.0071
9.41667 71.0465
9.42361 71.0779
9.43056 71.1175
