--stream .\stream-rmse-greedy-optimal-fine-to-coarse-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity rmse
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
9.4375 71.1569
9.44444 71.1963
9.45139 71.236
9.45833 71.2756
9.46528 71.315
9.47222 71.3554
9.47917 71.3959
9.48611 71.437
9.49306 71.4782
9.5 71.5199
9.50694 71.5616
9.51389 71.5935
9.52083 71.5935
9.52778 71.5894
9.53472 71.6335
9.54167 71.6758
9.54861 71.7183
9.55556 71.7617
9.5625 71.805
9.56944 71.8483
9.57639 71.8907
9.58333 71.934
9.59028 71.9781
9.59722 72.0223
9.60417 72.067
9.61111 72.1118
9.61806 72.1569
9.625 72.2021
9.63194 72.2486
9.63889 72.2946
9.64583 72.3412
9.65278 72.3879
9.65972 72.435
9.66667 72.4825
9.67361 72.5306
9.68056 72.5788
9.6875 72.6272
9.69444 72.6756
9.70139 72.7263
9.70833 72.7636
9.71528 72.7636
9.72222 72.7594
9.72917 72.8117
9.73611 72.8622
9.74306 72.9133
9.75 72.9646
9.75694 73.0165
9.76389 73.0686
9.77083 73.1203
9.77778 73.1724
9.78472 73.1988
9.79167 73.1988
9.79861 73.1924
9.80556 73.2451
9.8125 73.2972
9.81944 73.3489
9.82639 73.4016
9.83333 73.4547
9.84028 73.5079
9.84722 73.5631
9.85417 73.6157
9.86111 73.6157
9.86806 73.6157
9.875 73.6303
9.88194 73.6555
9.88889 73.6555
9.89583 73.6483
9.90278 73.6986
9.90972 73.7469
9.91667 73.7959
9.92361 73.808
9.93056 73.808
9.9375 73.8318
9.94444 73.8558
9.95139 73.8558
9.95833 73.8477
9.96528 73.887
9.97222 73.887
9.97917 73.887
9.98611 73.8892
9.99306 73.8892
10 73.8878
10.0069 73.9342
10.0139 73.9805
10.0208 74.0274
10.0278 74.0753
10.0347 74.087
10.0417 74.087
10.0486 74.0909
10.0556 74.1249
10.0625 74.1249
10.0694 74.1249
10.0764 74.1488
10.0833 74.1939
10.0903 74.2398
10.0972 74.284
10.1042 74.284
10.1111 74.284
10.1181 74.2906
10.125 74.3358
10.1319 74.3803
10.1389 74.3919
10.1458 74.3919
10.1528 74.3981
10.1597 74.4293
10.1667 74.4746
10.1736 74.5211
10.1806 74.5523
10.1875 74.5523
10.1944 74.5523
10.2014 74.582
10.2083 74.582
10.2153 74.582
10.2222 74.5928
10.2292 74.6232
10.2361 74.6657
10.2431 74.699
10.25 74.7434
10.2569 74.7887
10.2639 74.8208
10.2708 74.8646
10.2778 74.9103
10.2847 74.9545
10.2917 74.9983
10.2986 75.0323
10.3056 75.0767
10.3125 75.12
10.3194 75.1312
10.3264 75.1312
10.3333 75.1515
10.3403 75.1748
10.3472 75.2148
10.3542 75.2581
10.3611 75.3043
10.3681 75.3486
10.375 75.3593
10.3819 75.3593
10.3889 75.3596
10.3958 75.4045
10.4028 75.4489
10.4097 75.4601
10.4167 75.4601
10.4236 75.4615
10.4306 75.472
10.4375 75.472
10.4444 75.4845
10.4514 75.5096
10.4583 75.5096
10.4653 75.5096
10.4722 75.5252
10.4792 75.5252
10.4861 75.5252
10.4931 75.5361
10.5 75.5361
10.5069 75.5361
10.5139 75.5432
10.5208 75.5432
10.5278 75.5432
10.5347 75.5507
10.5417 75.5507
10.5486 75.5386
10.5556 75.5792
10.5625 75.5893
10.5694 75.5893
10.5764 75.5815
10.5833 75.5999
10.5903 75.5999
10.5972 75.5925
10.6042 75.6183
10.6111 75.6359
10.6181 75.6359
10.625 75.6359
10.6319 75.6426
10.6389 75.6426
10.6458 75.6334
10.6528 75.6493
10.6597 75.6493
10.6667 75.6493
10.6736 75.6531
10.6806 75.6531
10.6875 75.6531
10.6944 75.6732
10.7014 75.6816
10.7083 75.6816
10.7153 75.6752
10.7222 75.6836
10.7292 75.6836
10.7361 75.6848
10.7431 75.701
10.75 75.701
10.7569 75.701
10.7639 75.7126
10.7708 75.7126
10.7778 75.7126
10.7847 75.7196
10.7917 75.7275
10.7986 75.7275
10.8056 75.7413
10.8125 75.7653
10.8194 75.7965
10.8264 75.812
10.8333 75.812
10.8403 75.8272
10.8472 75.858
10.8542 75.8888
10.8611 75.8964
10.8681 75.8964
10.875 75.8963
10.8819 75.9277
10.8889 75.943
10.8958 75.943
10.9028 75.9385
10.9097 75.9728
10.9167 76.0034
10.9236 76.034
10.9306 76.034
10.9375 76.034
10.9444 76.0317
10.9514 76.0627
10.9583 76.0931
10.9653 76.124
10.9722 76.1316
10.9792 76.1316
10.9861 76.1275
10.9931 76.1429
11 76.1429
11.0069 76.1408
11.0139 76.1594
11.0208 76.1594
11.0278 76.1594
11.0347 76.1675
11.0417 76.1971
11.0486 76.227
11.0556 76.227
11.0625 76.227
11.0694 76.2285
11.0764 76.2361
11.0833 76.2361
11.0903 76.2419
11.0972 76.2715
11.1042 76.3023
11.1111 76.3336
11.1181 76.365
11.125 76.3961
11.1319 76.427
11.1389 76.4585
11.1458 76.4819
11.1528 76.4819
11.1597 76.4819
11.1667 76.4912
11.1736 76.5226
11.1806 76.5548
11.1875 76.5783
11.1944 76.5783
11.2014 76.5783
11.2083 76.5995
11.2153 76.6313
11.2222 76.6393
11.2292 76.6393
11.2361 76.6352
11.2431 76.6615
11.25 76.6934
11.2569 76.7255
11.2639 76.7573
11.2708 76.791
11.2778 76.8234
11.2847 76.8561
11.2917 76.8561
11.2986 76.8561
11.3056 76.8579
11.3125 76.8909
11.3194 76.9238
11.3264 76.9571
11.3333 76.9904
11.3403 76.9988
11.3472 76.9988
11.3542 76.9951
11.3611 77.0199
11.3681 77.0199
11.375 77.0199
11.3819 77.0302
11.3889 77.0643
11.3958 77.098
11.4028 77.1319
11.4097 77.1489
11.4167 77.1489
11.4236 77.1433
11.4306 77.1795
11.4375 77.2137
11.4444 77.2478
11.4514 77.265
11.4583 77.265
11.4653 77.265
11.4722 77.2798
11.4792 77.3144
11.4861 77.3496
11.4931 77.3846
11.5 77.4197
11.5069 77.4286
11.5139 77.4286
11.5208 77.4242
11.5278 77.4602
11.5347 77.4954
11.5417 77.5311
11.5486 77.5676
11.5556 77.6037
11.5625 77.6398
11.5694 77.6678
11.5764 77.6678
11.5833 77.6791
11.5903 77.716
11.5972 77.7527
11.6042 77.7894
11.6111 77.7894
11.6181 77.7894
11.625 77.8035
11.6319 77.841
11.6389 77.841
11.6458 77.841
11.6528 77.8476
11.6597 77.8849
11.6667 77.9219
11.6736 77.9596
11.6806 77.9976
11.6875 78.0373
11.6944 78.0756
11.7014 78.114
11.7083 78.1236
11.7153 78.1236
11.7222 78.1207
11.7292 78.1564
11.7361 78.1951
11.7431 78.2335
11.75 78.2524
11.7569 78.2524
11.7639 78.2529
11.7708 78.2869
11.7778 78.3257
11.7847 78.3645
11.7917 78.4036
11.7986 78.4232
11.8056 78.4232
11.8125 78.4232
11.8194 78.4387
11.8264 78.4572
11.8333 78.4572
11.8403 78.4572
11.8472 78.4886
11.8542 78.5282
11.8611 78.5673
11.8681 78.6069
11.875 78.6167
11.8819 78.6167
11.8889 78.6102
11.8958 78.638
11.9028 78.638
11.9097 78.638
11.9167 78.6557
11.9236 78.6952
11.9306 78.7354
11.9375 78.7447
11.9444 78.7447
11.9514 78.7381
11.9583 78.7777
11.9653 78.8119
11.9722 78.8533
11.9792 78.8741
11.9861 78.8741
11.9931 78.8741
12 78.9041
12.0069 78.9438
12.0139 78.9835
12.0208 79.0233
12.0278 79.059
12.0347 79.078
12.0417 79.078
12.0486 79.078
12.0556 79.083
12.0625 79.083
12.0694 79.083
12.0764 79.112
12.0833 79.1522
12.0903 79.1726
12.0972 79.1726
12.1042 79.1647
12.1111 79.2028
12.1181 79.2432
12.125 79.2824
12.1319 79.3217
12.1389 79.3316
12.1458 79.3316
12.1528 79.3296
12.1597 79.3443
12.1667 79.3443
12.1736 79.3443
12.1806 79.3751
12.1875 79.4156
12.1944 79.4257
12.2014 79.4257
12.2083 79.4176
12.2153 79.4562
12.2222 79.4953
12.2292 79.5347
12.2361 79.5347
12.2431 79.5347
12.25 79.5437
12.2569 79.5437
12.2639 79.5437
12.2708 79.5419
12.2778 79.5829
12.2847 79.6228
12.2917 79.6228
12.2986 79.6228
12.3056 79.6308
12.3125 79.649
12.3194 79.649
12.3264 79.649
12.3333 79.6711
12.3403 79.6913
12.3472 79.6913
12.3542 79.6913
12.3611 79.7134
12.3681 79.7134
12.375 79.7134
12.3819 79.7306
12.3889 79.7707
12.3958 79.7909
12.4028 79.7909
12.4097 79.7909
12.4167 79.8128
12.4236 79.8487
12.4306 79.892
12.4375 79.9331
12.4444 79.9736
12.4514 79.9955
12.4583 79.9955
12.4653 79.9884
12.4722 80.0271
12.4792 80.069
12.4861 80.111
12.4931 80.1314
12.5 80.1314
12.5069 80.1314
12.5139 80.1432
12.5208 80.1432
12.5278 80.1432
12.5347 80.1515
12.5417 80.1515
12.5486 80.1515
12.5556 80.152
12.5625 80.1748
12.5694 80.1748
12.5764 80.1748
12.5833 80.1929
12.5903 80.2253
12.5972 80.2253
12.6042 80.2253
12.6111 80.2323
12.6181 80.2323
12.625 80.2323
12.6319 80.2534
12.6389 80.2651
12.6458 80.2651
12.6528 80.2651
12.6597 80.2814
12.6667 80.2814
12.6736 80.2814
12.6806 80.2897
12.6875 80.3291
12.6944 80.3598
12.7014 80.3598
12.7083 80.3598
12.7153 80.3693
12.7222 80.3693
12.7292 80.3693
12.7361 80.3679
12.7431 80.397
12.75 80.397
12.7569 80.397
12.7639 80.415
12.7708 80.415
12.7778 80.415
12.7847 80.4226
12.7917 80.4226
12.7986 80.4226
12.8056 80.4234
12.8125 80.4331
12.8194 80.4331
12.8264 80.4272
12.8333 80.4573
12.8403 80.4573
12.8472 80.4573
12.8542 80.4683
12.8611 80.4683
12.8681 80.4683
12.875 80.4626
12.8819 80.4904
12.8889 80.4904
12.8958 80.4904
12.9028 80.496
12.9097 80.496
12.9167 80.496
12.9236 80.4917
12.9306 80.5306
12.9375 80.5416
12.9444 80.5416
12.9514 80.5353
12.9583 80.5671
12.9653 80.5759
12.9722 80.5759
12.9792 80.5725
12.9861 80.6009
12.9931 80.6009
13 80.6009
13.0069 80.6022
13.0139 80.6315
13.0208 80.6315
13.0278 80.6315
13.0347 80.6502
13.0417 80.6847
13.0486 80.6935
13.0556 80.6935
13.0625 80.6928
13.0694 80.7068
13.0764 80.7068
13.0833 80.7068
13.0903 80.7206
13.0972 80.7206
13.1042 80.7206
13.1111 80.7213
13.1181 80.753
13.125 80.753
13.1319 80.753
13.1389 80.7604
13.1458 80.7934
13.1528 80.8015
13.1597 80.8015
13.1667 80.8123
13.1736 80.8445
13.1806 80.8445
13.1875 80.8445
13.1944 80.8408
13.2014 80.8747
13.2083 80.8747
13.2153 80.8747
13.2222 80.8774
13.2292 80.9091
13.2361 80.9383
13.2431 80.9684
13.25 80.9978
13.2569 81.0124
13.2639 81.0124
13.2708 81.0124
13.2778 81.0232
13.2847 81.0522
13.2917 81.0808
13.2986 81.0956
13.3056 81.0956
13.3125 81.0956
13.3194 81.1122
13.3264 81.1417
13.3333 81.149
13.3403 81.149
13.3472 81.1464
13.3542 81.1712
13.3611 81.2008
13.3681 81.2008
13.375 81.2008
13.3819 81.1969
13.3889 81.2284
13.3958 81.2358
13.4028 81.2358
13.4097 81.2358
13.4167 81.2528
13.4236 81.2825
13.4306 81.3124
13.4375 81.3429
13.4444 81.3726
13.4514 81.4029
13.4583 81.4331
13.4653 81.4481
13.4722 81.4481
13.4792 81.4481
13.4861 81.4619
13.4931 81.492
13.5 81.4995
13.5069 81.4995
13.5139 81.4997
13.5208 81.5185
13.5278 81.5497
13.5347 81.58
13.5417 81.6103
13.5486 81.6407
13.5556 81.6716
13.5625 81.7023
13.5694 81.7331
13.5764 81.7641
13.5833 81.7718
13.5903 81.7718
13.5972 81.7718
13.6042 81.797
13.6111 81.8283
13.6181 81.8595
13.625 81.8909
13.6319 81.9223
13.6389 81.9539
13.6458 81.9857
13.6528 81.9857
13.6597 81.9857
13.6667 81.9845
13.6736 82.0162
13.6806 82.0482
13.6875 82.0802
13.6944 82.1117
13.7014 82.1441
13.7083 82.1768
13.7153 82.1849
13.7222 82.1849
13.7292 82.1849
13.7361 82.2059
13.7431 82.239
13.75 82.272
13.7569 82.3053
13.7639 82.3217
13.7708 82.3217
13.7778 82.3217
13.7847 82.3465
13.7917 82.3793
13.7986 82.4125
13.8056 82.4461
13.8125 82.4796
13.8194 82.5127
13.8264 82.5473
13.8333 82.5816
13.8403 82.6166
13.8472 82.652
13.8542 82.6867
13.8611 82.7216
13.8681 82.755
13.875 82.7897
13.8819 82.825
13.8889 82.8614
13.8958 82.8969
13.9028 82.933
13.9097 82.9686
13.9167 83.0044
13.9236 83.0407
13.9306 83.0772
13.9375 83.0862
13.9444 83.0862
13.9514 83.0862
13.9583 83.1131
13.9653 83.1504
13.9722 83.1873
13.9792 83.225
13.9861 83.2561
13.9931 83.2935
14 83.3313
14.0069 83.3696
14.0139 83.3884
14.0208 83.3884
14.0278 83.3884
14.0347 83.4041
14.0417 83.4426
14.0486 83.4809
14.0556 83.5199
14.0625 83.5589
14.0694 83.5982
14.0764 83.6378
14.0833 83.6743
14.0903 83.7138
14.0972 83.7138
14.1042 83.7138
14.1111 83.7171
14.1181 83.757
14.125 83.787
14.1319 83.787
14.1389 83.787
14.1458 83.7948
14.1528 83.8348
14.1597 83.8728
14.1667 83.8927
14.1736 83.8927
14.1806 83.8927
14.1875 83.909
14.1944 83.9496
14.2014 83.994
14.2083 84.0354
14.2153 84.0763
14.2222 84.0763
14.2292 84.0763
14.2361 84.0744
14.2431 84.115
14.25 84.1561
14.2569 84.19
14.2639 84.2002
14.2708 84.2002
14.2778 84.2002
14.2847 84.2264
14.2917 84.2423
14.2986 84.2423
14.3056 84.2423
14.3125 84.2559
14.3194 84.2931
14.3264 84.3335
14.3333 84.3335
14.3403 84.3335
14.3472 84.3293
14.3542 84.369
14.3611 84.4091
14.3681 84.4491
14.375 84.4849
14.3819 84.5045
14.3889 84.5045
14.3958 84.5045
14.4028 84.5138
14.4097 84.5493
14.4167 84.567
14.4236 84.567
14.4306 84.567
14.4375 84.5706
14.4444 84.5706
14.4514 84.5706
14.4583 84.5663
14.4653 84.606
14.4722 84.6465
14.4792 84.6556
14.4861 84.6556
14.4931 84.6556
14.5 84.6763
14.5069 84.7196
14.5139 84.7572
14.5208 84.7793
14.5278 84.7793
14.5347 84.7793
14.5417 84.7926
14.5486 84.831
14.5556 84.866
14.5625 84.9045
14.5694 84.9335
14.5764 84.9335
14.5833 84.9335
14.5903 84.9356
14.5972 84.9547
14.6042 84.9547
14.6111 84.9547
14.6181 84.9747
14.625 85.0151
14.6319 85.0526
14.6389 85.0892
14.6458 85.1257
14.6528 85.1257
14.6597 85.1257
14.6667 85.1233
14.6736 85.1509
14.6806 85.1763
14.6875 85.1763
14.6944 85.1763
14.7014 85.1766
14.7083 85.2124
14.7153 85.2476
14.7222 85.2822
14.7292 85.3159
14.7361 85.3499
14.7431 85.3829
14.75 85.4141
14.7569 85.4464
14.7639 85.4758
14.7708 85.5052
14.7778 85.5203
14.7847 85.5203
14.7917 85.5203
14.7986 85.5367
14.8056 85.5673
14.8125 85.597
14.8194 85.6305
14.8264 85.6604
14.8333 85.6751
14.8403 85.6751
14.8472 85.6751
14.8542 85.6828
14.8611 85.7106
14.8681 85.74
14.875 85.77
14.8819 85.7998
14.8889 85.8302
14.8958 85.8591
14.9028 85.8895
14.9097 85.9196
14.9167 85.9495
14.9236 85.9794
14.9306 86.0088
14.9375 86.039
14.9444 86.0694
14.9514 86.1001
14.9583 86.13
14.9653 86.159
14.9722 86.1889
14.9792 86.1963
14.9861 86.1963
14.9931 86.1963
15 86.208
15.0069 86.2377
15.0139 86.2672
15.0208 86.2964
15.0278 86.3261
15.0347 86.3556
15.0417 86.3853
15.0486 86.4148
15.0556 86.4442
15.0625 86.4709
15.0694 86.5006
15.0764 86.5304
15.0833 86.5597
15.0903 86.5893
15.0972 86.6184
15.1042 86.6474
15.1111 86.6767
15.1181 86.7057
15.125 86.7341
15.1319 86.7645
15.1389 86.7921
15.1458 86.8162
15.1528 86.8231
15.1597 86.8231
15.1667 86.8231
15.1736 86.8317
15.1806 86.859
15.1875 86.886
15.1944 86.8995
15.2014 86.9252
15.2083 86.9507
15.2153 86.9751
15.2222 86.9955
15.2292 87.0197
15.2361 87.0448
15.2431 87.0684
15.25 87.0888
15.2569 87.1113
15.2639 87.1323
15.2708 87.1547
15.2778 87.1771
15.2847 87.1994
15.2917 87.2218
15.2986 87.2442
15.3056 87.2669
15.3125 87.2896
15.3194 87.3096
15.3264 87.3317
15.3333 87.3518
15.3403 87.3743
15.3472 87.3961
15.3542 87.4069
15.3611 87.4069
15.3681 87.4069
15.375 87.4086
15.3819 87.4307
15.3889 87.4496
15.3958 87.4718
15.4028 87.4929
15.4097 87.5146
15.4167 87.5349
15.4236 87.5567
15.4306 87.5788
15.4375 87.6021
15.4444 87.6245
15.4514 87.6467
15.4583 87.6688
15.4653 87.6912
15.4722 87.713
15.4792 87.7356
15.4861 87.7575
15.4931 87.7791
15.5 87.8011
15.5069 87.8234
15.5139 87.8452
15.5208 87.8674
15.5278 87.8881
15.5347 87.9109
15.5417 87.9324
15.5486 87.9547
15.5556 87.9765
15.5625 87.9972
15.5694 88.0192
15.5764 88.0418
15.5833 88.0642
15.5903 88.0847
15.5972 88.1067
15.6042 88.1288
15.6111 88.1516
15.6181 88.1739
15.625 88.1967
15.6319 88.219
15.6389 88.2412
15.6458 88.2638
15.6528 88.2833
15.6597 88.305
15.6667 88.328
15.6736 88.3508
15.6806 88.3719
15.6875 88.3947
15.6944 88.4179
15.7014 88.4405
15.7083 88.4626
15.7153 88.4843
15.7222 88.5066
15.7292 88.5289
15.7361 88.5523
15.7431 88.5743
15.75 88.5959
15.7569 88.6173
15.7639 88.6385
15.7708 88.6614
15.7778 88.6839
15.7847 88.7047
15.7917 88.727
15.7986 88.75
15.8056 88.7717
15.8125 88.7951
15.8194 88.8164
15.8264 88.8377
15.8333 88.8583
15.8403 88.8809
15.8472 88.9027
15.8542 88.9245
15.8611 88.9469
15.8681 88.9672
15.875 88.9879
15.8819 89.0072
15.8889 89.0275
15.8958 89.0479
15.9028 89.0683
15.9097 89.0875
15.9167 89.1062
15.9236 89.125
15.9306 89.1423
15.9375 89.1598
15.9444 89.1767
15.9514 89.1934
15.9583 89.2095
15.9653 89.2255
15.9722 89.2413
15.9792 89.2572
15.9861 89.273
15.9931 89.289
16 89.3045
16.0069 89.3198
16.0139 89.3353
16.0208 89.3506
16.0278 89.3659
16.0347 89.3813
16.0417 89.3966
16.0486 89.412
16.0556 89.4271
16.0625 89.4424
16.0694 89.4576
16.0764 89.4729
16.0833 89.4882
16.0903 89.5031
16.0972 89.518
16.1042 89.5331
16.1111 89.5478
16.1181 89.5629
16.125 89.5777
16.1319 89.5926
16.1389 89.6074
16.1458 89.6224
16.1528 89.6373
16.1597 89.6524
16.1667 89.6675
16.1736 89.6823
16.1806 89.6974
16.1875 89.7125
16.1944 89.7276
16.2014 89.7427
16.2083 89.7579
16.2153 89.7733
16.2222 89.7883
16.2292 89.8034
16.2361 89.8182
16.2431 89.8331
16.25 89.8482
16.2569 89.8634
16.2639 89.879
16.2708 89.8942
16.2778 89.9092
16.2847 89.9243
16.2917 89.9394
16.2986 89.9546
16.3056 89.9699
16.3125 89.985
16.3194 90.0001
16.3264 90.0154
16.3333 90.0305
16.3403 90.0457
16.3472 90.0609
16.3542 90.076
16.3611 90.0913
16.3681 90.1065
16.375 90.1213
16.3819 90.1366
16.3889 90.1516
16.3958 90.1664
16.4028 90.1814
16.4097 90.1964
16.4167 90.2116
16.4236 90.227
16.4306 90.242
16.4375 90.2572
16.4444 90.2725
16.4514 90.2878
16.4583 90.3028
16.4653 90.3178
16.4722 90.3329
16.4792 90.3481
16.4861 90.3632
16.4931 90.3781
16.5 90.3929
16.5069 90.4076
16.5139 90.4225
16.5208 90.4375
16.5278 90.4523
16.5347 90.467
16.5417 90.482
16.5486 90.497
16.5556 90.512
16.5625 90.5267
16.5694 90.5413
16.5764 90.5558
16.5833 90.5703
16.5903 90.5844
16.5972 90.5992
16.6042 90.613
16.6111 90.6273
16.6181 90.6399
16.625 90.6519
16.6319 90.6649
16.6389 90.6782
16.6458 90.6916
16.6528 90.7044
16.6597 90.7168
16.6667 90.7297
16.6736 90.7412
16.6806 90.7515
16.6875 90.7628
16.6944 90.7746
16.7014 90.7844
16.7083 90.7952
16.7153 90.8059
16.7222 90.8171
16.7292 90.8292
16.7361 90.8393
16.7431 90.8498
16.75 90.8602
16.7569 90.8686
16.7639 90.8765
16.7708 90.8845
16.7778 90.8922
16.7847 90.8998
16.7917 90.9074
16.7986 90.9149
16.8056 90.9224
16.8125 90.9297
16.8194 90.9369
16.8264 90.9442
16.8333 90.9513
16.8403 90.9584
16.8472 90.9655
16.8542 90.9725
16.8611 90.9794
16.8681 90.9865
16.875 90.9934
16.8819 91.0004
16.8889 91.0072
16.8958 91.0139
16.9028 91.0206
16.9097 91.0274
16.9167 91.0339
16.9236 91.0405
16.9306 91.0471
16.9375 91.0539
16.9444 91.0604
16.9514 91.0669
16.9583 91.0733
16.9653 91.0795
16.9722 91.0856
16.9792 91.0917
16.9861 91.0976
16.9931 91.1034
17 91.1087
