--stream stream-rmse-greedy-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity rmse
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
9.57639 71.0381
9.58333 71.0768
9.59028 71.1151
9.59722 71.1151
9.60417 71.1151
9.61111 71.1372
9.61806 71.177
9.625 71.2154
9.63194 71.255
9.63889 71.2859
9.64583 71.2859
9.65278 71.2826
9.65972 71.3186
9.66667 71.3596
9.67361 71.4007
9.68056 71.4118
9.6875 71.4118
9.69444 71.4179
9.70139 71.4597
9.70833 71.5008
9.71528 71.5422
9.72222 71.5844
9.72917 71.6257
9.73611 71.6677
9.74306 71.71
9.75 71.7533
9.75694 71.7984
9.76389 71.8419
9.77083 71.884
9.77778 71.928
9.78472 71.9716
9.79167 72.0154
9.79861 72.0601
9.80556 72.1049
9.8125 72.1507
9.81944 72.1955
9.82639 72.2435
9.83333 72.2865
9.84028 72.3339
9.84722 72.369
9.85417 72.369
9.86111 72.3723
9.86806 72.4185
9.875 72.468
9.88194 72.515
9.88889 72.5645
9.89583 72.5645
9.90278 72.5645
9.90972 72.568
9.91667 72.568
9.92361 72.5625
9.93056 72.6035
9.9375 72.6524
9.94444 72.7026
9.95139 72.7522
9.95833 72.803
9.96528 72.8542
9.97222 72.9054
9.97917 72.9575
9.98611 72.9958
9.99306 72.9958
10 72.9881
10.0069 73.0372
10.0139 73.0372
10.0208 73.0372
10.0278 73.0507
10.0347 73.1048
10.0417 73.1587
10.0486 73.2088
10.0556 73.2588
10.0625 73.3118
10.0694 73.3647
10.0764 73.4187
10.0833 73.4711
10.0903 73.5273
10.0972 73.5812
10.1042 73.6262
10.1111 73.6262
10.1181 73.6262
10.125 73.6443
10.1319 73.6584
10.1389 73.6584
10.1458 73.6734
10.1528 73.7261
10.1597 73.7392
10.1667 73.7392
10.1736 73.7349
10.1806 73.7836
10.1875 73.7836
10.1944 73.7836
10.2014 73.7987
10.2083 73.7987
10.2153 73.7965
10.2222 73.834
10.2292 73.8473
10.2361 73.8473
10.2431 73.8504
10.25 73.8629
10.2569 73.8629
10.2639 73.8797
10.2708 73.8841
10.2778 73.8841
10.2847 73.8872
10.2917 73.9243
10.2986 73.9436
10.3056 73.9436
10.3125 73.9411
10.3194 73.9822
10.3264 74.0058
10.3333 74.0058
10.3403 74.0002
10.3472 74.0411
10.3542 74.0648
10.3611 74.0648
10.3681 74.0584
10.375 74.0942
10.3819 74.1344
10.3889 74.1695
10.3958 74.1695
10.4028 74.1695
10.4097 74.1922
10.4167 74.2004
10.4236 74.2004
10.4306 74.2028
10.4375 74.2508
10.4444 74.2992
10.4514 74.3424
10.4583 74.3424
10.4653 74.3424
10.4722 74.3554
10.4792 74.3554
10.4861 74.3554
10.4931 74.3656
10.5 74.3656
10.5069 74.3656
10.5139 74.3793
10.5208 74.4265
10.5278 74.4692
10.5347 74.516
10.5417 74.5613
10.5486 74.6075
10.5556 74.6511
10.5625 74.6953
10.5694 74.7335
10.5764 74.7737
10.5833 74.8159
10.5903 74.8617
10.5972 74.9092
10.6042 74.9568
10.6111 74.9568
10.6181 74.9568
10.625 74.9595
10.6319 75.0001
10.6389 75.048
10.6458 75.048
10.6528 75.048
10.6597 75.0493
10.6667 75.0906
10.6736 75.1212
10.6806 75.1646
10.6875 75.1868
10.6944 75.1868
10.7014 75.1868
10.7083 75.2169
10.7153 75.2629
10.7222 75.275
10.7292 75.275
10.7361 75.2749
10.7431 75.3207
10.75 75.3207
10.7569 75.3207
10.7639 75.3242
10.7708 75.3242
10.7778 75.3242
10.7847 75.331
10.7917 75.3453
10.7986 75.3453
10.8056 75.3432
10.8125 75.3846
10.8194 75.4205
10.8264 75.4663
10.8333 75.4779
10.8403 75.4779
10.8472 75.4792
10.8542 75.5125
10.8611 75.5247
10.8681 75.5247
10.875 75.5185
10.8819 75.5544
10.8889 75.5875
10.8958 75.6223
10.9028 75.6535
10.9097 75.6678
10.9167 75.6678
10.9236 75.668
10.9306 75.668
10.9375 75.668
10.9444 75.6693
10.9514 75.6747
10.9583 75.6747
10.9653 75.6702
10.9722 75.6751
10.9792 75.6751
10.9861 75.6703
10.9931 75.6766
11 75.6766
11.0069 75.6721
11.0139 75.6857
11.0208 75.6966
11.0278 75.6966
11.0347 75.6929
11.0417 75.6998
11.0486 75.6998
11.0556 75.6957
11.0625 75.7011
11.0694 75.7011
11.0764 75.7026
11.0833 75.7026
11.0903 75.7026
11.0972 75.707
11.1042 75.7266
11.1111 75.7266
11.1181 75.7266
11.125 75.7277
11.1319 75.7277
11.1389 75.7277
11.1458 75.7371
11.1528 75.7479
11.1597 75.7479
11.1667 75.7488
11.1736 75.7488
11.1806 75.7488
11.1875 75.7523
11.1944 75.7523
11.2014 75.7523
11.2083 75.7512
11.2153 75.7793
11.2222 75.7946
11.2292 75.7946
11.2361 75.7904
11.2431 75.8022
11.25 75.8022
11.2569 75.8022
11.2639 75.8057
11.2708 75.8057
11.2778 75.8057
11.2847 75.8212
11.2917 75.8212
11.2986 75.8212
11.3056 75.8235
11.3125 75.8372
11.3194 75.8372
11.3264 75.8372
11.3333 75.8401
11.3403 75.8495
11.3472 75.8495
11.3542 75.8495
11.3611 75.8672
11.3681 75.8672
11.375 75.8672
11.3819 75.8714
11.3889 75.8714
11.3958 75.8714
11.4028 75.8738
11.4097 75.8738
11.4167 75.8736
11.4236 75.8789
11.4306 75.8789
11.4375 75.8755
11.4444 75.8898
11.4514 75.8898
11.4583 75.8898
11.4653 75.9071
11.4722 75.9317
11.4792 75.9317
11.4861 75.9317
11.4931 75.9323
11.5 75.9323
11.5069 75.9323
11.5139 75.9382
11.5208 75.9665
11.5278 75.9851
11.5347 75.9851
11.5417 75.9851
11.5486 75.9972
11.5556 75.9972
11.5625 75.9972
11.5694 75.9945
11.5764 76.0097
11.5833 76.0097
11.5903 76.0097
11.5972 76.0258
11.6042 76.0567
11.6111 76.0844
11.6181 76.1091
11.625 76.1427
11.6319 76.1689
11.6389 76.2017
11.6458 76.2273
11.6528 76.2586
11.6597 76.2902
11.6667 76.3231
11.6736 76.3549
11.6806 76.3869
11.6875 76.4172
11.6944 76.4489
11.7014 76.4799
11.7083 76.513
11.7153 76.5209
11.7222 76.5209
11.7292 76.5208
11.7361 76.5523
11.7431 76.5608
11.75 76.5608
11.7569 76.5604
11.7639 76.589
11.7708 76.6205
11.7778 76.6506
11.7847 76.6843
11.7917 76.7152
11.7986 76.7485
11.8056 76.7822
11.8125 76.8058
11.8194 76.8058
11.8264 76.8058
11.8333 76.8304
11.8403 76.845
11.8472 76.845
11.8542 76.845
11.8611 76.8621
11.8681 76.8792
11.875 76.8792
11.8819 76.8792
11.8889 76.8957
11.8958 76.923
11.9028 76.9315
11.9097 76.9315
11.9167 76.9275
11.9236 76.9556
11.9306 76.9721
11.9375 76.9721
11.9444 76.975
11.9514 77.0006
11.9583 77.0006
11.9653 77.0006
11.9722 77.0109
11.9792 77.0448
11.9861 77.0808
11.9931 77.116
12 77.1247
12.0069 77.1247
12.0139 77.1256
12.0208 77.161
12.0278 77.1964
12.0347 77.2057
12.0417 77.2057
12.0486 77.2031
12.0556 77.2333
12.0625 77.2683
12.0694 77.3044
12.0764 77.3401
12.0833 77.3758
12.0903 77.4126
12.0972 77.4495
12.1042 77.4844
12.1111 77.512
12.1181 77.512
12.125 77.512
12.1319 77.5213
12.1389 77.5577
12.1458 77.5957
12.1528 77.6326
12.1597 77.671
12.1667 77.708
12.1736 77.7364
12.1806 77.7364
12.1875 77.7364
12.1944 77.7461
12.2014 77.7842
12.2083 77.7842
12.2153 77.7842
12.2222 77.7842
12.2292 77.8202
12.2361 77.8202
12.2431 77.8202
12.25 77.8205
12.2569 77.8589
12.2639 77.8949
12.2708 77.9344
12.2778 77.9738
12.2847 78.0126
12.2917 78.0514
12.2986 78.0923
12.3056 78.1302
12.3125 78.1696
12.3194 78.2104
12.3264 78.2207
12.3333 78.2207
12.3403 78.2249
12.3472 78.2653
12.3542 78.3065
12.3611 78.3458
12.3681 78.3881
12.375 78.4229
12.3819 78.4632
12.3889 78.4735
12.3958 78.4735
12.4028 78.4735
12.4097 78.4886
12.4167 78.4886
12.4236 78.4886
12.4306 78.4978
12.4375 78.5396
12.4444 78.582
12.4514 78.6228
12.4583 78.664
12.4653 78.7051
12.4722 78.7464
12.4792 78.789
12.4861 78.8289
12.4931 78.8681
12.5 78.9105
12.5069 78.9105
12.5139 78.9105
12.5208 78.9222
12.5278 78.9583
12.5347 78.996
12.5417 79.038
12.5486 79.0593
12.5556 79.0593
12.5625 79.0593
12.5694 79.0818
12.5764 79.1003
12.5833 79.1003
12.5903 79.1003
12.5972 79.1087
12.6042 79.1087
12.6111 79.1087
12.6181 79.1179
12.625 79.1275
12.6319 79.1275
12.6389 79.1251
12.6458 79.1272
12.6528 79.1272
12.6597 79.1234
12.6667 79.1243
12.6736 79.1243
12.6806 79.1193
12.6875 79.1398
12.6944 79.1398
12.7014 79.1398
12.7083 79.149
12.7153 79.1683
12.7222 79.1683
12.7292 79.1683
12.7361 79.1908
12.7431 79.1994
12.75 79.1994
12.7569 79.1972
12.7639 79.2277
12.7708 79.2569
12.7778 79.2569
12.7847 79.2569
12.7917 79.2599
12.7986 79.2704
12.8056 79.2704
12.8125 79.2681
12.8194 79.2943
12.8264 79.3311
12.8333 79.3713
12.8403 79.4126
12.8472 79.4412
12.8542 79.4412
12.8611 79.4412
12.8681 79.4463
12.875 79.4868
12.8819 79.528
12.8889 79.5682
12.8958 79.5901
12.9028 79.5901
12.9097 79.5901
12.9167 79.6065
12.9236 79.6495
12.9306 79.6841
12.9375 79.7209
12.9444 79.7581
12.9514 79.8001
12.9583 79.8413
12.9653 79.8834
12.9722 79.8834
12.9792 79.8834
12.9861 79.8879
12.9931 79.9093
13 79.9093
13.0069 79.9093
13.0139 79.9222
13.0208 79.9636
13.0278 80.0068
13.0347 80.0475
13.0417 80.0885
13.0486 80.1293
13.0556 80.1743
13.0625 80.2168
13.0694 80.2387
13.0764 80.2387
13.0833 80.2387
13.0903 80.2625
13.0972 80.3062
13.1042 80.3485
13.1111 80.3915
13.1181 80.4288
13.125 80.4408
13.1319 80.4408
13.1389 80.4408
13.1458 80.4542
13.1528 80.4542
13.1597 80.4542
13.1667 80.459
13.1736 80.5047
13.1806 80.547
13.1875 80.5941
13.1944 80.6147
13.2014 80.6147
13.2083 80.6147
13.2153 80.6362
13.2222 80.6362
13.2292 80.6362
13.2361 80.6375
13.2431 80.6664
13.25 80.6664
13.2569 80.6664
13.2639 80.6693
13.2708 80.7068
13.2778 80.7362
13.2847 80.7441
13.2917 80.7441
13.2986 80.7442
13.3056 80.7572
13.3125 80.7572
13.3194 80.7572
13.3264 80.7696
13.3333 80.779
13.3403 80.779
13.3472 80.7753
13.3542 80.7776
13.3611 80.7776
13.3681 80.7776
13.375 80.7942
13.3819 80.7942
13.3889 80.7942
13.3958 80.8027
13.4028 80.8339
13.4097 80.8572
13.4167 80.8572
13.4236 80.8572
13.4306 80.8536
13.4375 80.8717
13.4444 80.8717
13.4514 80.8717
13.4583 80.8748
13.4653 80.906
13.4722 80.906
13.4792 80.906
13.4861 80.9053
13.4931 80.9278
13.5 80.937
13.5069 80.937
13.5139 80.9349
13.5208 80.9374
13.5278 80.9374
13.5347 80.9374
13.5417 80.9498
13.5486 80.9498
13.5556 80.9498
13.5625 80.955
13.5694 80.9693
13.5764 80.9693
13.5833 80.9693
13.5903 80.9759
13.5972 80.9759
13.6042 80.9759
13.6111 80.986
13.6181 81.0026
13.625 81.0026
13.6319 81.0026
13.6389 81.013
13.6458 81.0458
13.6528 81.0658
13.6597 81.0658
13.6667 81.0658
13.6736 81.0672
13.6806 81.0905
13.6875 81.0905
13.6944 81.0905
13.7014 81.0869
13.7083 81.1142
13.7153 81.1414
13.7222 81.1683
13.7292 81.1985
13.7361 81.1985
13.7431 81.1985
13.75 81.1967
13.7569 81.2002
13.7639 81.2002
13.7708 81.2002
13.7778 81.2156
13.7847 81.2207
13.7917 81.2207
13.7986 81.2207
13.8056 81.2387
13.8125 81.2532
13.8194 81.2532
13.8264 81.2532
13.8333 81.2616
13.8403 81.2917
13.8472 81.322
13.8542 81.3414
13.8611 81.3414
13.8681 81.3414
13.875 81.3426
13.8819 81.3732
13.8889 81.4027
13.8958 81.4304
13.9028 81.4618
13.9097 81.493
13.9167 81.5224
13.9236 81.5502
13.9306 81.5817
13.9375 81.6109
13.9444 81.6415
13.9514 81.6738
13.9583 81.7056
13.9653 81.7336
13.9722 81.7638
13.9792 81.7948
13.9861 81.8255
13.9931 81.8562
14 81.8877
14.0069 81.9203
14.0139 81.9523
14.0208 81.9855
14.0278 82.0189
14.0347 82.0502
14.0417 82.0823
14.0486 82.1154
14.0556 82.1497
14.0625 82.1842
14.0694 82.2187
14.0764 82.2508
14.0833 82.2843
14.0903 82.3187
14.0972 82.3532
14.1042 82.386
14.1111 82.4196
14.1181 82.4196
14.125 82.4196
14.1319 82.4173
14.1389 82.4436
14.1458 82.4784
14.1528 82.5116
14.1597 82.5445
14.1667 82.5796
14.1736 82.6137
14.1806 82.6492
14.1875 82.6857
14.1944 82.6857
14.2014 82.6857
14.2083 82.6863
14.2153 82.7219
14.2222 82.7586
14.2292 82.7962
14.2361 82.7962
14.2431 82.7962
14.25 82.7931
14.2569 82.8201
14.2639 82.8564
14.2708 82.8934
14.2778 82.929
14.2847 82.9388
14.2917 82.9388
14.2986 82.9388
14.3056 82.9582
14.3125 82.9924
14.3194 83.0284
14.3264 83.0658
14.3333 83.1003
14.3403 83.1377
14.3472 83.1736
14.3542 83.2105
14.3611 83.2434
14.3681 83.2802
14.375 83.3193
14.3819 83.3565
14.3889 83.396
14.3958 83.4345
14.4028 83.4749
14.4097 83.5161
14.4167 83.5565
14.4236 83.5969
14.4306 83.637
14.4375 83.6756
14.4444 83.7166
14.4514 83.7549
14.4583 83.7967
14.4653 83.8317
14.4722 83.87
14.4792 83.9129
14.4861 83.9555
14.4931 83.9967
14.5 84.0388
14.5069 84.0769
14.5139 84.1192
14.5208 84.1613
14.5278 84.2038
14.5347 84.2464
14.5417 84.2861
14.5486 84.3271
14.5556 84.3701
14.5625 84.4152
14.5694 84.4496
14.5764 84.4929
14.5833 84.5378
14.5903 84.5801
14.5972 84.6211
14.6042 84.6596
14.6111 84.6983
14.6181 84.7345
14.625 84.7721
14.6319 84.8118
14.6389 84.8118
14.6458 84.8118
14.6528 84.8096
14.6597 84.8309
14.6667 84.8309
14.6736 84.8309
14.6806 84.829
14.6875 84.8544
14.6944 84.8902
14.7014 84.9268
14.7083 84.9641
14.7153 85.0043
14.7222 85.0434
14.7292 85.0808
14.7361 85.1181
14.7431 85.1557
14.75 85.1929
14.7569 85.226
14.7639 85.2573
14.7708 85.2962
14.7778 85.3318
14.7847 85.3657
14.7917 85.3999
14.7986 85.4324
14.8056 85.4609
14.8125 85.4894
14.8194 85.5196
14.8264 85.5498
14.8333 85.5811
14.8403 85.609
14.8472 85.6391
14.8542 85.6686
14.8611 85.6971
14.8681 85.7288
14.875 85.7582
14.8819 85.7846
14.8889 85.7906
14.8958 85.7906
14.9028 85.7906
14.9097 85.8018
14.9167 85.8258
14.9236 85.8529
14.9306 85.8702
14.9375 85.8702
14.9444 85.8702
14.9514 85.8672
14.9583 85.8907
14.9653 85.9213
14.9722 85.9511
14.9792 85.9828
14.9861 86.0151
14.9931 86.0466
15 86.0784
15.0069 86.1092
15.0139 86.1406
15.0208 86.172
15.0278 86.2039
15.0347 86.2342
15.0417 86.2652
15.0486 86.296
15.0556 86.3268
15.0625 86.358
15.0694 86.3875
15.0764 86.4184
15.0833 86.448
15.0903 86.4787
15.0972 86.5092
15.1042 86.5394
15.1111 86.5695
15.1181 86.5992
15.125 86.6295
15.1319 86.6592
15.1389 86.6893
15.1458 86.7194
15.1528 86.7481
15.1597 86.777
15.1667 86.8056
15.1736 86.8337
15.1806 86.8617
15.1875 86.8884
15.1944 86.9089
15.2014 86.9089
15.2083 86.9089
15.2153 86.9087
15.2222 86.9302
15.2292 86.9534
15.2361 86.975
15.2431 86.9993
15.25 87.0216
15.2569 87.0426
15.2639 87.0655
15.2708 87.0874
15.2778 87.1075
15.2847 87.1296
15.2917 87.1521
15.2986 87.1753
15.3056 87.1965
15.3125 87.2176
15.3194 87.2408
15.3264 87.2632
15.3333 87.2856
15.3403 87.3075
15.3472 87.3307
15.3542 87.3499
15.3611 87.3712
15.3681 87.3924
15.375 87.4141
15.3819 87.4362
15.3889 87.4559
15.3958 87.4777
15.4028 87.4997
15.4097 87.5198
15.4167 87.5412
15.4236 87.5626
15.4306 87.5854
15.4375 87.6079
15.4444 87.6298
15.4514 87.6516
15.4583 87.6737
15.4653 87.694
15.4722 87.7149
15.4792 87.7354
15.4861 87.7582
15.4931 87.7793
15.5 87.8007
15.5069 87.823
15.5139 87.8446
15.5208 87.8664
15.5278 87.8864
15.5347 87.9077
15.5417 87.9301
15.5486 87.9513
15.5556 87.9746
15.5625 87.9973
15.5694 88.0199
15.5764 88.0444
15.5833 88.0652
15.5903 88.0882
15.5972 88.1106
15.6042 88.1322
15.6111 88.1548
15.6181 88.178
15.625 88.2002
15.6319 88.2224
15.6389 88.2458
15.6458 88.2681
15.6528 88.2904
15.6597 88.3119
15.6667 88.3345
15.6736 88.3568
15.6806 88.3811
15.6875 88.4041
15.6944 88.4267
15.7014 88.4486
15.7083 88.4707
15.7153 88.4932
15.7222 88.5155
15.7292 88.5379
15.7361 88.5602
15.7431 88.5818
15.75 88.6025
15.7569 88.6236
15.7639 88.6447
15.7708 88.6668
15.7778 88.6894
15.7847 88.7111
15.7917 88.7314
15.7986 88.7542
15.8056 88.7773
15.8125 88.7961
15.8194 88.8171
15.8264 88.8385
15.8333 88.8573
15.8403 88.8768
15.8472 88.8966
15.8542 88.9189
15.8611 88.9384
15.8681 88.956
15.875 88.974
15.8819 88.9973
15.8889 89.0201
15.8958 89.0433
15.9028 89.0636
15.9097 89.0844
15.9167 89.105
15.9236 89.1231
15.9306 89.1416
15.9375 89.1586
15.9444 89.1765
15.9514 89.1927
15.9583 89.2088
15.9653 89.2237
15.9722 89.2397
15.9792 89.2548
15.9861 89.2708
15.9931 89.2864
16 89.3021
16.0069 89.3173
16.0139 89.3325
16.0208 89.3475
16.0278 89.362
16.0347 89.3772
16.0417 89.3919
16.0486 89.4072
16.0556 89.4225
16.0625 89.4382
16.0694 89.4533
16.0764 89.4686
16.0833 89.4833
16.0903 89.4982
16.0972 89.5133
16.1042 89.5276
16.1111 89.5424
16.1181 89.5567
16.125 89.5722
16.1319 89.5871
16.1389 89.6007
16.1458 89.6156
16.1528 89.63
16.1597 89.6452
16.1667 89.6597
16.1736 89.6752
16.1806 89.6901
16.1875 89.7051
16.1944 89.7199
16.2014 89.7345
16.2083 89.7496
16.2153 89.7636
16.2222 89.7778
16.2292 89.7923
16.2361 89.8072
16.2431 89.8217
16.25 89.8365
16.2569 89.8514
16.2639 89.8667
16.2708 89.8822
16.2778 89.8982
16.2847 89.9134
16.2917 89.9287
16.2986 89.9436
16.3056 89.958
16.3125 89.9722
16.3194 89.9861
16.3264 90.0018
16.3333 90.0177
16.3403 90.034
16.3472 90.049
16.3542 90.0637
16.3611 90.079
16.3681 90.0943
16.375 90.1097
16.3819 90.1244
16.3889 90.1391
16.3958 90.1553
16.4028 90.1701
16.4097 90.1855
16.4167 90.2008
16.4236 90.2164
16.4306 90.2316
16.4375 90.2473
16.4444 90.263
16.4514 90.2787
16.4583 90.2935
16.4653 90.3091
16.4722 90.3248
16.4792 90.3384
16.4861 90.3538
16.4931 90.3684
16.5 90.384
16.5069 90.3994
16.5139 90.4156
16.5208 90.4306
16.5278 90.4459
16.5347 90.4608
16.5417 90.4752
16.5486 90.4904
16.5556 90.5046
16.5625 90.52
16.5694 90.5348
16.5764 90.5496
16.5833 90.5629
16.5903 90.5774
16.5972 90.5919
16.6042 90.6054
16.6111 90.6205
16.6181 90.6352
16.625 90.65
16.6319 90.665
16.6389 90.6784
16.6458 90.6914
16.6528 90.7049
16.6597 90.7185
16.6667 90.7314
16.6736 90.7444
16.6806 90.755
16.6875 90.7659
16.6944 90.7768
16.7014 90.7889
16.7083 90.8007
16.7153 90.8117
16.7222 90.8225
16.7292 90.8324
16.7361 90.8416
16.7431 90.8506
16.75 90.8602
16.7569 90.8684
16.7639 90.8764
16.7708 90.8841
16.7778 90.8916
16.7847 90.8992
16.7917 90.9068
16.7986 90.9143
16.8056 90.9216
16.8125 90.9289
16.8194 90.9363
16.8264 90.9432
16.8333 90.9502
16.8403 90.957
16.8472 90.964
16.8542 90.9709
16.8611 90.9781
16.8681 90.9855
16.875 90.9925
16.8819 90.9997
16.8889 91.0067
16.8958 91.0134
16.9028 91.02
16.9097 91.0265
16.9167 91.0332
16.9236 91.0398
16.9306 91.0462
16.9375 91.0531
16.9444 91.0595
16.9514 91.0658
16.9583 91.0722
16.9653 91.0787
16.9722 91.0853
16.9792 91.0915
16.9861 91.0976
16.9931 91.1033
17 91.1087
