--stream .\stream-rmse-greedy-optimal-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity rmse
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
9.36111 70.4091
9.36806 70.4091
9.375 70.4089
9.38194 70.4128
9.38889 70.4128
9.39583 70.4174
9.40278 70.4174
9.40972 70.4174
9.41667 70.4199
9.42361 70.4199
9.43056 70.4266
9.4375 70.459
9.44444 70.459
9.45139 70.459
9.45833 70.4576
9.46528 70.4576
9.47222 70.4597
9.47917 70.4897
9.48611 70.5294
9.49306 70.558
9.5 70.558
9.50694 70.5554
9.51389 70.5923
9.52083 70.6113
9.52778 70.6113
9.53472 70.6144
9.54167 70.6523
9.54861 70.69
9.55556 70.7277
9.5625 70.7658
9.56944 70.8047
9.57639 70.8431
9.58333 70.8814
9.59028 70.9203
9.59722 70.9591
9.60417 70.9591
9.61111 70.9591
9.61806 70.9664
9.625 71.0053
9.63194 71.0248
9.63889 71.0248
9.64583 71.0256
9.65278 71.0648
9.65972 71.1045
9.66667 71.1441
9.67361 71.1738
9.68056 71.1738
9.6875 71.1689
9.69444 71.2049
9.70139 71.2447
9.70833 71.2847
9.71528 71.3251
9.72222 71.3659
9.72917 71.4069
9.73611 71.448
9.74306 71.4895
9.75 71.5311
9.75694 71.5732
9.76389 71.6154
9.77083 71.6579
9.77778 71.7006
9.78472 71.7113
9.79167 71.7113
9.79861 71.7231
9.80556 71.7661
9.8125 71.8094
9.81944 71.8529
9.82639 71.8967
9.83333 71.9406
9.84028 71.9848
9.84722 72.0293
9.85417 72.0741
9.86111 72.1193
9.86806 72.1647
9.875 72.2105
9.88194 72.245
9.88889 72.245
9.89583 72.245
9.90278 72.2683
9.90972 72.3148
9.91667 72.3617
9.92361 72.4092
9.93056 72.4567
9.9375 72.5047
9.94444 72.5528
9.95139 72.6013
9.95833 72.6502
9.96528 72.6994
9.97222 72.7489
9.97917 72.7989
9.98611 72.8494
9.99306 72.9004
10 72.9517
10.0069 73.0035
10.0139 73.0555
10.0208 73.1079
10.0278 73.1602
10.0347 73.1602
10.0417 73.1602
10.0486 73.192
10.0556 73.2447
10.0625 73.2845
10.0694 73.2845
10.0764 73.2845
10.0833 73.3343
10.0903 73.3878
10.0972 73.4412
10.1042 73.495
10.1111 73.5468
10.1181 73.6008
10.125 73.6526
10.1319 73.6526
10.1389 73.6526
10.1458 73.6662
10.1528 73.7174
10.1597 73.7424
10.1667 73.7424
10.1736 73.74
10.1806 73.7429
10.1875 73.7429
10.1944 73.7414
10.2014 73.7857
10.2083 73.8359
10.2153 73.8359
10.2222 73.8359
10.2292 73.8449
10.2361 73.8449
10.2431 73.8449
10.25 73.8464
10.2569 73.8464
10.2639 73.8464
10.2708 73.8644
10.2778 73.8896
10.2847 73.8896
10.2917 73.8881
10.2986 73.9188
10.3056 73.9188
10.3125 73.9188
10.3194 73.9355
10.3264 73.9597
10.3333 73.9597
10.3403 73.957
10.3472 73.9909
10.3542 74.0373
10.3611 74.085
10.3681 74.1329
10.375 74.1729
10.3819 74.1788
10.3889 74.1788
10.3958 74.183
10.4028 74.2259
10.4097 74.273
10.4167 74.273
10.4236 74.273
10.4306 74.2825
10.4375 74.3178
10.4444 74.3178
10.4514 74.3178
10.4583 74.3202
10.4653 74.3202
10.4722 74.3202
10.4792 74.3428
10.4861 74.3545
10.4931 74.3545
10.5 74.3556
10.5069 74.3977
10.5139 74.4437
10.5208 74.4908
10.5278 74.5383
10.5347 74.5383
10.5417 74.5383
10.5486 74.5518
10.5556 74.5836
10.5625 74.6269
10.5694 74.6649
10.5764 74.7115
10.5833 74.7579
10.5903 74.8035
10.5972 74.8385
10.6042 74.8385
10.6111 74.8385
10.6181 74.8592
10.625 74.9061
10.6319 74.93
10.6389 74.93
10.6458 74.93
10.6528 74.956
10.6597 74.9796
10.6667 74.9796
10.6736 74.9796
10.6806 75.0074
10.6875 75.0419
10.6944 75.0419
10.7014 75.0419
10.7083 75.0766
10.7153 75.0766
10.7222 75.0766
10.7292 75.083
10.7361 75.1293
10.7431 75.1653
10.75 75.1768
10.7569 75.1768
10.7639 75.178
10.7708 75.2007
10.7778 75.2007
10.7847 75.2007
10.7917 75.2254
10.7986 75.2722
10.8056 75.2722
10.8125 75.2722
10.8194 75.2758
10.8264 75.2758
10.8333 75.2758
10.8403 75.284
10.8472 75.3295
10.8542 75.3741
10.8611 75.4211
10.8681 75.4322
10.875 75.4322
10.8819 75.4247
10.8889 75.4528
10.8958 75.4528
10.9028 75.4528
10.9097 75.4543
10.9167 75.4988
10.9236 75.5433
10.9306 75.5889
10.9375 75.6342
10.9444 75.6342
10.9514 75.6342
10.9583 75.6365
10.9653 75.6365
10.9722 75.6365
10.9792 75.641
10.9861 75.641
10.9931 75.641
11 75.64
11.0069 75.6488
11.0139 75.6488
11.0208 75.6487
11.0278 75.659
11.0347 75.659
11.0417 75.6585
11.0486 75.6618
11.0556 75.6618
11.0625 75.6643
11.0694 75.6668
11.0764 75.6668
11.0833 75.6639
11.0903 75.6658
11.0972 75.6658
11.1042 75.6648
11.1111 75.679
11.1181 75.679
11.125 75.6789
11.1319 75.6917
11.1389 75.6917
11.1458 75.6887
11.1528 75.6915
11.1597 75.6915
11.1667 75.6862
11.1736 75.7017
11.1806 75.7017
11.1875 75.7017
11.1944 75.7083
11.2014 75.7083
11.2083 75.7083
11.2153 75.7089
11.2222 75.7261
11.2292 75.7261
11.2361 75.7264
11.2431 75.7488
11.25 75.7488
11.2569 75.7488
11.2639 75.7502
11.2708 75.7502
11.2778 75.7502
11.2847 75.7516
11.2917 75.7516
11.2986 75.7516
11.3056 75.7555
11.3125 75.7832
11.3194 75.8147
11.3264 75.8147
11.3333 75.8147
11.3403 75.8135
11.3472 75.8135
11.3542 75.8135
11.3611 75.8193
11.3681 75.8193
11.375 75.8193
11.3819 75.8197
11.3889 75.85
11.3958 75.85
11.4028 75.85
11.4097 75.8474
11.4167 75.8474
11.4236 75.8474
11.4306 75.8479
11.4375 75.8715
11.4444 75.8715
11.4514 75.8715
11.4583 75.872
11.4653 75.872
11.4722 75.872
11.4792 75.8805
11.4861 75.9112
11.4931 75.9429
11.5 75.9745
11.5069 75.9745
11.5139 75.9745
11.5208 75.9783
11.5278 75.9783
11.5347 75.9783
11.5417 75.9792
11.5486 75.9792
11.5556 75.9792
11.5625 75.9911
11.5694 76.0143
11.5764 76.0143
11.5833 76.0143
11.5903 76.0287
11.5972 76.0585
11.6042 76.09
11.6111 76.1197
11.6181 76.1484
11.625 76.1735
11.6319 76.2065
11.6389 76.2382
11.6458 76.2698
11.6528 76.3015
11.6597 76.3327
11.6667 76.3639
11.6736 76.3718
11.6806 76.3718
11.6875 76.3684
11.6944 76.3946
11.7014 76.4251
11.7083 76.4569
11.7153 76.4887
11.7222 76.5207
11.7292 76.5529
11.7361 76.5849
11.7431 76.6164
11.75 76.6486
11.7569 76.6811
11.7639 76.7137
11.7708 76.7463
11.7778 76.7791
11.7847 76.8091
11.7917 76.8416
11.7986 76.8748
11.8056 76.908
11.8125 76.9414
11.8194 76.9749
11.8264 77.008
11.8333 77.0334
11.8403 77.0334
11.8472 77.0334
11.8542 77.0578
11.8611 77.0663
11.8681 77.0663
11.875 77.0679
11.8819 77.0864
11.8889 77.0864
11.8958 77.0864
11.9028 77.0938
11.9097 77.1024
11.9167 77.1024
11.9236 77.1016
11.9306 77.1297
11.9375 77.1636
11.9444 77.1983
11.9514 77.2331
11.9583 77.2674
11.9653 77.2978
11.9722 77.3368
11.9792 77.3717
11.9861 77.4065
11.9931 77.4402
12 77.4492
12.0069 77.4492
12.0139 77.4473
12.0208 77.4736
12.0278 77.5097
12.0347 77.546
12.0417 77.5825
12.0486 77.5917
12.0556 77.5917
12.0625 77.5895
12.0694 77.6157
12.0764 77.6434
12.0833 77.6434
12.0903 77.6434
12.0972 77.6474
12.1042 77.6844
12.1111 77.6844
12.1181 77.6844
12.125 77.6857
12.1319 77.7209
12.1389 77.7584
12.1458 77.796
12.1528 77.8337
12.1597 77.8337
12.1667 77.8337
12.1736 77.8393
12.1806 77.8755
12.1875 77.885
12.1944 77.885
12.2014 77.8814
12.2083 77.9095
12.2153 77.9472
12.2222 77.9792
12.2292 78.0174
12.2361 78.055
12.2431 78.0929
12.25 78.1277
12.2569 78.1755
12.2639 78.2145
12.2708 78.2566
12.2778 78.2566
12.2847 78.2566
12.2917 78.2528
12.2986 78.2922
12.3056 78.3115
12.3125 78.3115
12.3194 78.3115
12.3264 78.3218
12.3333 78.3218
12.3403 78.3218
12.3472 78.3309
12.3542 78.3697
12.3611 78.405
12.3681 78.4441
12.375 78.4847
12.3819 78.5255
12.3889 78.5656
12.3958 78.6057
12.4028 78.6461
12.4097 78.6867
12.4167 78.7244
12.4236 78.7633
12.4306 78.7633
12.4375 78.7633
12.4444 78.7776
12.4514 78.8191
12.4583 78.84
12.4653 78.84
12.4722 78.84
12.4792 78.8571
12.4861 78.878
12.4931 78.878
12.5 78.878
12.5069 78.9015
12.5139 78.9225
12.5208 78.9225
12.5278 78.9225
12.5347 78.9431
12.5417 78.9536
12.5486 78.9536
12.5556 78.9513
12.5625 78.9794
12.5694 78.9898
12.5764 78.9898
12.5833 78.9899
12.5903 79.0023
12.5972 79.0023
12.6042 79.0023
12.6111 79.0069
12.6181 79.0479
12.625 79.0927
12.6319 79.103
12.6389 79.103
12.6458 79.1019
12.6528 79.1413
12.6597 79.1819
12.6667 79.2125
12.6736 79.2125
12.6806 79.2125
12.6875 79.2268
12.6944 79.2576
12.7014 79.2576
12.7083 79.2576
12.7153 79.267
12.7222 79.3062
12.7292 79.3466
12.7361 79.3466
12.7431 79.3466
12.75 79.3448
12.7569 79.3811
12.7639 79.3912
12.7708 79.3912
12.7778 79.3875
12.7847 79.388
12.7917 79.388
12.7986 79.3854
12.8056 79.4159
12.8125 79.4567
12.8194 79.4962
12.8264 79.5365
12.8333 79.5773
12.8403 79.5773
12.8472 79.5773
12.8542 79.5737
12.8611 79.6097
12.8681 79.6528
12.875 79.6528
12.8819 79.6528
12.8889 79.6493
12.8958 79.687
12.9028 79.7263
12.9097 79.7669
12.9167 79.8085
12.9236 79.8192
12.9306 79.8192
12.9375 79.8167
12.9444 79.8243
12.9514 79.8243
12.9583 79.8243
12.9653 79.8392
12.9722 79.8825
12.9792 79.9253
12.9861 79.9355
12.9931 79.9355
13 79.9332
13.0069 79.9649
13.0139 80.0083
13.0208 80.052
13.0278 80.0959
13.0347 80.1377
13.0417 80.1787
13.0486 80.2217
13.0556 80.2327
13.0625 80.2327
13.0694 80.2344
13.0764 80.2758
13.0833 80.2979
13.0903 80.2979
13.0972 80.2979
13.1042 80.3117
13.1111 80.3227
13.1181 80.3227
13.125 80.3196
13.1319 80.3582
13.1389 80.3678
13.1458 80.3678
13.1528 80.3618
13.1597 80.3993
13.1667 80.4434
13.1736 80.4646
13.1806 80.4646
13.1875 80.4646
13.1944 80.4806
13.2014 80.5117
13.2083 80.5117
13.2153 80.5117
13.2222 80.5059
13.2292 80.537
13.2361 80.537
13.2431 80.537
13.25 80.5456
13.2569 80.5851
13.2639 80.6245
13.2708 80.6245
13.2778 80.6245
13.2847 80.6231
13.2917 80.6276
13.2986 80.6276
13.3056 80.6257
13.3125 80.6492
13.3194 80.6877
13.3264 80.6877
13.3333 80.6877
13.3403 80.6889
13.3472 80.7217
13.3542 80.7304
13.3611 80.7304
13.3681 80.7241
13.375 80.7535
13.3819 80.7535
13.3889 80.7535
13.3958 80.7611
13.4028 80.7794
13.4097 80.7794
13.4167 80.7794
13.4236 80.7917
13.4306 80.7917
13.4375 80.7917
13.4444 80.7911
13.4514 80.825
13.4583 80.825
13.4653 80.825
13.4722 80.8229
13.4792 80.8229
13.4861 80.8229
13.4931 80.8224
13.5 80.8561
13.5069 80.8644
13.5139 80.8644
13.5208 80.8644
13.5278 80.883
13.5347 80.883
13.5417 80.883
13.5486 80.8795
13.5556 80.8916
13.5625 80.8916
13.5694 80.8916
13.5764 80.9214
13.5833 80.9294
13.5903 80.9294
13.5972 80.9294
13.6042 80.9483
13.6111 80.9713
13.6181 80.9801
13.625 80.9801
13.6319 80.9801
13.6389 80.9988
13.6458 81.0065
13.6528 81.0065
13.6597 81.0065
13.6667 81.0255
13.6736 81.056
13.6806 81.0647
13.6875 81.0647
13.6944 81.0647
13.7014 81.0786
13.7083 81.0934
13.7153 81.0934
13.7222 81.0934
13.7292 81.1024
13.7361 81.132
13.7431 81.1615
13.75 81.1916
13.7569 81.2206
13.7639 81.2514
13.7708 81.2812
13.7778 81.3115
13.7847 81.3422
13.7917 81.372
13.7986 81.4023
13.8056 81.432
13.8125 81.4629
13.8194 81.4937
13.8264 81.5233
13.8333 81.5542
13.8403 81.5865
13.8472 81.6165
13.8542 81.6476
13.8611 81.6785
13.8681 81.7094
13.875 81.7413
13.8819 81.7723
13.8889 81.804
13.8958 81.8357
13.9028 81.8676
13.9097 81.899
13.9167 81.9316
13.9236 81.9637
13.9306 81.9955
13.9375 82.0274
13.9444 82.0594
13.9514 82.0922
13.9583 82.0922
13.9653 82.0922
13.9722 82.0945
13.9792 82.1245
13.9861 82.1564
13.9931 82.1886
14 82.2209
14.0069 82.2544
14.0139 82.2713
14.0208 82.2713
14.0278 82.2713
14.0347 82.2804
14.0417 82.3136
14.0486 82.3476
14.0556 82.3811
14.0625 82.415
14.0694 82.449
14.0764 82.4737
14.0833 82.4737
14.0903 82.4737
14.0972 82.4733
14.1042 82.5055
14.1111 82.5396
14.1181 82.5733
14.125 82.6082
14.1319 82.6435
14.1389 82.6789
14.1458 82.7161
14.1528 82.752
14.1597 82.7874
14.1667 82.8217
14.1736 82.8307
14.1806 82.8307
14.1875 82.8307
14.1944 82.8537
14.2014 82.8894
14.2083 82.9259
14.2153 82.9621
14.2222 82.9991
14.2292 83.0364
14.2361 83.0737
14.2431 83.1111
14.25 83.1487
14.2569 83.1854
14.2639 83.2232
14.2708 83.2609
14.2778 83.2992
14.2847 83.3364
14.2917 83.3744
14.2986 83.4126
14.3056 83.451
14.3125 83.4903
14.3194 83.5291
14.3264 83.5689
14.3333 83.609
14.3403 83.6486
14.3472 83.6885
14.3542 83.7285
14.3611 83.7687
14.3681 83.8097
14.375 83.8517
14.3819 83.8932
14.3889 83.9336
14.3958 83.9746
14.4028 84.0161
14.4097 84.0579
14.4167 84.0998
14.4236 84.1403
14.4306 84.1808
14.4375 84.2215
14.4444 84.2627
14.4514 84.3035
14.4583 84.3035
14.4653 84.3035
14.4722 84.2993
14.4792 84.3302
14.4861 84.3707
14.4931 84.4112
14.5 84.4216
14.5069 84.4216
14.5139 84.4216
14.5208 84.4407
14.5278 84.4803
14.5347 84.5196
14.5417 84.5596
14.5486 84.5997
14.5556 84.6405
14.5625 84.6405
14.5694 84.6405
14.5764 84.6383
14.5833 84.6692
14.5903 84.7074
14.5972 84.7165
14.6042 84.7165
14.6111 84.7165
14.6181 84.7392
14.625 84.776
14.6319 84.814
14.6389 84.852
14.6458 84.891
14.6528 84.9276
14.6597 84.967
14.6667 84.9756
14.6736 84.9756
14.6806 84.9756
14.6875 84.9992
14.6944 85.0364
14.7014 85.0726
14.7083 85.0986
14.7153 85.0986
14.7222 85.0986
14.7292 85.0961
14.7361 85.1291
14.7431 85.1637
14.75 85.199
14.7569 85.2342
14.7639 85.2342
14.7708 85.2342
14.7778 85.2342
14.7847 85.2544
14.7917 85.289
14.7986 85.3235
14.8056 85.3566
14.8125 85.3878
14.8194 85.4213
14.8264 85.4523
14.8333 85.4844
14.8403 85.4919
14.8472 85.4919
14.8542 85.4919
14.8611 85.5065
14.8681 85.5364
14.875 85.5656
14.8819 85.5959
14.8889 85.6256
14.8958 85.6559
14.9028 85.6856
14.9097 85.7168
14.9167 85.7471
14.9236 85.7767
14.9306 85.8068
14.9375 85.8367
14.9444 85.8662
14.9514 85.8957
14.9583 85.9247
14.9653 85.9536
14.9722 85.9801
14.9792 86.0091
14.9861 86.0402
14.9931 86.0708
15 86.1009
15.0069 86.13
15.0139 86.1592
15.0208 86.1899
15.0278 86.2195
15.0347 86.2485
15.0417 86.2787
15.0486 86.309
15.0556 86.3394
15.0625 86.3697
15.0694 86.3991
15.0764 86.4288
15.0833 86.4583
15.0903 86.4873
15.0972 86.5168
15.1042 86.548
15.1111 86.5765
15.1181 86.6063
15.125 86.6357
15.1319 86.665
15.1389 86.6941
15.1458 86.7229
15.1528 86.7514
15.1597 86.7728
15.1667 86.7728
15.1736 86.7728
15.1806 86.7726
15.1875 86.7929
15.1944 86.8211
15.2014 86.8485
15.2083 86.8756
15.2153 86.9028
15.2222 86.9288
15.2292 86.9537
15.2361 86.9782
15.2431 87.0023
15.25 87.0262
15.2569 87.0497
15.2639 87.0725
15.2708 87.0957
15.2778 87.1178
15.2847 87.1403
15.2917 87.1628
15.2986 87.1853
15.3056 87.2077
15.3125 87.2302
15.3194 87.2525
15.3264 87.2748
15.3333 87.2969
15.3403 87.3189
15.3472 87.3411
15.3542 87.3632
15.3611 87.3855
15.3681 87.4076
15.375 87.4299
15.3819 87.4518
15.3889 87.4737
15.3958 87.4956
15.4028 87.5177
15.4097 87.5399
15.4167 87.5618
15.4236 87.5836
15.4306 87.6054
15.4375 87.6272
15.4444 87.6489
15.4514 87.671
15.4583 87.6927
15.4653 87.7144
15.4722 87.7366
15.4792 87.7584
15.4861 87.7802
15.4931 87.803
15.5 87.8247
15.5069 87.8468
15.5139 87.8686
15.5208 87.8903
15.5278 87.9124
15.5347 87.9341
15.5417 87.9562
15.5486 87.9782
15.5556 88.0003
15.5625 88.0223
15.5694 88.044
15.5764 88.0664
15.5833 88.0881
15.5903 88.1102
15.5972 88.1322
15.6042 88.1542
15.6111 88.1767
15.6181 88.1991
15.625 88.2212
15.6319 88.2436
15.6389 88.2653
15.6458 88.2878
15.6528 88.3099
15.6597 88.3323
15.6667 88.3542
15.6736 88.3767
15.6806 88.3989
15.6875 88.4213
15.6944 88.4431
15.7014 88.4651
15.7083 88.4873
15.7153 88.5087
15.7222 88.5306
15.7292 88.5521
15.7361 88.5735
15.7431 88.5951
15.75 88.6171
15.7569 88.6393
15.7639 88.6615
15.7708 88.6827
15.7778 88.7037
15.7847 88.7251
15.7917 88.7461
15.7986 88.768
15.8056 88.7896
15.8125 88.8109
15.8194 88.8324
15.8264 88.8537
15.8333 88.8742
15.8403 88.8954
15.8472 88.9162
15.8542 88.9362
15.8611 88.9567
15.8681 88.9768
15.875 88.9971
15.8819 89.0171
15.8889 89.0371
15.8958 89.0568
15.9028 89.0762
15.9097 89.0943
15.9167 89.1122
15.9236 89.1294
15.9306 89.1466
15.9375 89.1634
15.9444 89.1802
15.9514 89.1965
15.9583 89.2121
15.9653 89.2282
15.9722 89.2437
15.9792 89.2594
15.9861 89.2748
15.9931 89.2905
16 89.3056
16.0069 89.3213
16.0139 89.3365
16.0208 89.3522
16.0278 89.3678
16.0347 89.3831
16.0417 89.3984
16.0486 89.414
16.0556 89.4294
16.0625 89.4444
16.0694 89.4594
16.0764 89.4744
16.0833 89.4894
16.0903 89.5043
16.0972 89.519
16.1042 89.534
16.1111 89.5492
16.1181 89.564
16.125 89.5791
16.1319 89.5939
16.1389 89.6091
16.1458 89.6241
16.1528 89.6391
16.1597 89.6541
16.1667 89.6691
16.1736 89.6843
16.1806 89.6991
16.1875 89.7138
16.1944 89.7286
16.2014 89.7433
16.2083 89.7585
16.2153 89.7735
16.2222 89.789
16.2292 89.8042
16.2361 89.819
16.2431 89.8342
16.25 89.8492
16.2569 89.864
16.2639 89.8792
16.2708 89.894
16.2778 89.9093
16.2847 89.9243
16.2917 89.9398
16.2986 89.955
16.3056 89.9697
16.3125 89.9852
16.3194 90.0004
16.3264 90.0158
16.3333 90.0312
16.3403 90.0464
16.3472 90.0613
16.3542 90.0761
16.3611 90.0912
16.3681 90.1064
16.375 90.1216
16.3819 90.1368
16.3889 90.1522
16.3958 90.1672
16.4028 90.1825
16.4097 90.1978
16.4167 90.213
16.4236 90.2282
16.4306 90.2433
16.4375 90.2586
16.4444 90.2736
16.4514 90.2884
16.4583 90.3032
16.4653 90.3185
16.4722 90.3333
16.4792 90.3479
16.4861 90.3629
16.4931 90.3781
16.5 90.3931
16.5069 90.408
16.5139 90.4232
16.5208 90.4381
16.5278 90.4531
16.5347 90.4682
16.5417 90.483
16.5486 90.4978
16.5556 90.5126
16.5625 90.5272
16.5694 90.5421
16.5764 90.5569
16.5833 90.5717
16.5903 90.5863
16.5972 90.6005
16.6042 90.6147
16.6111 90.6289
16.6181 90.6429
16.625 90.6564
16.6319 90.67
16.6389 90.6835
16.6458 90.6964
16.6528 90.7092
16.6597 90.7218
16.6667 90.7342
16.6736 90.7465
16.6806 90.7583
16.6875 90.7699
16.6944 90.7813
16.7014 90.7923
16.7083 90.8031
16.7153 90.8137
16.7222 90.8241
16.7292 90.8341
16.7361 90.8435
16.7431 90.8524
16.75 90.8607
16.7569 90.8688
16.7639 90.8767
16.7708 90.8846
16.7778 90.8923
16.7847 90.9
16.7917 90.9075
16.7986 90.915
16.8056 90.9224
16.8125 90.9297
16.8194 90.937
16.8264 90.9443
16.8333 90.9515
16.8403 90.9586
16.8472 90.9656
16.8542 90.9726
16.8611 90.9796
16.8681 90.9866
16.875 90.9935
16.8819 91.0004
16.8889 91.0073
16.8958 91.0141
16.9028 91.0208
16.9097 91.0275
16.9167 91.0342
16.9236 91.0408
16.9306 91.0475
16.9375 91.054
16.9444 91.0606
16.9514 91.067
16.9583 91.0735
16.9653 91.0797
16.9722 91.0859
16.9792 91.0919
16.9861 91.0978
16.9931 91.1036
17 91.1087
