--stream stream-histogram-greedy-optimal-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
3.48611 0.0293238
3.49306 0.0293238
3.5 0.0291612
3.50694 0.0291748
3.51389 0.0291611
3.52083 0.0291611
3.52778 0.0292561
3.53472 0.0293036
3.54167 0.0293375
3.54861 0.0293375
3.55556 0.0293375
3.5625 0.02929
3.56944 0.0292628
3.57639 0.0292628
3.58333 0.0292628
3.59028 0.0290187
3.59722 0.0290731
3.60417 0.0290731
3.61111 0.0291205
3.61806 0.0289985
3.625 0.0290526
3.63194 0.0290526
3.63889 0.0290526
3.64583 0.0287543
3.65278 0.0287609
3.65972 0.0287202
3.66667 0.0287202
3.67361 0.028605
3.68056 0.0286728
3.6875 0.0287339
3.69444 0.0287203
3.70139 0.0287949
3.70833 0.0285304
3.71528 0.0286526
3.72222 0.0286662
3.72917 0.0286662
3.73611 0.0286458
3.74306 0.0286729
3.75 0.0286932
3.75694 0.0286932
3.76389 0.0286457
3.77083 0.0286389
3.77778 0.0286253
3.78472 0.0286253
3.79167 0.0284288
3.79861 0.0284423
3.80556 0.0284356
3.8125 0.0284356
3.81944 0.0283135
3.82639 0.0284288
3.83333 0.028395
3.84028 0.0283881
3.84722 0.0283881
3.85417 0.0282457
3.86111 0.0282321
3.86806 0.0282388
3.875 0.0282388
3.88194 0.0280557
3.88889 0.0281507
3.89583 0.0281846
3.90278 0.0281846
3.90972 0.0281032
3.91667 0.0280761
3.92361 0.0280354
3.93056 0.0280354
3.9375 0.0279066
3.94444 0.0278862
3.95139 0.0278794
3.95833 0.0278794
3.96528 0.0278794
3.97222 0.0275403
3.97917 0.0276828
3.98611 0.0276624
3.99306 0.0276624
4 0.0278116
4.00694 0.0277302
4.01389 0.0277166
4.02083 0.0277166
4.02778 0.0276759
4.03472 0.0276149
4.04167 0.0276691
4.04861 0.0276623
4.05556 0.0277911
4.0625 0.0275268
4.06944 0.027554
4.07639 0.0275675
4.08333 0.0275403
4.09028 0.0275201
4.09722 0.0276354
4.10417 0.0276489
4.11111 0.0276489
4.11806 0.0274862
4.125 0.0275879
4.13194 0.0275743
4.13889 0.0275743
4.14583 0.02752
4.15278 0.0273573
4.15972 0.0274047
4.16667 0.0274182
4.17361 0.0274996
4.18056 0.0273234
4.1875 0.0273369
4.19444 0.0273369
4.20139 0.0274048
4.20833 0.0272013
4.21528 0.0273436
4.22222 0.0273436
4.22917 0.0273436
4.23611 0.0273301
4.24306 0.0272622
4.25 0.0272759
4.25694 0.0272759
4.26389 0.0271538
4.27083 0.0270724
4.27778 0.0270249
4.28472 0.0270181
4.29167 0.0270181
4.29861 0.0269638
4.30556 0.0269299
4.3125 0.0269368
4.31944 0.0269368
4.32639 0.026774
4.33333 0.0267943
4.34028 0.0268011
4.34722 0.0268011
4.35417 0.0266791
4.36111 0.0265977
4.36806 0.026557
4.375 0.026557
4.38194 0.0266248
4.38889 0.0264621
4.39583 0.0264825
4.40278 0.0265028
4.40972 0.0265028
4.41667 0.0266249
4.42361 0.0266655
4.43056 0.0266587
4.4375 0.0266587
4.44444 0.0267197
4.45139 0.0265841
4.45833 0.0265909
4.46528 0.0265909
4.47222 0.0265163
4.47917 0.0264552
4.48611 0.0264552
4.49306 0.0264552
4.5 0.0264213
4.50694 0.026401
4.51389 0.0263942
4.52083 0.0263942
4.52778 0.0263942
4.53472 0.0263806
4.54167 0.0264214
4.54861 0.0264078
4.55556 0.0264078
4.5625 0.026401
4.56944 0.0262382
4.57639 0.0262518
4.58333 0.0265299
4.59028 0.0262993
4.59722 0.0262248
4.60417 0.0262791
4.61111 0.0262791
4.61806 0.0264417
4.625 0.0263604
4.63194 0.0263197
4.63889 0.0263264
4.64583 0.0262383
4.65278 0.0264146
4.65972 0.0263604
4.66667 0.0263672
4.67361 0.0263672
4.68056 0.0262791
4.6875 0.0262722
4.69444 0.026279
4.70139 0.026279
4.70833 0.0260619
4.71528 0.0260417
4.72222 0.0260145
4.72917 0.0260145
4.73611 0.0260347
4.74306 0.0259806
4.75 0.0260348
4.75694 0.0260348
4.76389 0.026028
4.77083 0.026028
4.77778 0.0259942
4.78472 0.0259874
4.79167 0.0259874
4.79861 0.0259805
4.80556 0.0259807
4.8125 0.0259942
4.81944 0.0259942
4.82639 0.0259603
4.83333 0.0260281
4.84028 0.0260417
4.84722 0.0260417
4.85417 0.0260755
4.86111 0.0260484
4.86806 0.0260755
4.875 0.0260687
4.88194 0.0260687
4.88889 0.0260619
4.89583 0.0260891
4.90278 0.0260959
4.90972 0.0260959
4.91667 0.0261366
4.92361 0.026123
4.93056 0.026123
4.9375 0.026123
4.94444 0.0260145
4.95139 0.0260891
4.95833 0.0261026
4.96528 0.0261026
4.97222 0.0259941
4.97917 0.0258042
4.98611 0.0257907
4.99306 0.0257907
5 0.0258043
5.00694 0.0257907
5.01389 0.0257772
5.02083 0.0257704
5.02778 0.0257704
5.03472 0.0257296
5.04167 0.0257907
5.04861 0.0257771
5.05556 0.0257771
5.0625 0.0257636
5.06944 0.0257771
5.07639 0.0257906
5.08333 0.0257906
5.09028 0.0258382
5.09722 0.0258856
5.10417 0.0258652
5.11111 0.0258652
5.11806 0.0260009
5.125 0.0258111
5.13194 0.0258992
5.13889 0.0258992
5.14583 0.0258992
5.15278 0.0259738
5.15972 0.0259805
5.16667 0.0259805
5.17361 0.0259805
5.18056 0.0260688
5.1875 0.0260891
5.19444 0.026089
5.20139 0.026089
5.20833 0.0260958
5.21528 0.0261298
5.22222 0.0260959
5.22917 0.0260958
5.23611 0.0260958
5.24306 0.0261569
5.25 0.0261502
5.25694 0.0261501
5.26389 0.0261501
5.27083 0.0261502
5.27778 0.0261163
5.28472 0.026123
5.29167 0.026123
5.29861 0.0261094
5.30556 0.0260552
5.3125 0.0260213
5.31944 0.0260213
5.32639 0.0258924
5.33333 0.0259331
5.34028 0.0259805
5.34722 0.0259873
5.35417 0.0260077
5.36111 0.0258789
5.36806 0.0259263
5.375 0.0259263
5.38194 0.0259263
5.38889 0.0258178
5.39583 0.0257771
5.40278 0.0257703
5.40972 0.0257703
5.41667 0.0257026
5.42361 0.0258043
5.43056 0.0258314
5.4375 0.0258314
5.44444 0.0257364
5.45139 0.0257365
5.45833 0.0256958
5.46528 0.025689
5.47222 0.0255059
5.47917 0.025343
5.48611 0.0253228
5.49306 0.025316
5.5 0.025316
5.50694 0.0251328
5.51389 0.0250582
5.52083 0.0250718
5.52778 0.0250718
5.53472 0.02516
5.54167 0.0251125
5.54861 0.0251125
5.55556 0.0251125
5.5625 0.0250854
5.56944 0.0249904
5.57639 0.0250312
5.58333 0.025038
5.59028 0.0249905
5.59722 0.0249972
5.60417 0.0249972
5.61111 0.0249972
5.61806 0.0249972
5.625 0.0248955
5.63194 0.0248345
5.63889 0.0248277
5.64583 0.0248006
5.65278 0.0246243
5.65972 0.0246378
5.66667 0.0246242
5.67361 0.0246242
5.68056 0.0244546
5.6875 0.0245565
5.69444 0.0245971
5.70139 0.0245971
5.70833 0.0245157
5.71528 0.0243326
5.72222 0.0243462
5.72917 0.0243326
5.73611 0.0243326
5.74306 0.0243055
5.75 0.0243802
5.75694 0.0243734
5.76389 0.0243734
5.77083 0.0243054
5.77778 0.024326
5.78472 0.0243395
5.79167 0.0243395
5.79861 0.0242851
5.80556 0.0243326
5.8125 0.0243462
5.81944 0.0243462
5.82639 0.0242852
5.83333 0.0242716
5.84028 0.0242783
5.84722 0.0242513
5.85417 0.0242513
5.86111 0.0243462
5.86806 0.0243733
5.875 0.024353
5.88194 0.024353
5.88889 0.0243733
5.89583 0.0244208
5.90278 0.0243937
5.90972 0.0243937
5.91667 0.0242716
5.92361 0.024258
5.93056 0.0242579
5.9375 0.0242579
5.94444 0.0242104
5.95139 0.0240681
5.95833 0.0240681
5.96528 0.0240682
5.97222 0.0240682
5.97917 0.0239868
5.98611 0.0239529
5.99306 0.0239664
6 0.0239935
6.00694 0.023824
6.01389 0.0238646
6.02083 0.0238782
6.02778 0.0238782
6.03472 0.0238715
6.04167 0.0240004
6.04861 0.0239936
6.05556 0.02398
6.0625 0.0239732
6.06944 0.0239597
6.07639 0.0239868
6.08333 0.0239936
6.09028 0.0239936
6.09722 0.024136
6.10417 0.0241021
6.11111 0.0241157
6.11806 0.0241157
6.125 0.0240886
6.13194 0.0241089
6.13889 0.0241766
6.14583 0.0241766
6.15278 0.0240886
6.15972 0.0242512
6.16667 0.0242173
6.17361 0.0242241
6.18056 0.0243597
6.1875 0.024136
6.19444 0.0241157
6.20139 0.024136
6.20833 0.024136
6.21528 0.0240071
6.22222 0.0240072
6.22917 0.0240275
6.23611 0.0240275
6.24306 0.0239054
6.25 0.0240071
6.25694 0.0239529
6.26389 0.0239529
6.27083 0.023919
6.27778 0.0238919
6.28472 0.0238987
6.29167 0.0238919
6.29861 0.0238648
6.30556 0.0238986
6.3125 0.0238444
6.31944 0.0238376
6.32639 0.0238647
6.33333 0.0237969
6.34028 0.0237088
6.34722 0.0236953
6.35417 0.023641
6.36111 0.0235392
6.36806 0.0236138
6.375 0.023607
6.38194 0.023607
6.38889 0.0235866
6.39583 0.0235933
6.40278 0.023607
6.40972 0.0236002
6.41667 0.0236341
6.42361 0.0235596
6.43056 0.023485
6.4375 0.0234917
6.44444 0.0234917
6.45139 0.0233221
6.45833 0.0233289
6.46528 0.0233492
6.47222 0.0233492
6.47917 0.023451
6.48611 0.0234035
6.49306 0.02339
6.5 0.02339
6.50694 0.0234035
6.51389 0.0232204
6.52083 0.0232476
6.52778 0.0232476
6.53472 0.0233764
6.54167 0.0233154
6.54861 0.0233086
6.55556 0.0233018
6.5625 0.0233018
6.56944 0.0231322
6.57639 0.0231798
6.58333 0.0232001
6.59028 0.0232001
6.59722 0.0232136
6.60417 0.0231187
6.61111 0.0231187
6.61806 0.0231187
6.625 0.0229492
6.63194 0.0229831
6.63889 0.0230034
6.64583 0.0230034
6.65278 0.0230034
6.65972 0.0229152
6.66667 0.0228881
6.67361 0.0228881
6.68056 0.0228609
6.6875 0.0228678
6.69444 0.0228678
6.70139 0.022861
6.70833 0.0229085
6.71528 0.0229153
6.72222 0.0228542
6.72917 0.0228474
6.73611 0.0228474
6.74306 0.0228814
6.75 0.0227322
6.75694 0.0226711
6.76389 0.0226644
6.77083 0.0226576
6.77778 0.0225153
6.78472 0.0225898
6.79167 0.0225831
6.79861 0.0225831
6.80556 0.0227659
6.8125 0.022766
6.81944 0.022766
6.82639 0.022766
6.83333 0.0226507
6.84028 0.022705
6.84722 0.0226914
6.85417 0.0226914
6.86111 0.0226981
6.86806 0.022671
6.875 0.0226574
6.88194 0.0226574
6.88889 0.0226235
6.89583 0.0226303
6.90278 0.0226712
6.90972 0.0226575
6.91667 0.0226575
6.92361 0.0227457
6.93056 0.0228339
6.9375 0.0228271
6.94444 0.0228271
6.95139 0.0226643
6.95833 0.022705
6.96528 0.0226914
6.97222 0.0226914
6.97917 0.0227932
6.98611 0.0228474
6.99306 0.0228814
7 0.0228814
7.00694 0.022895
7.01389 0.0227389
7.02083 0.0227796
7.02778 0.0227999
7.03472 0.0226575
7.04167 0.0226642
7.04861 0.0227593
7.05556 0.0227525
7.0625 0.0227525
7.06944 0.0229967
7.07639 0.0229627
7.08333 0.0229831
7.09028 0.0229831
7.09722 0.022922
7.10417 0.0228949
7.11111 0.0229017
7.11806 0.0228949
7.125 0.0227728
7.13194 0.0227322
7.13889 0.0227932
7.14583 0.0227932
7.15278 0.0227932
7.15972 0.0227863
7.16667 0.0228203
7.17361 0.0228203
7.18056 0.0228203
7.1875 0.022861
7.19444 0.0228949
7.20139 0.0228678
7.20833 0.0228678
7.21528 0.0227593
7.22222 0.0227661
7.22917 0.0227118
7.23611 0.0227186
7.24306 0.0226575
7.25 0.0226643
7.25694 0.0226846
7.26389 0.0226914
7.27083 0.0225354
7.27778 0.0225761
7.28472 0.0225762
7.29167 0.0225762
7.29861 0.0225762
7.30556 0.0225422
7.3125 0.022488
7.31944 0.022488
7.32639 0.022488
7.33333 0.0223387
7.34028 0.0222303
7.34722 0.0222235
7.35417 0.0222235
7.36111 0.0221964
7.36806 0.0220539
7.375 0.0219658
7.38194 0.0219794
7.38889 0.0218709
7.39583 0.0216539
7.40278 0.0216267
7.40972 0.0216403
7.41667 0.0218709
7.42361 0.0217352
7.43056 0.0216945
7.4375 0.0216471
7.44444 0.0216471
7.45139 0.0216946
7.45833 0.0216539
7.46528 0.021681
7.47222 0.0216539
7.47917 0.0217285
7.48611 0.0216132
7.49306 0.0215792
7.5 0.0215725
7.50694 0.0215725
7.51389 0.0213487
7.52083 0.0213351
7.52778 0.0213351
7.53472 0.0213351
7.54167 0.0213012
7.54861 0.0213961
7.55556 0.0213758
7.5625 0.0213758
7.56944 0.0214843
7.57639 0.0212267
7.58333 0.0212741
7.59028 0.0212741
7.59722 0.0213216
7.60417 0.0212877
7.61111 0.021308
7.61806 0.021308
7.625 0.0213623
7.63194 0.0210164
7.63889 0.020996
7.64583 0.0210096
7.65278 0.0210096
7.65972 0.0210707
7.66667 0.0210842
7.67361 0.0210843
7.68056 0.0210843
7.6875 0.0210978
7.69444 0.0210842
7.70139 0.0211316
7.70833 0.0211248
7.71528 0.0211384
7.72222 0.0210774
7.72917 0.0211317
7.73611 0.0211317
7.74306 0.0211317
7.75 0.0211452
7.75694 0.021213
7.76389 0.0212198
7.77083 0.0213148
7.77778 0.0210774
7.78472 0.0211655
7.79167 0.0211927
7.79861 0.0211927
7.80556 0.0212198
7.8125 0.0210571
7.81944 0.021091
7.82639 0.0211046
7.83333 0.0210232
7.84028 0.0208468
7.84722 0.0208943
7.85417 0.0208807
7.86111 0.0208603
7.86806 0.0207518
7.875 0.0207383
7.88194 0.0207383
7.88889 0.0207383
7.89583 0.0206094
7.90278 0.0207383
7.90972 0.0207383
7.91667 0.0207383
7.92361 0.0205891
7.93056 0.0207519
7.9375 0.020718
7.94444 0.0207248
7.95139 0.020779
7.95833 0.020718
7.96528 0.0206637
7.97222 0.0206705
7.97917 0.0206705
7.98611 0.0206637
7.99306 0.0206434
8 0.020657
8.00694 0.020657
8.01389 0.0206638
8.02083 0.0205485
8.02778 0.0205756
8.03472 0.0205756
8.04167 0.0205349
8.04861 0.0206298
8.05556 0.0205823
8.0625 0.0205891
8.06944 0.0205756
8.07639 0.0204535
8.08333 0.0204671
8.09028 0.0204671
8.09722 0.0204671
8.10417 0.0203653
8.11111 0.0203111
8.11806 0.0203179
8.125 0.0203179
8.13194 0.0202297
8.13889 0.0202297
8.14583 0.0202433
8.15278 0.0202433
8.15972 0.020284
8.16667 0.020128
8.17361 0.0201687
8.18056 0.0201687
8.1875 0.0201009
8.19444 0.019972
8.20139 0.0200059
8.20833 0.0200194
8.21528 0.0199787
8.22222 0.0198703
8.22917 0.0198296
8.23611 0.019816
8.24306 0.019816
8.25 0.0196533
8.25694 0.0196601
8.26389 0.0196465
8.27083 0.0196465
8.27778 0.0193482
8.28472 0.0194566
8.29167 0.0194566
8.29861 0.0194566
8.30556 0.0194159
8.3125 0.019321
8.31944 0.0193006
8.32639 0.0192803
8.33333 0.0192803
8.34028 0.0192531
8.34722 0.0192939
8.35417 0.0192939
8.36111 0.0192939
8.36806 0.0194498
8.375 0.0194702
8.38194 0.0194566
8.38889 0.0194566
8.39583 0.0193617
8.40278 0.0194227
8.40972 0.0194499
8.41667 0.0194499
8.42361 0.0194363
8.43056 0.019321
8.4375 0.0192667
8.44444 0.0192735
8.45139 0.0192735
8.45833 0.0191514
8.46528 0.0191514
8.47222 0.0191582
8.47917 0.0190971
8.48611 0.0190226
8.49306 0.0190565
8.5 0.0190701
8.50694 0.0190701
8.51389 0.0190091
8.52083 0.0191175
8.52778 0.0191175
8.53472 0.0191107
8.54167 0.0190362
8.54861 0.0190565
8.55556 0.0190497
8.5625 0.0190498
8.56944 0.0190498
8.57639 0.0189548
8.58333 0.018887
8.59028 0.0188937
8.59722 0.0188937
8.60417 0.018887
8.61111 0.0188599
8.61806 0.0188259
8.625 0.0188259
8.63194 0.0187852
8.63889 0.0187988
8.64583 0.0187988
8.65278 0.0188056
8.65972 0.0188395
8.66667 0.0187649
8.67361 0.0187038
8.68056 0.0187038
8.6875 0.0187513
8.69444 0.0187649
8.70139 0.0186971
8.70833 0.0187039
8.71528 0.0187039
8.72222 0.018175
8.72917 0.0182291
8.73611 0.0181884
8.74306 0.0181884
8.75 0.0181477
8.75694 0.0179646
