--stream stream-histogram-greedy-optimal-miranda-viscosity.txt
--subsampling-factor 4
--dataset C:\Users\pavol\OneDrive\resolution-precision-test-data\miranda-viscosity-384x384-float64.json
--quantity histogram
--histogram-dist emd
--num-bins 256
--transform cdf53
--nlevels 3
--bits-quantize 16
--group-size 16 16 1

Bytes Errors 2448
8.76389 0.0179646
8.77083 0.0179646
8.77778 0.0178289
8.78472 0.0179918
8.79167 0.0179782
8.79861 0.0179578
8.80556 0.0179578
8.8125 0.0178494
8.81944 0.0178765
8.82639 0.0178561
8.83333 0.0178561
8.84028 0.0176121
8.84722 0.0176595
8.85417 0.0176392
8.86111 0.0176392
8.86806 0.0177205
8.875 0.0176255
8.88194 0.0176391
8.88889 0.0176391
8.89583 0.0176324
8.90278 0.01749
8.90972 0.0174696
8.91667 0.0174424
8.92361 0.0174424
8.93056 0.017395
8.9375 0.017395
8.94444 0.0173814
8.95139 0.0173814
8.95833 0.0174221
8.96528 0.0173204
8.97222 0.0173068
8.97917 0.0173068
8.98611 0.0172594
8.99306 0.0172797
9 0.0172797
9.00694 0.0172865
9.01389 0.0171712
9.02083 0.0172593
9.02778 0.0172458
9.03472 0.0172526
9.04167 0.0172526
9.04861 0.017117
9.05556 0.0170627
9.0625 0.0170627
9.06944 0.0170627
9.07639 0.0169609
9.08333 0.0169203
9.09028 0.0169067
9.09722 0.0169067
9.10417 0.0168932
9.11111 0.0167914
9.11806 0.0167711
9.125 0.0167711
9.13194 0.0167981
9.13889 0.0167304
9.14583 0.016649
9.15278 0.0166422
9.15972 0.0166422
9.16667 0.0165743
9.17361 0.0164862
9.18056 0.0164998
9.1875 0.0164998
9.19444 0.0164455
9.20139 0.0162421
9.20833 0.0162353
9.21528 0.0162353
9.22222 0.0160183
9.22917 0.0160658
9.23611 0.0160997
9.24306 0.0160929
9.25 0.0160929
9.25694 0.01612
9.26389 0.0161065
9.27083 0.0161065
9.27778 0.0161065
9.28472 0.0161064
9.29167 0.0161201
9.29861 0.0161133
9.30556 0.0161133
9.3125 0.0157606
9.31944 0.0158284
9.32639 0.0157877
9.33333 0.0157877
9.34028 0.0156589
9.34722 0.0157132
9.35417 0.0157741
9.36111 0.0157741
9.36806 0.0155639
9.375 0.0155164
9.38194 0.0155436
9.38889 0.0155436
9.39583 0.0157674
9.40278 0.0151706
9.40972 0.0152317
9.41667 0.0152791
9.42361 0.0156996
9.43056 0.0152384
9.4375 0.0152045
9.44444 0.0152113
9.45139 0.0152113
9.45833 0.0150078
9.46528 0.0149943
9.47222 0.0149604
9.47917 0.0149604
9.48611 0.0149604
9.49306 0.0148857
9.5 0.0149061
9.50694 0.0149061
9.51389 0.0149061
9.52083 0.0147366
9.52778 0.0148925
9.53472 0.0148925
9.54167 0.0148925
9.54861 0.0149265
9.55556 0.0148586
9.5625 0.014879
9.56944 0.014879
9.57639 0.0146823
9.58333 0.0146213
9.59028 0.0146755
9.59722 0.0146959
9.60417 0.0148519
9.61111 0.0146213
9.61806 0.0147027
9.625 0.0147095
9.63194 0.0147095
9.63889 0.0147704
9.64583 0.0147773
9.65278 0.0147908
9.65972 0.0147908
9.66667 0.0145738
9.67361 0.0146755
9.68056 0.0146552
9.6875 0.0146552
9.69444 0.0146959
9.70139 0.0145534
9.70833 0.0146145
9.71528 0.0146145
9.72222 0.014445
9.72917 0.0145331
9.73611 0.0144857
9.74306 0.0144925
9.75 0.0145196
9.75694 0.0144789
9.76389 0.014445
9.77083 0.0144178
9.77778 0.0146213
9.78472 0.0139838
9.79167 0.0140109
9.79861 0.013977
9.80556 0.013977
9.8125 0.0141466
9.81944 0.0132853
9.82639 0.0132582
9.83333 0.0132446
9.84028 0.0132378
9.84722 0.0132785
9.85417 0.0132786
9.86111 0.0132717
9.86806 0.0132717
9.875 0.0132039
9.88194 0.0132718
9.88889 0.0132989
9.89583 0.0132989
9.90278 0.0134005
9.90972 0.0134481
9.91667 0.0134277
9.92361 0.0134277
9.93056 0.0133734
9.9375 0.0133463
9.94444 0.0133802
9.95139 0.013387
9.95833 0.0135633
9.96528 0.0133531
9.97222 0.0139634
9.97917 0.0139431
9.98611 0.0139431
9.99306 0.0138482
10 0.0138753
10.0069 0.0138753
10.0139 0.0138753
10.0208 0.0139567
10.0278 0.0139364
10.0347 0.0138957
10.0417 0.0138957
10.0486 0.0138753
10.0556 0.0138889
10.0625 0.0138956
10.0694 0.0138821
10.0764 0.0139092
10.0833 0.0139634
10.0903 0.0140448
10.0972 0.0140381
10.1042 0.0140381
10.1111 0.0138549
10.1181 0.0138413
10.125 0.0138278
10.1319 0.0138549
10.1389 0.0139363
10.1458 0.0138414
10.1528 0.0138278
10.1597 0.0138278
10.1667 0.0137872
10.1736 0.0136719
10.1806 0.0136583
10.1875 0.0136651
10.1944 0.0135566
10.2014 0.0136379
10.2083 0.0136311
10.2153 0.0136379
10.2222 0.0136176
10.2292 0.0135701
10.2361 0.0136312
10.2431 0.0135972
10.25 0.0135972
10.2569 0.0134752
10.2639 0.0134819
10.2708 0.0134684
10.2778 0.0134684
10.2847 0.0134548
10.2917 0.0133735
10.2986 0.0133803
10.3056 0.0133735
10.3125 0.0133735
10.3194 0.0132311
10.3264 0.0131429
10.3333 0.0131633
10.3403 0.0131633
10.3472 0.0131496
10.3542 0.0131971
10.3611 0.0131971
10.3681 0.0131971
10.375 0.0132039
10.3819 0.0129869
10.3889 0.0129801
10.3958 0.0129801
10.4028 0.0129055
10.4097 0.0128987
10.4167 0.0129123
10.4236 0.0129055
10.4306 0.0128445
10.4375 0.012892
10.4444 0.0128581
10.4514 0.0128581
10.4583 0.0128581
10.4653 0.0129123
10.4722 0.0129055
10.4792 0.0129395
10.4861 0.0129395
10.4931 0.0130005
10.5 0.0130072
10.5069 0.0130208
10.5139 0.0130208
10.5208 0.0130886
10.5278 0.0128784
10.5347 0.0128852
10.5417 0.0128784
10.5486 0.0128852
10.5556 0.0129191
10.5625 0.0128919
10.5694 0.0129055
10.5764 0.0129123
10.5833 0.0127563
10.5903 0.0126885
10.5972 0.0126546
10.6042 0.012675
10.6111 0.0123562
10.6181 0.0122884
10.625 0.0122545
10.6319 0.0122545
10.6389 0.0122545
10.6458 0.0123087
10.6528 0.0122274
10.6597 0.0122274
10.6667 0.0122884
10.6736 0.0120917
10.6806 0.0121528
10.6875 0.0121528
10.6944 0.0121528
10.7014 0.0121934
10.7083 0.0121257
10.7153 0.0121256
10.7222 0.0121256
10.7292 0.0119764
10.7361 0.0118544
10.7431 0.011834
10.75 0.011834
10.7569 0.0115289
10.7639 0.0115763
10.7708 0.0115628
10.7778 0.0115695
10.7847 0.0115289
10.7917 0.0115356
10.7986 0.0114407
10.8056 0.0114339
10.8125 0.0110541
10.8194 0.0107829
10.8264 0.0108168
10.8333 0.0108236
10.8403 0.0108236
10.8472 0.0109049
10.8542 0.0109049
10.8611 0.0109388
10.8681 0.0109388
10.875 0.0109592
10.8819 0.0109253
10.8889 0.0108778
10.8958 0.0108846
10.9028 0.0107625
10.9097 0.0107557
10.9167 0.0107354
10.9236 0.0107422
10.9306 0.0108303
10.9375 0.0108643
10.9444 0.0108371
10.9514 0.0108371
10.9583 0.0108371
10.9653 0.0108304
10.9722 0.01081
10.9792 0.0108032
10.9861 0.0108032
10.9931 0.0106201
11 0.0106947
11.0069 0.0107218
11.0139 0.0107218
11.0208 0.0107218
11.0278 0.0110202
11.0347 0.0109728
11.0417 0.0109592
11.0486 0.0109592
11.0556 0.0108236
11.0625 0.0108643
11.0694 0.0108507
11.0764 0.0108507
11.0833 0.0107219
11.0903 0.0107286
11.0972 0.0106947
11.1042 0.0106947
11.1111 0.0108304
11.1181 0.0106608
11.125 0.0106405
11.1319 0.0106405
11.1389 0.0106947
11.1458 0.0105048
11.1528 0.0105252
11.1597 0.0105184
11.1667 0.0105184
11.1736 0.0105726
11.1806 0.0105252
11.1875 0.0105048
11.1944 0.0105048
11.2014 0.0103014
11.2083 0.0103556
11.2153 0.0103217
11.2222 0.0103217
11.2292 0.0102064
11.2361 0.00994873
11.2431 0.00993516
11.25 0.00993516
11.2569 0.00997586
11.2639 0.00996228
11.2708 0.00994872
11.2778 0.00995551
11.2847 0.00995551
11.2917 0.00986735
11.2986 0.00990124
11.3056 0.00989446
11.3125 0.00989446
11.3194 0.00979953
11.3264 0.00969781
11.3333 0.00971817
11.3403 0.00971817
11.3472 0.00991481
11.3542 0.00968425
11.3611 0.00965034
11.3681 0.00965034
11.375 0.00910103
11.3819 0.00947402
11.3889 0.00941298
11.3958 0.00941976
11.4028 0.00941976
11.4097 0.00895182
11.4167 0.00895184
11.4236 0.00889758
11.4306 0.00889758
11.4375 0.00880266
11.4444 0.00852457
11.4514 0.00853813
11.4583 0.00853813
11.4653 0.00857884
11.4722 0.00850422
11.4792 0.00850422
11.4861 0.00850422
11.4931 0.0087348
11.5 0.00838896
11.5069 0.00836859
11.5139 0.00834825
11.5208 0.00834825
11.5278 0.00835506
11.5347 0.00834149
11.5417 0.00834149
11.5486 0.00834149
11.5556 0.00826011
11.5625 0.0081923
11.5694 0.00819908
11.5764 0.00819908
11.5833 0.00829405
11.5903 0.00842966
11.5972 0.00844324
11.6042 0.00843646
11.6111 0.00843646
11.6181 0.00832789
11.625 0.00828722
11.6319 0.00828722
11.6389 0.00833469
11.6458 0.00812447
11.6528 0.00811092
11.6597 0.00812448
11.6667 0.00812448
11.6736 0.0081109
11.6806 0.00802274
11.6875 0.00804311
11.6944 0.00804311
11.7014 0.00805665
11.7083 0.00794136
11.7153 0.00791422
11.7222 0.00793456
11.7292 0.00782605
11.7361 0.00764976
11.7431 0.00756836
11.75 0.0075616
11.7569 0.00760229
11.7639 0.0073717
11.7708 0.00734457
11.7778 0.00733101
11.7847 0.00733101
11.7917 0.00717503
11.7986 0.00718859
11.8056 0.00720894
11.8125 0.00720894
11.8194 0.00712078
11.8264 0.00704617
11.8333 0.00705295
11.8403 0.00705974
11.8472 0.00702585
11.8542 0.00687662
11.8611 0.00686984
11.8681 0.00687662
11.875 0.00686984
11.8819 0.00670711
11.8889 0.00673423
11.8958 0.00673424
11.9028 0.00673424
11.9097 0.00658504
11.9167 0.00655793
11.9236 0.00653758
11.9306 0.00653758
11.9375 0.00658504
11.9444 0.00662574
11.9514 0.00659183
11.9583 0.00659861
11.9653 0.00666643
11.9722 0.00660539
11.9792 0.00658504
11.9861 0.00657827
11.9931 0.00657827
12 0.00644942
12.0069 0.0065308
12.0139 0.00653079
12.0208 0.00653079
12.0278 0.00654436
12.0347 0.00645622
12.0417 0.00645622
12.0486 0.00645622
12.0556 0.00648329
12.0625 0.00644939
12.0694 0.00648331
12.0764 0.00646974
12.0833 0.00651722
12.0903 0.00654435
12.0972 0.00655113
12.1042 0.00653079
12.1111 0.00653079
12.1181 0.00667999
12.125 0.00654435
12.1319 0.00655114
12.1389 0.00655114
12.1458 0.00634768
12.1528 0.0063341
12.1597 0.00631376
12.1667 0.00631376
12.1736 0.00652399
12.1806 0.00605605
12.1875 0.00608996
12.1944 0.00609674
12.2014 0.00606283
12.2083 0.005995
12.2153 0.00599502
12.2222 0.0060018
12.2292 0.00601536
12.2361 0.00603571
12.2431 0.00598825
12.25 0.00596791
12.2569 0.00596791
12.2639 0.00558816
12.2708 0.00584587
12.2778 0.00589332
12.2847 0.00589332
12.2917 0.00579841
12.2986 0.0055678
12.3056 0.00550678
12.3125 0.00551356
12.3194 0.00548643
12.3264 0.00564915
12.3333 0.0056695
12.3403 0.00566949
12.3472 0.00566949
12.3542 0.00495068
12.3611 0.00490323
12.3681 0.00492358
12.375 0.00492358
12.3819 0.00492355
12.3889 0.00472007
12.3958 0.00473363
12.4028 0.00473363
12.4097 0.00458446
12.4167 0.00457769
12.4236 0.00459802
12.4306 0.0046048
12.4375 0.00490999
12.4444 0.00418433
12.4514 0.0042318
12.4583 0.0042318
12.4653 0.0038656
12.4722 0.00391985
12.4792 0.0038724
12.4861 0.00388596
12.4931 0.00388596
12.5 0.00438103
12.5069 0.00459126
12.5139 0.00461839
12.5208 0.00461839
12.5278 0.00485574
12.5347 0.00383176
12.5417 0.00380464
12.5486 0.00381142
12.5556 0.00393347
12.5625 0.00386554
12.5694 0.00370963
12.5764 0.00370285
12.5833 0.00401483
12.5903 0.0037164
12.5972 0.00418435
12.6042 0.00417761
12.6111 0.00417761
12.6181 0.00384527
12.625 0.00375032
12.6319 0.00376388
12.6389 0.00376388
12.6458 0.00330268
12.6528 0.00302473
12.6597 0.00302471
12.6667 0.00302471
12.6736 0.00273309
12.6806 0.00204814
12.6875 0.00195996
12.6944 0.0019736
12.7014 0.00222452
12.7083 0.0021702
12.7153 0.00210906
12.7222 0.00212262
12.7292 0.00208872
12.7361 0.00204806
12.7431 0.00158013
12.75 0.0018989
12.7569 0.0018989
12.7639 0.0018989
12.7708 0.00184465
12.7778 0.00187177
12.7847 0.00187177
12.7917 0.00187177
12.7986 0.00191924
12.8056 0.00185823
12.8125 0.00185823
12.8194 0.00185823
12.8264 0.00185823
12.8333 0.00180394
12.8403 0.00177681
12.8472 0.00177681
12.8542 0.00177681
12.8611 0.00177681
12.8681 0.00177003
12.875 0.00177003
12.8819 0.00177003
12.8889 0.00180394
12.8958 0.00177003
12.9028 0.00176325
12.9097 0.00176325
12.9167 0.00176325
12.9236 0.00176325
12.9306 0.00176325
12.9375 0.00176325
12.9444 0.00176325
12.9514 0.00177003
12.9583 0.00176325
12.9653 0.00176325
12.9722 0.00176325
12.9792 0.00178359
12.9861 0.0017768
12.9931 0.0017768
13 0.0017768
13.0069 0.00178359
13.0139 0.00175646
13.0208 0.00176324
13.0278 0.00176324
13.0347 0.00175646
13.0417 0.00193956
13.0486 0.00195312
13.0556 0.00195312
13.0625 0.00195312
13.0694 0.00197346
13.0764 0.00197346
13.0833 0.00197346
13.0903 0.00198024
13.0972 0.00195313
13.1042 0.00195993
13.1111 0.00195993
13.1181 0.00195993
13.125 0.00196671
13.1319 0.00198031
13.1389 0.00198031
13.1458 0.00198031
13.1528 0.00197353
13.1597 0.00197348
13.1667 0.00198706
13.1736 0.00198706
13.1806 0.00198706
13.1875 0.00196672
13.1944 0.00196669
13.2014 0.00196669
13.2083 0.00196669
13.2153 0.00195991
13.2222 0.00195991
13.2292 0.00195991
13.2361 0.00195991
13.2431 0.00197347
13.25 0.00183106
13.2569 0.00197347
13.2639 0.00197347
13.2708 0.00200059
13.2778 0.00198703
13.2847 0.00198703
13.2917 0.00198703
13.2986 0.00198703
13.3056 0.00195993
13.3125 0.00199383
13.3194 0.00199383
13.3264 0.00199383
13.3333 0.00201418
13.3403 0.00199384
13.3472 0.00199384
13.3542 0.00199384
13.3611 0.00199384
13.3681 0.0019803
13.375 0.0019803
13.3819 0.0019803
13.3889 0.0019803
13.3958 0.0019803
13.4028 0.0019803
13.4097 0.0019803
13.4167 0.0019803
13.4236 0.0019803
13.4306 0.00198031
13.4375 0.00198031
13.4444 0.00198031
13.4514 0.00195316
13.4583 0.00198029
13.4653 0.00198029
13.4722 0.00198029
13.4792 0.00185144
13.4861 0.00197351
13.4931 0.00198029
13.5 0.00198029
13.5069 0.00198029
13.5139 0.00181754
13.5208 0.00179718
13.5278 0.00179718
13.5347 0.00183109
13.5417 0.00190569
13.5486 0.00181753
13.5556 0.00181753
13.5625 0.00181753
13.5694 0.00183787
13.5764 0.00179721
13.5833 0.00179721
13.5903 0.00179721
13.5972 0.00181077
13.6042 0.00180399
13.6111 0.00180399
13.6181 0.00180399
13.625 0.00178367
13.6319 0.001804
13.6389 0.00181078
13.6458 0.00181078
13.6528 0.00181078
13.6597 0.00179722
13.6667 0.00181077
13.6736 0.00181077
13.6806 0.00181077
13.6875 0.00182433
13.6944 0.00183113
13.7014 0.00183113
13.7083 0.00183113
13.7153 0.00183792
13.7222 0.00183113
13.7292 0.00183114
13.7361 0.00183114
13.7431 0.00183114
13.75 0.00181759
13.7569 0.00181759
13.7639 0.00181759
13.7708 0.00181759
13.7778 0.00185146
13.7847 0.00184468
13.7917 0.00184468
13.7986 0.00184468
13.8056 0.00185826
13.8125 0.00179717
13.8194 0.00179717
13.8264 0.00179717
13.8333 0.00179716
13.8403 0.00177005
13.8472 0.00177005
13.8542 0.00177005
13.8611 0.00177688
13.8681 0.00175653
13.875 0.00175653
13.8819 0.00175653
13.8889 0.00175653
13.8958 0.00164125
13.9028 0.00166159
13.9097 0.00166159
13.9167 0.00166159
13.9236 0.00168193
13.9306 0.00166156
13.9375 0.00166156
13.9444 0.00166156
13.9514 0.00163442
13.9583 0.00169545
13.9653 0.00169545
13.9722 0.00169545
13.9792 0.00168189
13.9861 0.0016412
13.9931 0.0016412
14 0.0016412
14.0069 0.0016412
14.0139 0.00162764
14.0208 0.00158695
14.0278 0.00158695
14.0347 0.00158695
14.0417 0.00161407
14.0486 0.00162763
14.0556 0.00162763
14.0625 0.00162763
14.0694 0.00163442
14.0764 0.00163441
14.0833 0.00164119
14.0903 0.00164119
14.0972 0.00164119
14.1042 0.00172935
14.1111 0.00172935
14.1181 0.00172935
14.125 0.00172935
14.1319 0.00168866
14.1389 0.00142418
14.1458 0.00142418
14.1528 0.00141739
14.1597 0.00139708
14.1667 0.001431
14.1736 0.001431
14.1806 0.001431
14.1875 0.00144457
14.1944 0.001309
14.2014 0.001309
14.2083 0.001309
14.2153 0.00132256
14.2222 0.00130217
14.2292 0.001309
14.2361 0.001309
14.2431 0.001309
14.25 0.00132934
14.2569 0.00131578
14.2639 0.00131578
14.2708 0.00131578
14.2778 0.00132253
14.2847 0.00130219
14.2917 0.00130219
14.2986 0.00130219
14.3056 0.00126145
14.3125 0.00126823
14.3194 0.00126823
14.3264 0.00126823
14.3333 0.00126823
14.3403 0.00126823
14.3472 0.00126144
14.3542 0.00126144
14.3611 0.00126144
14.3681 0.00128857
14.375 0.00128179
14.3819 0.00128179
14.3889 0.00128179
14.3958 0.00122076
14.4028 0.00120042
14.4097 0.00120042
14.4167 0.00120042
14.4236 0.00118686
14.4306 0.00119366
14.4375 0.00119366
14.4444 0.00119366
14.4514 0.00119366
14.4583 0.00114619
14.4653 0.00113262
14.4722 0.00113262
14.4792 0.00113262
14.4861 0.00111903
14.4931 0.00115294
14.5 0.00115294
14.5069 0.00114616
14.5139 0.00105122
14.5208 0.00107157
14.5278 0.00107157
14.5347 0.00107157
14.5417 0.00107157
14.5486 0.00106479
14.5556 0.00106479
14.5625 0.00106479
14.5694 0.00106479
14.5764 0.00112581
14.5833 0.00112581
14.5903 0.00112581
14.5972 0.00112581
14.6042 0.00112581
14.6111 0.00108512
14.6181 0.00108512
14.625 0.00108512
14.6319 0.00107156
14.6389 0.00107834
14.6458 0.00107834
14.6528 0.00107834
14.6597 0.00108512
14.6667 0.00106477
14.6736 0.00106477
14.6806 0.00106477
14.6875 0.00101053
14.6944 0.00103087
14.7014 0.00103766
14.7083 0.00103766
14.7153 0.00103766
14.7222 0.00103767
14.7292 0.00101052
14.7361 0.00101052
14.7431 0.00101052
14.75 0.000996952
14.7569 0.0011394
14.7639 0.0011394
14.7708 0.0011394
14.7778 0.00111905
14.7847 0.00111228
14.7917 0.0011055
14.7986 0.0011055
14.8056 0.00111228
14.8125 0.00113263
14.8194 0.00112584
14.8264 0.00112584
14.8333 0.00112584
14.8403 0.00107154
14.8472 0.00109867
14.8542 0.00109867
14.8611 0.00111223
14.8681 0.0010648
14.875 0.00107154
14.8819 0.00107154
14.8889 0.00107154
14.8958 0.00107154
14.9028 0.00106478
14.9097 0.00107156
14.9167 0.00107156
14.9236 0.00107156
14.9306 0.00107833
14.9375 0.00105799
14.9444 0.00105799
14.9514 0.00105799
14.9583 0.00105799
14.9653 0.00107833
14.9722 0.00107833
14.9792 0.00107833
14.9861 0.00107155
14.9931 0.00106478
15 0.00106478
15.0069 0.00106478
15.0139 0.00100378
15.0208 0.00116654
15.0278 0.00116654
15.0347 0.00116654
15.0417 0.00115976
15.0486 0.00111909
15.0556 0.00111909
15.0625 0.00111909
15.0694 0.00112587
15.0764 0.00110553
15.0833 0.00109196
15.0903 0.00109196
15.0972 0.00109196
15.1042 0.00109875
15.1111 0.00110553
15.1181 0.00110553
15.125 0.00110553
15.1319 0.00109195
15.1389 0.00109875
15.1458 0.00109875
15.1528 0.00109875
15.1597 0.00109197
15.1667 0.00109874
15.1736 0.00109874
15.1806 0.00109874
15.1875 0.0010784
15.1944 0.00113938
15.2014 0.00109869
15.2083 0.00109869
15.2153 0.00109191
15.2222 0.00109196
15.2292 0.00111903
15.2361 0.00111903
15.2431 0.00111903
15.25 0.00110547
15.2569 0.00113259
15.2639 0.00112581
15.2708 0.00112581
15.2778 0.00112581
15.2847 0.00112576
15.2917 0.00113937
15.2986 0.00113937
15.3056 0.00113937
15.3125 0.00115969
15.3194 0.00115291
15.3264 0.00115291
15.3333 0.00115291
15.3403 0.00115974
15.3472 0.00115298
15.3542 0.00115298
15.3611 0.00115298
15.3681 0.00120043
15.375 0.00115296
15.3819 0.00115296
15.3889 0.00115296
15.3958 0.00115295
15.4028 0.00118684
15.4097 0.00118684
15.4167 0.00118684
15.4236 0.00118684
15.4306 0.00113259
15.4375 0.00113259
15.4444 0.00113259
15.4514 0.00113259
15.4583 0.00113256
15.4653 0.00112578
15.4722 0.00112578
15.4792 0.00112578
15.4861 0.00115965
15.4931 0.00113257
15.5 0.00113257
15.5069 0.00113257
15.5139 0.00111222
15.5208 0.00109187
15.5278 0.00109865
15.5347 0.00109865
15.5417 0.00108509
15.5486 0.00105121
15.5556 0.00105796
15.5625 0.00105796
15.5694 0.00105796
15.5764 0.00105118
15.5833 0.0010647
15.5903 0.0010647
15.5972 0.0010647
15.6042 0.00102401
15.6111 0.00106468
15.6181 0.00105793
15.625 0.00105793
15.6319 0.00105793
15.6389 0.0010783
15.6458 0.0010783
15.6528 0.0010783
15.6597 0.00107151
15.6667 0.00105796
15.6736 0.00107151
15.6806 0.00107151
15.6875 0.00107151
15.6944 0.00107829
15.7014 0.00108507
15.7083 0.00108507
15.7153 0.00108507
15.7222 0.00109185
15.7292 0.00109186
15.7361 0.00109186
15.7431 0.00109186
15.75 0.00105799
15.7569 0.00105114
15.7639 0.00105116
15.7708 0.00105116
15.7778 0.00105116
15.7847 0.00102404
15.7917 0.00103082
15.7986 0.00103082
15.8056 0.00103082
15.8125 0.00120036
15.8194 0.00121396
15.8264 0.00121396
15.8333 0.00121396
15.8403 0.00126144
15.8472 0.00115292
15.8542 0.00115292
15.8611 0.00115292
15.8681 0.00115292
15.875 0.00122075
15.8819 0.00116651
15.8889 0.00116651
15.8958 0.00125468
15.9028 0.00120043
15.9097 0.00120043
15.9167 0.00120043
15.9236 0.00120043
15.9306 0.00121399
15.9375 0.00120721
15.9444 0.00120721
15.9514 0.00120721
15.9583 0.00122755
15.9653 0.00120721
15.9722 0.00120721
15.9792 0.00120721
15.9861 0.00121399
15.9931 0.00084101
16 0.000868135
16.0069 0.000868135
16.0139 0.000895244
16.0208 0.000854563
16.0278 0.000841011
16.0347 0.000841011
16.0417 0.000841011
16.0486 0.000807078
16.0556 0.000820644
16.0625 0.000820644
16.0694 0.000820644
16.0764 0.00103087
16.0833 0.00104444
16.0903 0.00104444
16.0972 0.00104444
16.1042 0.00104444
16.1111 0.00103089
16.1181 0.00159377
16.125 0.00159377
16.1319 0.00159377
16.1389 0.00158022
16.1458 0.00157343
16.1528 0.00157343
16.1597 0.00157343
16.1667 0.0015463
16.1736 0.00151918
16.1806 0.00151918
16.1875 0.00151918
16.1944 0.00151918
16.2014 0.00147851
16.2083 0.00148528
16.2153 0.00148528
16.2222 0.00148528
16.2292 0.0014785
16.2361 0.0014785
16.2431 0.0014785
16.25 0.0014785
16.2569 0.00148528
16.2639 0.00148528
16.2708 0.00148528
16.2778 0.00148528
16.2847 0.0014785
16.2917 0.00147849
16.2986 0.00147849
16.3056 0.00147849
16.3125 0.00147849
16.3194 0.00150561
16.3264 0.00150561
16.3333 0.00150561
16.3403 0.00151239
16.3472 0.00147168
16.3542 0.0014988
16.3611 0.0014988
16.3681 0.0014988
16.375 0.000725688
16.3819 0.00150558
16.3889 0.00150558
16.3958 0.00150558
16.4028 0.00146491
16.4097 0.00149206
16.4167 0.00149206
16.4236 0.00149206
16.4306 0.00149883
16.4375 0.00145816
16.4444 0.00145138
16.4514 0.00145138
16.4583 0.00145138
16.4653 0.0014446
16.4722 0.00143782
16.4792 0.00143782
16.4861 0.00143104
16.4931 0.00136999
16.5 0.00139711
16.5069 0.00139711
16.5139 0.00139711
16.5208 0.00143096
16.5278 0.00141745
16.5347 0.00141745
16.5417 0.00141745
16.5486 0.00142423
16.5556 0.00143101
16.5625 0.00141745
16.5694 0.00141745
16.5764 0.00141745
16.5833 0.00141745
16.5903 0.00141745
16.5972 0.00141745
16.6042 0.00141745
16.6111 0.0013836
16.6181 0.00139039
16.625 0.00139039
16.6319 0.00139039
16.6389 0.00137004
16.6458 0.00137004
16.6528 0.00137004
16.6597 0.00137004
16.6667 0.00134291
16.6736 0.00135645
16.6806 0.00135645
16.6875 0.00135645
16.6944 0.00137674
16.7014 0.000976682
16.7083 0.000983403
16.7153 0.000983403
16.7222 0.00204135
16.7292 0.00178369
16.7361 0.0018244
16.7431 0.0018244
16.75 0.0018244
16.7569 0.00183112
16.7639 0.00246866
16.7708 0.00246866
16.7778 0.00246866
16.7847 0.000678236
16.7917 0.000976566
16.7986 0.000969817
16.8056 0.000969817
16.8125 0.000963035
16.8194 0.000949471
16.8264 0.000949471
16.8333 0.000949471
16.8403 0.000949471
16.8472 0.000956251
16.8542 0.000949471
16.8611 0.000949471
16.8681 0.000949471
16.875 0.000990077
16.8819 0.00090869
16.8889 0.00090869
16.8958 0.00090869
16.9028 0.000949409
16.9097 0.000963021
16.9167 0.000956239
16.9236 0.000956239
16.9306 0.000935845
16.9375 0.000935927
16.9444 0.000935957
16.9514 0.000935957
16.9583 0.000942738
16.9653 0.000840994
16.9722 0.000868118
16.9792 0.000868118
16.9861 0.000868118
16.9931 0.000427347
17 0.000434128
